pdf_page,printed_page,block,label,row_kind,dwelling,famiglie,present_mf,present_f,absent_mf,is_consistent,locality_it,circoscrizione_it,shabiya_en,shabiya_pcode,label_printed
126,59,0,"Bàggala, M-èrghes, Umm Suftàr, Tin· zègt Ulàd BelMI (b) st",locality,st,235,1006,450,,1,Tinzègt,nalut,Nalut,LY0209,"Bàggala, M-èrghes, Umm Suftàr, Tin· zègt Ulàd BelMI (b) st."
126,59,0,(I) ALTRI CENSITI. -21,quarter,st,8,,15,8,0,,,,,(I) ALTRI CENSITI. st. -21
126,59,0,SI~ÀUEN,locality,,183,729,357,,1,,,,,SI~ÀUEN •
126,59,0,a~ i931 .(*) BOI a96,locality,,,873,,,1,,,,,a~: i931 .(*) BOI a96
126,59,0,SciàuO • . . Sciàua (c) • st,locality,st,,,150,,0,,,,,SciàuO: • . . Sciàua (c) • st.
126,59,0,Gasr et. ll'ugàni Gasr el-Fugàni (à). ~~ i!gl,locality,st,,,78,,0,Gasr el- Fugàni,nalut,Nalut,LY0209,Gasr et.;ll'ugàni Gasr el-Fugàni (à). st. ~~ i!gl
126,59,0,GaEir el·Lotàni Gasr el-Lotàni (e) st,locality,st,24,95,51,,1,Gasr el- Lotàni,nalut,Nalut,LY0209,GaEir el·Lotàni Gasr el-Lotàni (e) st.
126,59,0,Àin Ali. - Àin Ali. . • st,locality,st,36,149,73,,1,,,,,Àin Ali. - Àin Ali. . • st.
126,59,0,(I) ALTRI OENSITI. st,locality,st,3,23,5,,1,,,,,(I) ALTRI OENSITI. st.
126,59,0,UÀZZEN,locality,,197,798,365,12,1,,,,,UÀZZEN
126,59,0,o~ i931'(*i B61 a67,census_1931,,,898,,,1,,,,,o~: i931'(*i B61 a67
126,59,0,GRUPPO NALÙT EL-OTlìN Ulàd Mahmùd st,locality,st,115,455,200,,1,,,,,GRUPPO NALÙT EL-OTlìN: Ulàd Mahmùd st.
126,59,0,"(I) GRUPPO NALÙT EL-FOGHlìN er-Rabàia, . st",locality,st,81,,165,5,0,,,,,"(I) GRUPPO NALÙT EL-FOGHlìN : er-Rabàia, . st."
126,59,0,,locality,,,331,,,1,,,,,
126,59,0,ALTRI OENSITI. -,locality,st,1,1,,,1,,,,,ALTRI OENSITI. st. -
126,59,0,,locality,,,,,34,0,,,,,
126,59,0,Residenza di Gadàmes I,subtotal,,1042,3626,2006,,1,,,,,Residenza di Gadàmes I
126,59,0,I TERRITORIO DI GADÀMES I -I,subtotal,,728,2364,1343,,1,,,,,I TERRITORIO DI GADÀMES I -I
126,59,0,Censo i931 '(0) 41a B.ooa,census_1931,,,,1074,,0,,,,,Censo i931 '(0) 41a B.ooa
126,59,0,I RAMO BÈNI U AZìT Oasi di Gadàmes Bèni Uazit . st,subtotal,st,230,725,410,,1,,,,,I RAMO BÈNI U AZìT : Oasi di Gadàmes Bèni Uazit . st.
126,59,0,I RAMO TUÀREG.H ÀZGHER Tuàregh Imanga- [' sàten. n,subtotal,n,8,37,21,,1,,,,,I RAMO TUÀREG.H ÀZGHER: Tuàregh Imanga- [' sàten. n.
126,59,0,(l) Tuàregh If?Jgas n,locality,n,38,132,71,,1,,,,,(l) Tuàregh If?Jgas n.
126,59,0,~ CAB. 'VARIE Bèni Ulld. '710 -,census_1931,st,385,1171,,,1,,,,,~ CAB. 'VARIE : Bèni Ulld. st. '710 -
126,59,0,Oasi di Tunhi. I Tunhi -,locality,st,27,81,48,,1,,,,,Oasi di Tunhi. I Tunhi st. -
126,59,0,(I) ALTRI CENSITI. st,quarter,st,40,218,83,,1,,,,,(I) ALTRI CENSITI. st.
126,59,0,TERRrrORIO DI DERG,locality,,314,1262,663,34,1,,,,,TERRrrORIO DI DERG . . . . . . .
126,59,0,Cens. 1931 (*) a26 1.a66,census_1931,,,,840,,0,,,,,Cens. 1931 (*) a26 1.a66
126,59,0,I RAMO TUÀRE GH ÀZGHER Tuàregh Imanga- sàten. . . . n,subtotal,n,70,304,160,,1,,,,,I RAMO TUÀRE GH ÀZGHER: Tuàregh Imanga- sàten. . . . n.
126,59,0,Oasi di Derg Tuàregh Ifògas . . n,locality,n,19,80,47,4,1,,,,,Oasi di Derg: Tuàregh Ifògas . . n.
126,59,0,CAB. vARm,census_1931,,,,,2,0,,,,,CAB. vARm:
126,59,0,Derg (I) . . st,locality,st,110,387,213,,1,,,,,Derg (I) . . st.
126,59,0,Zintàn Ganàni st,locality,st,25,109,61,,1,,,,,Zintàn Ganàni st.
126,59,0,Oasi di Tgùtta Tgùtta (g) c,locality,st,48,189,90,,1,,,,,Oasi di Tgùtta Tgùtta (g) st. c
126,59,0,Oasi di Màtres' Màtres (h) st,locality,st,30,143,83,2,1,,,,,Oasi di Màtres' Màtres (h) st.
126,59,0,Oasi di Tfèltfèlt. Tfèltfelt (i) • st,locality,st,11,40,18,,1,,,,,Oasi di Tfèltfèlt. Tfèltfelt (i) • st.
126,59,0,ALTRI CENSITI. lO,quarter,st,1,,1,,0,,,,,ALTRI CENSITI. st. lO
126,59,1,"--1-- __ ___ 1 ______ .2._ ____ 2=--____ ~--=-3+--=4 -~-5 ,.2.---=-6--'-- 7 -_""__----. 1_. ____ -'-____ --=2. __ __ _ - -_3 -+_4=--.2._--=-6_!.,- 6""--~ . 7 _ CIRCONDARIO DI GARIAN .18.871\79.770 39.437",locality,,,,,6428,0,,,,,"--1-- __ ___ 1 ______ .2._ ____ 2=--____ ~--=-3+--=4:...-~-5::....,.2.---=-6--'--..:7:...-_""__----.::1_. ____ -'-____ --=2. __ __ _ -;-_3:-+_4=--.2._--=-6_!.,-..:6""--~..:.:7 .. _ CIRCONDARIO DI GARIAN .18.871\79.770 39.437"
126,59,1,Residenza di Garlàn . 9.325 39.635 19.427,subtotal,,,,,2197,0,,,,,Residenza di Garlàn . 9.325 39.635 19.427
126,59,1,TERRITORIÒ DEI BÈNI DÀUD,subtotal,,2155,9006,4386,886,1,,,,,TERRITORIÒ DEI BÈNI DÀUD .
126,59,1,Cens. 1931 (*) B. a90 8 _ 665 4. Ha GRUPPO. BÈNI DÀUD 3 Tegassàt Tegassàt . st,census_1931,st,482,1938,955,45,1,,,,,Cens. 1931 (*) B. a90 8 _ 665 4. Ha GRUPPO. BÈNI DÀUD: 3 Tegassàt Tegassàt . st.
126,59,1,Bèni Iàhia Bèni Iàhia lO,locality,st,133,523,258,,1,,,,,Bèni Iàhia Bèni Iàhia st. lO
126,59,1,el-BràsClsc el-Brascisc st,locality,st,94,357,190,28,1,el- Brascìsc,garian,Jabal al Gharbi,LY0216,el-BràsClsc el-Brascisc st.
126,59,1,Ulàd Hzam. Ulàd Hzarn st,locality,st,64,283,155,18,1,Ulàd Hzam,garian,Jabal al Gharbi,LY0216,Ulàd Hzam. Ulàd Hzarn •.. st.
126,59,1,Ulàd Ali el-Borgo . Ulàd Ali el-Borgo st,locality,st,63,283,134,1,1,,,,,Ulàd Ali el-Borgo . Ulàd Ali el-Borgo st.
126,59,1,27 Ulàd Bèni Iàagùb. Ulàd Bèni laagùb,locality,,127,541,285,29,1,Ulàd Bèni Iaagùb,garian,Jabal al Gharbi,LY0216,27 Ulàd Bèni Iàagùb. Ulàd Bèni laagùb.
126,59,1,ed-Diasir • . . . t l l,locality,,83,312,147,,1,,,,,ed-Diasir • . . . :t l l;
126,59,1,ed-Diasir . '.' . 16 Mènzel Tegriuna. Mènzel 'fegrinna. l 366-,locality,st,158,721,,52,1,,,,,ed-Diasir . '.' . 16 Mènzel Tegriuna. Mènzel 'fegrinna. st. l 366-
126,59,1,ì Gasr Tegrinna. Gasr Tegrinna. st,locality,st,110,551,254,27,1,Gasr Tegrìnna,garian,Jabal al Gharbi,LY0216,ì Gasr Tegrinna. Gasr Tegrinna. st.
126,59,1,Gattis el-Matanin sn,locality,sn,140,568,289,23,1,,,,,Gattis el-Matanin sn.
126,59,1,~ Montrùs el-Aràifa lO,locality,sn,63,261,132,,1,Montrùs,garian,Jabal al Gharbi,LY0216,~ Montrùs el-Aràifa sn. lO
126,59,1,_ Mènzel Tegrinna. ISRAELITI. st,quarter,st,85,322,164,,1,Mènzel TeG'rìnna,garian,Jabal al Gharbi,LY0216,_ Mènzel Tegrinna. ISRAELITI. st.
126,59,1,(l) ALTRI OENSITI. st,locality,st,553,2346,1057,,1,,,,,(l) ALTRI OENSITI. st.
126,59,1,,locality,,,,,438,0,,,,,
126,59,1,TERRITORIO DEI BÈNI CHLÌFA,subtotal,,958,4083,2051,311,1,,,,,TERRITORIO DEI BÈNI CHLÌFA
126,59,1,"Cens. 193-1 (*) a.564 1,70a",census_1931,,916,,,1,0,,,,,"Cens. 193-1 (*) a.564 1,70a"
126,59,1,GRUPPO BÈNI CHLìFA 7 Usàden. Usàden. . 158,locality,st,,696,346,46,1,,,,,GRUPPO BÈNI CHLìFA: 7 Usàden. Usàden. st. . 158
126,59,1,Ghebbàa Ghebbàa st,locality,st,64,284,146,11,1,,,,,Ghebbàa Ghebbàa st.
126,59,1,Sciaatàn Sciaatàn • st,locality,st,25,117,59,16,1,,,,,Sciaatàn Sciaatàn • st.
126,59,1,el-Gehèscia el-Qehèscia . st,locality,st,41,155,82,9,1,el- Gehèscia,,,,el-Gehèscia el-Qehèscia . st.
126,59,1,esc-Scèmza esc-Scèmza st,locality,st,9,42,20,,1,,,,,esc-Scèmza esc-Scèmza st ..
126,59,1,Bèni Uzir. Bèni Uzir. st,locality,st,109,508,256,29,1,Bèni UZÌr,garian,Jabal al Gharbi,LY0216,Bèni Uzir. Bèni Uzir. st.
126,59,1,"Tebadùt O., • • • • • Tebadùt . st",locality,st,77,308,156,20,1,Tebadùt,garian,Jabal al Gharbi,LY0216,"Tebadùt O., • • • • • Tebadùt . st."
126,59,1,"el-Ma,gàrba, el-Gsèba • el-Ma,gàrba st",locality,st,91,375,179,30,1,el- Magàrba,garian,Jabal al Gharbi,LY0216,"el-Ma,gàrba, el-Gsèba • el-Ma,gàrba st."
126,59,1,el-Culèba . el-Culèba . . 574,locality,st,137,,286,66,0,el- Culèba,garian,Jabal al Gharbi,LY0216,"el-Culèba . el-Culèba . . st. 574,"
126,59,1,el-Msufiin • el-Msufiin st,locality,st,35,163,83,12,1,el- Msufììn,garian,Jabal al Gharbi,LY0216,el-Msufiin • el-Msufiin .• st.
126,59,1,es-Slàlma. es-Slà.lma • 'L95,locality,n,39,,85,1,0,,,,,"es-Slàlma. es-Slà.lma • n, 'L95"
126,59,1,Bu Zeiàn. Bu Zeiàn. st,locality,st,172,666,347,71,1,Bu Zeiàn,garian,Jabal al Gharbi,LY0216,",Bu Zeiàn. Bu Zeiàn. st."
126,59,1,TERRITORIO DEI .BÈNI NSER • _ . . . . . . l.Jl17,subtotal,,866,3660,,285,1,,,,,TERRITORIO DEI .BÈNI NSER • _ . . . . . . l.Jl17
126,59,1,Censo 1931 (*) . 3.0471.626,census_1931,,800,,,,0,,,,,Censo 1931 (*) . 3.0471.626
126,59,1,"GRUPPO BÈNI NSER es-Sgàif, el-Fògha es-Sgàif (l) st",locality,st,121,546,,44,1,,,,,"GRUPPO BÈNI NSER: es-Sgàif, el-Fògha es-Sgàif (l) st."
126,59,1,en-Ntatàt . . . en-Ntatàt . .~g~,locality,st,56,245,,6,1,,,,,en-Ntatàt . . . en-Ntatàt . st. .~g~
126,59,1,"Cammùn Camintìn ,79",locality,st,,338,176,18,1,,,,,"Cammùn Camintìn st. ,79"
126,59,1,ez-ZU èia ez'Zuèia st,locality,st,50,219,108,15,1,,,,,ez-ZU:èia ez'Zuèia .. st.
126,59,1,el-Gahasàt . . el·Gahasàt st,locality,st,133,500,269,51,1,el- Gahasàt,,,,el-Gahasàt . . el·Gahasàt st.
126,59,1,"Caàm, Asbiàh _ Caàm (m) Eit",census_1931,,44,164,90,13,1,,,,,"Caàm, Asbiàh _ Caàm (m) Eit."
126,59,1,Bu .Aiàd . no lO,locality,st,58,213,,,1,,,,,Bu .Aiàd . st. no lO
126,59,1,lO,locality,,,,132,,0,,,,,lO
126,59,1,Denhùn . . . • . st,locality,st,65,272,,,1,,,,,Denhùn . . . • . st.
126,59,1,Uàdi el'Arbàa. . ~ ZàuiedAbdel-Mlech st,locality,st,52,243,128,17,1,Uàdi el- Arbàa,garian,Jabal al Gharbi,LY0216,:Uàdi el'Arbàa. . ~ ZàuiedAbdel-Mlech st.
126,59,1,,locality,,92,428,218,28,1,,,,,
126,59,1,el-Aaghlb • es-Slahàt • I es-Slahàt st,locality,st,98,406,208,22,1,,,,,"el-Aaghlb • st, es-Slahàt • I es-Slahàt st."
126,59,1,"Uàdi Gaàn, Uàdi Si- ghin es-Slàlma. . n",locality,n,18,86,49,1,1,Uàdi Gààn,,,,"Uàdi Gaàn, Uàdi Si- ghin es-Slàlma. . n."
126,59,1,TERRITORIO DEGLI. EL-GUÀSEM. _,subtotal,,1396,5886,2894,249,1,,,,,TERRITORIO DEGLI. EL-GUÀSEM. _ . . . . .
126,59,1,Cens. 1931 (0) 1.aa9 B.a/u,census_1931,,,4966,,,1,,,,,Cens. 1931 (0) 1.aa9 B.a/u
126,59,1,"GRUPPO EL.-QUÀSEM . I Ulàd . Bu Ras, Uàdi el-Mrah • . . . . . Ulàd Bu Ràs (n). st",locality,st,99,459,234,29,1,Ulàd Bu Ras,garian,Jabal al Gharbi,LY0216,"GRUPPO EL.-QUÀSEM: . I Ulàd . Bu Ras, Uàdi el-Mrah • . . . . . Ulàd Bu Ràs (n). st."
126,59,1,12 el-Miamin. . . . . . el-Miamin . st,locality,st,54,201,98,8,1,Miamìn (el-),garian,Jabal al Gharbi,LY0216,12 el-Miamin. . . . . . el-Miamin . st.
126,59,1,el-Baharia - . . . . . el-Baharia '255,locality,st,127,524,,29,1,el- Baharìa,garian,Jabal al Gharbi,LY0216,el-Baharia - . . . . . el-Baharia st. '255
126,59,1,im -N achliin. en-Nachliin . st_,locality,,79,363,166,8,1,en - N achliìn,garian,Jabal al Gharbi,LY0216,im -N achliin. en-Nachliin . st_
126,59,1,"Ulàd . Sàlem, Già~~ es-Sidra. ' Ulàd Sàlem. at. 131-",locality,,67,259,,15,1,,,,,"Ulàd . Sàlem, Già~~ es-Sidra. ' Ulàd Sàlem. at. 131-"
126,59,1,6 Ghizàn. Ghizàn . . . at,locality,,127,552,272,19,1,,,,,6 Ghizàn. Ghizàn . . . at.
126,59,1,Ulàd Mansùr. . . .Ulàd Mansùr _. lO,locality,st,47,185,100,,1,Ulàd Mansùr,garian,Jabal al Gharbi,LY0216,Ulàd Mansùr. . .. . .Ulàd Mansùr _. st. lO
126,59,1,"""8 Zebbàn, Sedrùres, Me- ruàn, Badirten, Ben Mahanna, Bèni Giar- bùa' , Zebbàn (o) st_1 31/1",locality,,201,796,,36,1,,,,,"""8 Zebbàn, Sedrùres, Me- ruàn, Badirten, Ben Mahanna, Bèni Giar- bùa' , Zebbàn (o) st_1 31/1"
127,60,0,"__________ 1 ______ ~_--'--____ , ___ 2 ________ ____c'---'3----'---=-4--,~",locality,,,,,,0,,,,,"__________ 1 ______ ~_--'--____ , ___ 2 ________ ____c'---'3----'---=-4--,~"
127,60,0,Segue TERRITORIO DEGLI EL-GUÀBEM es ~~~a~a . Sidi . el. -I es-Suaadia (b) • st,subtotal,st,64,284,139,,1,,,,,Segue: TERRITORIO DEGLI EL-GUÀBEM es;~~~a~a: . Sidi .:el.:-I es-Suaadia (b) • st.
127,60,0,el-Cmesciàt • el-Cmesciàt (b) st,locality,st,60,327,164,,1,el- Cmesciàt,garian,Jabal al Gharbi,LY0216,el-Cmesciàt • el-Cmesciàt (b) st.
127,60,0,el-Lamamisc el-Lamamisc (b) st,locality,st,99,401,185,,1,,,,,el-Lamamisc el-Lamamisc (b) st.
127,60,0,Ben Habbas er-Ràhba. st,locality,st,82,322,166,,1,Ben Habbas,garian,Jabal al Gharbi,LY0216,Ben Habbas er-Ràhba. st.
127,60,0,el-Abgàr . . . . . st,locality,st,141,573,283,,1,,,,,el-Abgàr . . . . . st.
127,60,0,j Ulàd Bu Slàma (b). st,locality,st,127,535,260,,1,,,,,j Ulàd Bu Slàma (b). st.
127,60,0,Ben Habbas I ISRAELITI. st,quarter,st,21,97,50,,1,Ben Habbas,garian,Jabal al Gharbi,LY0216,Ben Habbas I ISRAELITI. st.
127,60,0,(1) I ALTRI OENSITI. st,locality,st,1,8,,,1,,,,,(1) I ALTRI OENSITI. st.
127,60,0,"I TERRITORIO DI CmOJ""A",subtotal,,1444,7038,3442,,1,,,,,"'I TERRITORIO DI CmOJ""A"
127,60,0,"Censo 1931 (·i 2. ""/76",census_1931,,,6149,,,1,,,,,"Censo 1931 (·i 2. ""/76"
127,60,0,GRUPPO '] EL-MAHAMìD EL-GARBltN I el-Chàtra esc-Sciaalil . esc-Sciaalil sn,locality,sn,,509,244,,1,el- Chàtra esc-Sciaa1ì1,garian,Jabal al Gharbi,LY0216,GRUPPO '] EL-MAHAMìD EL-GARBltN : I el-Chàtra esc-Sciaalil . esc-Sciaalil sn.
127,60,0,GRUPPO EL-l\'LAHAMìD ESC-SCERGHItN el-Gderàt el-Aue- diin . . . . . . sn,locality,sn,58,280,131,,1,,,,,GRUPPO EL-l\'LAHAMìD ESC-SCERGHItN : el-Gderàt: el-Aue- diin . . . . . . sn.
127,60,0,el-Gderàt el-Crabib . sn,locality,sn,68,340,171,11,1,,,,,el-Gderàt: el-Crabib . sn.
127,60,0,el-Gderàt esc-Scia ràscema . . . . sn,locality,sn,23,125,61,,1,,,,,el-Gderàt: esc-Scia ràscema . . . . sn.
127,60,0,el-Gderàt el-Ahmèd lO,locality,,52,253,128,,1,,,,,el-Gderàt: el-Ahmèd lO
127,60,0,el-Gderàt el Chsciub. 11,locality,,37,168,73,,1,,,,,el-Gderàt: el Chsciub. :::11
127,60,0,CAB. VARIE I es-Suàdna. UlàdOmràn. st,census_1931,st,,866,421,23,1,,,,,CAB. VARIE: I es-Suàdna. UlàdOmràn. st.
127,60,0,el-Abeiàt • el-Abeiàt 1~~I,locality,st,,260,131,12,1,,,,,el-Abeiàt • el-Abeiàt st. 1~~I'
127,60,0,Ulàd ha . Ulàd tsa lO,locality,st,76,371,188,,1,,,,,Ulàd ha . Ulàd tsa st. lO
127,60,0,Amzlr . . . . . . . Amzlr . . . . . . st,locality,st,61,312,152,,1,,,,,Amzlr . . . . . . . Amzlr . . . . . . st.
127,60,0,Zàuiet Sidi Bu Màdi. Ulàd Abd el-Mòla. st,locality,st,48,195,98,6,1,Zàuiet Sìdi Bu Màdi,garian,Jabal al Gharbi,LY0216,Zàuiet Sidi Bu Màdi. Ulàd Abd el-Mòla. st.
127,60,0,Tacbàl . . . . . Tacbàl . st,locality,st,67,304,143,2,1,,,,,Tacbàl . . . . . Tacbàl . st.
127,60,0,Bir el-Cherdimin . el-Gualisc . n,locality,n,125,633,301,27,1,,,,,Bir el-Cherdimin . el-Gualisc . n.
127,60,0,Giàma Sidi Rdut (el- aùsba) Ulàd Bu Ziri (c). st,locality,st,155,720,365,41,1,Giàma Sìdi Rdut,,,,Giàma Sidi Rdut (el- aùsba) Ulàd Bu Ziri (c). st.
127,60,0,Ulàd Said Ulàd Said st,locality,st,67,319,167,13,1,,,,,Ulàd Said Ulàd Said st.
127,60,0,el-Chzur el-Chzur st,locality,st,54,240,128,3,1,el- Chzur,garian,Jabal al Gharbi,LY0216,el-Chzur el-Chzur st.
127,60,0,Ulàd Amòr. Ulàd Amòr. st,locality,st,63,260,132,,1,Ulàd Amòr,,,,Ulàd Amòr. Ulàd Amòr. st.
127,60,0,"el-Mazàida, Gugila. el-Mazàida st",locality,st,82,438,214,15,1,el- Mazàida,garian,Jabal al Gharbi,LY0216,"el-Mazàida, Gugila. el-Mazàida st."
127,60,0,el-GeMsc . el-Gehèsc . st,locality,st,89,427,193,,1,,,,,el-GeMsc . el-Gehèsc . st.
127,60,0,"(1) ALTRI OENSITI. ,t",locality,,,18,1,,1,,,,,"(1) ALTRI OENSITI. ,t"
127,60,0,TERRITORIO DI EL-AssÀBAA 1.89 1,subtotal,,,7495,3568,456,1,,,,,TERRITORIO DI EL-AssÀBAA 1.89:1
127,60,0,Censo 1931 (0),census_1931,,1835,6986,3248,,1,,,,,Censo 1931 (0)
127,60,0,i GRUPPO EL-GIUEFLÀT Gasr el-Assàbaa EI-Besceràt ulàd Sei en-Nàsser n,locality,n,71,268,128,19,1,Gasr el- Assàbaa,garian,Jabal al Gharbi,LY0216,i GRUPPO EL-GIUEFLÀT : Gasr el-Assàbaa EI-Besceràt: ulàd Sei en-Nàsser n.
127,60,0,l (1) el-Besceràt ed-Dù- na (d) l,locality,n,48,282,131,,1,,,,,l (1) el-Besceràt: ed-Dù- na (d) n'l'
127,60,0,I . . . . Ulàd el-Hag n,locality,n,222,,,,0,,,,,I . . . . Ulàd el-Hag n.
127,60,0,I Uàdi Abellù,locality,,161,876,441,30,1,Uàdi Abellù,garian,Jabal al Gharbi,LY0216,I Uàdi Abellù
127,60,0,Dahret Hàmed . . . Ulàd Mùsa n,locality,n,,622,302,80,1,,,,,Dahret Hàmed . . . Ulàd Mùsa n.
127,60,0,,locality,,,1,,,1,,,,,
127,60,0,"el- r ,!uàmed Amàr- n",locality,n,45,209,106,8,1,,,,,"el-:r;,!uàmed : Amàr- n."
127,60,0,"I, Hènscir el-Hag es-Sèd ) el-Hauàmed Garasà n",locality,n,52,240,113,41,1,Hènscir el-Hag es-Sèd,garian,Jabal al Gharbi,LY0216,"I, Hènscir el-Hag es-Sèd ) el-Hauàmed: Garasà n."
127,60,0,Hènscir es-Sèdra Ulàd Idris n,locality,n,76,322,152,25,1,Hènscir es-Sèdra,garian,Jabal al Gharbi,LY0216,Hènscir es-Sèdra Ulàd Idris n.
127,60,0,GRUPPO ULÀD SINAN,locality,,,,,31,0,,,,,GRUPPO ULÀD SINAN:
127,60,0,Ulàd Embàrech . Ulàd Embàrech n,locality,n,142,556,263,,1,Ulàd Em bàrech,garian,Jabal al Gharbi,LY0216,Ulàd Embàrech . Ulàd Embàrech n.
127,60,0,Oasi di Misca. . Misca . . n,locality,n,61,278,141,,1,,,,,Oasi di Misca. . Misca . . n.
127,60,0,Ifènscir el-Lebàd. esc-Scefàra n,locality,n,58,233,109,,1,,,,,"Ifènscir el-Lebàd. esc-Scefàra n. ,"
127,60,0,Hènscir ez-Zèt Ulàd Frag n,locality,n,81,315,145,,1,Hènscir ez-Zèt,garian,Jabal al Gharbi,LY0216,Hènscir ez-Zèt Ulàd Frag n.
127,60,0,er·Ruedàt. el-Gebùr n,locality,n,47,183,83,8,1,,,,,er·Ruedàt. el-Gebùr n.
127,60,0,es-Snaniin es-Snaniin n,locality,n,38,180,86,,1,,,,,es-Snaniin es-Snaniin n.
127,60,0,Hènscir et-Tuil Ulàd Mhèlhel n,locality,n,42,182,93,,1,Hènscir et-Tu il,garian,Jabal al Gharbi,LY0216,Hènscir et-Tuil Ulàd Mhèlhel n.
127,60,0,GRUPPO ER-RUÀBET Oasi di er-Ràbta esc Scerghia er-Ràbta esc-Scer- Oasi di er-Ràbta el- ghia I,locality,st,116,462,222,,1,Ràbta esc-Scerghìa,garian,Jabal al Gharbi,LY0216,"GRUPPO ER-RUÀBET: Oasi di er-Ràbta esc Scerghia er-Ràbta esc-Scer- Oasi di er-Ràbta el- ghia st.I,"
127,60,0,Garbia. . . er-Ràbta el-Garbia. st,locality,st,100,388,174,,1,Ràbta el-Garbìa,garian,Jabal al Gharbi,LY0216,Garbia. . . er-Ràbta el-Garbia. st.
127,60,1,"Segue TERRITORIO DI EL-ASSÀBAA GRUPPO EL-MAHAMtD ESC-SCERGHItN el-Mahamid, Ulà d Said Ben Sola. sn",subtotal,sn,75,290,138,15,1,,,,,"Segue: TERRITORIO DI EL-ASSÀBAA GRUPPO EL-MAHAMtD ESC-SCERGHItN: el-Mahamid, Ulà d Said Ben Sola. sn."
127,60,1,CAB. MARABUTIOHE el - Hararàt Ulàd Chlifa 154-,census_1931,sn,,567,254,20,1,,,,,CAB. MARABUTIOHE: el - Hararàt: Ulàd Chlifa sn. 154-
127,60,1,el - Hararàt Ulàd Ahmèd . 494-,locality,sn,157,,228,80,0,,,,,el - Hararàt: Ulàd Ahmèd . sn. 494-
127,60,1,el - Hararàt er - Rabàia. sn,locality,sn,51,,92,23,0,,,,,el - Hararàt: er - Rabàia. sn.
127,60,1,el - Hararàt Ulàd,locality,,,187,,,1,,,,,el - Hararàt: Ulàd
127,60,1,,locality,,,1,,,1,,,,,
127,60,1,Dachil sn,locality,sn,85,313,151,12,1,,,,,Dachil sn.
127,60,1,ALTRI OENSITI. st,locality,st,14,48,16,3,1,,,,,ALTRI OENSITI. st.
127,60,1,TERRITORIO DEI NOMADI,subtotal,,610,2467,1169,56,1,,,,,TERRITORIO DEI NOMADI
127,60,1,Censo J931 (0) '520,census_1931,,,1939,906,,1,,,,,Censo J931 (0) '520
127,60,1,GRUPPO BÈNI NSER Bir el-Uàr . . . . . Ulàd Brech. n,locality,,,,,9,0,Bir el- Vàr,garian,Jabal al Gharbi,LY0216,GRUPPO BÈNI NSER: Bir el-Uàr . . . . . Ulàd Brech. n
127,60,1,,locality,,209,443,402,,1,,,,,
127,60,1,7 Bir Cur e Bir Tarsin. el-Giaàfra . n,locality,,,,,15,0,,,,,7 Bir Cur e Bir Tarsin. el-Giaàfra . n
127,60,1,el-BeMa el-Gmàta . n,locality,,240,1015,476,18,1,,,,,el-BeMa el-Gmàta . n
127,60,1,Bir es-Suèda. Azib en-Ntatàt n,locality,n,46,179,86,,1,Bir es- Suèda,garian,Jabal al Gharbi,LY0216,Bir es-Suèda. Azib en-Ntatàt n.
127,60,1,,locality,,,,,141,0,,,,,
127,60,1,Residenza di lèfren 7.594 30.418 15.424 3.160~ Distretto di GiMo 3.422 12.685 1.44,subtotal,,,,6478,,0,,,,,Residenza di lèfren 7.594 30.418 15.424 3.160~ Distretto di GiMo 3.422 12.685 1.44
127,60,1,TERRITORIO DI FASSÀTO (Giàdo),subtotal,,1434,5557,2827,5641,1,,,,,TERRITORIO DI FASSÀTO (Giàdo)
127,60,1,Censo 1931 (0),census_1931,,1286,4704,2382,,1,,,,,Censo 1931 (0)
127,60,1,"RAMO ULÀD ÀMAR 12, Giàdo, Mèzzu, Tmèzda Giàdo st",subtotal,st,290,1044,590,123,1,,,,,"RAMO ULÀD ÀMAR: 12, Giàdo, Mèzzu, Tmèzda Giàdo st."
127,60,1,RAMO ULÀD EL-HARA Mèzzu . Mèzzu . . st,subtotal,st,192,650,400,114,1,,,,,RAMO ULÀD EL-HARA: Mèzzu . Mèzzu . . st.
127,60,1,Gemmàri Gemmàri. st,locality,st,92,317,174,48,1,,,,,Gemmàri Gemmàri. st.
127,60,1,"RAMO ULÀD SULTÀN el-Gslr, Tmùghet el-Gslr (e) • 1]",subtotal,st,55,225,124,,1,,,,,"RAMO ULÀD SULTÀN: el-Gslr, Tmùghet el-Gslr (e) • st. 1]"
127,60,1,7 Mezgùra MezgÙl'a (t) . st,locality,st,87,293,180,42,1,Mezgùra,giado,Jabal al Gharbi,LY0216,7 Mezgùra MezgÙl'a (t) . st.
127,60,1,Ingelin. Ingelin «(}) • st,locality,st,55,181,109,32,1,,,,,Ingelin. Ingelin «(}) • st.
127,60,1,4 Uscèbari Uscèbari (h). st,locality,st,45,168,99,26,1,Uscèbari,giado,Jabal al Gharbi,LY0216,4 Uscèbari Uscèbari (h). st.
127,60,1,RAMO ER-RGHAIGHìA Tarmisa ~ Tarmisa st,subtotal,st,26,90,46,16,1,,,,,RAMO ER-RGHAIGHìA: Tarmisa ~ Tarmisa st.
127,60,1,Gennàuen. Gennàuen. st,locality,st,90,337,173,15,1,,,,,Gennàuen. Gennàuen. st.
127,60,1,Nedbàs. st,locality,st,47,171,87,6,1,,,,,Nedbàs. st.
