table_no,sheet,band,cell,text
57,1,1,4,يعمل بشركة مشتركة عامة
57,1,1,5,يعمل بشركة أجنبية
57,1,2,0,Employees in government
57,1,2,1,Employees in Establishment
57,1,2,2,Employees in Libyan
57,1,2,3,Employees in general mixed
57,1,2,4,Employees in foreign
57,1,3,0,ذكور male
57,1,3,1,إناث
57,1,3,2,المجموع
57,1,3,3,ذكور male
57,1,3,4,إناث
57,1,3,5,المجموع
57,1,3,6,ذكور male
57,1,3,7,إناث
57,1,3,8,المجموع
57,1,3,9,ذكور male
57,1,3,10,إناث
57,1,3,11,المجموع
57,1,3,12,ذكور male
57,1,3,13,إناث
57,1,3,14,المجموع
57,2,0,0,الحالة العملية Employment Status
57,2,1,0,اسم المحلات
57,2,1,1,يعمل بشركة مشتركة خاصة
57,2,1,2,يعمل لدى الغير
57,2,1,3,يعمل لحسابه ومعه آخرون
57,2,1,4,يعمل بمفرده
57,2,1,5,يعمل لدى أسرته
57,2,2,0,Employees privet mixed
57,2,2,1,Worker with other
57,2,2,2,Self Employed with others
57,2,2,3,Employer
57,2,2,4,Family worker
57,2,3,0,ذكور male
57,2,3,1,إناث
57,2,3,2,المجموع
57,2,3,3,ذكور male
57,2,3,4,إناث
57,2,3,5,المجموع
57,2,3,6,ذكور male
57,2,3,7,إناث
57,2,3,8,المجموع
57,2,3,9,ذكور male
57,2,3,10,إناث
57,2,3,11,المجموع
57,2,3,12,ذكور male
57,2,3,13,إناث
57,2,3,14,المجموع
57,3,0,0,الحالة العملية Employment Status
57,3,0,1,المجموع الكلى
57,3,1,0,اسم المحلات
57,3,1,1,يعمل بالقطاع التعاونى
57,3,1,2,متعطل و سبق له العمل
57,3,1,3,متعطل ولم يسبق له العمل
57,3,2,0,employees in Co-operative
57,3,2,1,Seeking work for the first time Seeking work with previous
57,3,2,2,Grand total
57,3,3,0,ذكور male
57,3,3,1,إناث
57,3,3,2,المجموع
57,3,3,3,ذكور male
57,3,3,4,إناث
57,3,3,5,المجموع
57,3,3,6,ذكور male
57,3,3,7,إناث
57,3,3,8,المجموع
57,3,3,9,ذكور male
57,3,3,10,إناث female
57,3,3,11,المجموع total
57,4,0,0,الحالة العملية Employment Status
57,4,1,0,يعمل بالجهاز الإداري
57,4,1,1,يعمل بمنشأة مملوكة للمجتمع
57,4,1,2,يعمل بشركة مساهمة ليبية
57,4,1,3,يعمل بشركة مشتركة عامة
57,4,1,4,يعمل بشركة أجنبية
57,4,2,0,اسم المحلات
57,4,2,1,Employees in government
57,4,2,2,Employees in Establishment
57,4,2,3,Employees in Libyan contribution
57,4,2,4,Employees in general mixed
57,4,2,5,Employees in foreign company
57,4,3,0,belongs to community
57,4,3,1,company
57,4,3,2,company
57,4,4,0,ذكور male
57,4,4,1,إناث female
57,4,4,2,المجموع total
57,4,4,3,ذكور male
57,4,4,4,إناث female
57,4,4,5,المجموع total
57,4,4,6,ذكور male
57,4,4,7,إناث female
57,4,4,8,المجموع total
57,4,4,9,ذكور male
57,4,4,10,إناث female
57,4,4,11,المجموع total
57,4,4,12,ذكور male
57,4,4,13,إناث female
57,4,4,14,المجموع total
57,5,0,0,الحالة العملية Employment Status
57,5,1,0,يعمل بشركة مشتركة خاصة
57,5,1,1,يعمل لدى الغير
57,5,1,2,يعمل لحسابه ومعه آخرون
57,5,1,3,يعمل بمفرده
57,5,1,4,يعمل لدى أسرته
57,5,2,0,اسم المحلات
57,5,2,1,Employees privet mixed
57,5,3,0,company
57,5,3,1,Worker with other
57,5,3,2,Self Employed with others
57,5,3,3,Employer
57,5,3,4,Family worker
57,5,4,0,ذكور male
57,5,4,1,إناث female
57,5,4,2,المجموع total
57,5,4,3,ذكور male
57,5,4,4,إناث female
57,5,4,5,المجموع total
57,5,4,6,ذكور male
57,5,4,7,إناث female
57,5,4,8,المجموع total
57,5,4,9,ذكور male
57,5,4,10,إناث female
57,5,4,11,المجموع total
57,5,4,12,ذكور male
57,5,4,13,إناث female
57,5,4,14,المجموع total
57,6,0,0,الحالة العملية Employment Status
57,6,0,1,المجموع الكلى
57,6,1,0,يعمل بالقطاع التعاونى
57,6,1,1,متعطل و سبق له العمل
57,6,1,2,متعطل ولم يسبق له العمل
57,6,2,0,اسم المحلات
57,6,2,1,employees in Co-operative
57,6,2,2,Seeking work with previous
57,6,2,3,Seeking work for the first time
57,6,2,4,Grand total
57,6,3,0,sector
57,6,3,1,work
57,6,4,0,ذكور male
57,6,4,1,إناث female
57,6,4,2,المجموع total
57,6,4,3,ذكور male
57,6,4,4,إناث female
57,6,4,5,المجموع total
57,6,4,6,ذكور male
57,6,4,7,إناث female
57,6,4,8,المجموع total
57,6,4,9,ذكور male
57,6,4,10,إناث female
57,6,4,11,المجموع total
57,7,0,0,الحالة العملية Employment Status
57,7,1,0,يعمل بالجهاز الإداري
57,7,1,1,يعمل بمنشأة مملوكة للمجتمع
57,7,1,2,يعمل بشركة مساهمة ليبية
57,7,1,3,يعمل بشركة مشتركة عامة
57,7,1,4,يعمل بشركة أجنبية
57,7,2,0,اسم المحلات
57,7,2,1,Employees in government
57,7,2,2,Employees in Establishment
57,7,2,3,Employees in Libyan
57,7,2,4,Employees in general mixed
57,7,2,5,Employees in foreign company
57,7,3,0,belongs to community
57,7,3,1,contribution company
57,7,3,2,company
57,7,4,0,ذكور male
57,7,4,1,إناث female
57,7,4,2,المجموع total
57,7,4,3,ذكور male
57,7,4,4,إناث female
57,7,4,5,المجموع total
57,7,4,6,ذكور male
57,7,4,7,إناث female
57,7,4,8,المجموع total
57,7,4,9,ذكور male
57,7,4,10,إناث female
57,7,4,11,المجموع total
57,7,4,12,ذكور male
57,7,4,13,إناث female
57,7,4,14,المجموع total
57,8,0,0,الحالة العملية Employment Status
57,8,1,0,يعمل بشركة مشتركة خاصة
57,8,1,1,يعمل لدى الغير
57,8,1,2,يعمل لحسابه ومعه آخرون
57,8,1,3,يعمل بمفرده
57,8,1,4,يعمل لدى أسرته
57,8,2,0,اسم المحلات
57,8,2,1,Employees privet mixed
57,8,2,2,Worker with other
57,8,2,3,Self Employed with others
57,8,2,4,Employer
57,8,2,5,Family worker
57,8,3,0,company
57,8,4,0,ذكور male
57,8,4,1,إناث female
57,8,4,2,المجموع total
57,8,4,3,ذكور male
57,8,4,4,إناث female
57,8,4,5,المجموع total
57,8,4,6,ذكور male
57,8,4,7,إناث female
57,8,4,8,المجموع total
57,8,4,9,ذكور male
57,8,4,10,إناث female
57,8,4,11,المجموع total
57,8,4,12,ذكور male
57,8,4,13,إناث female
57,8,4,14,المجموع total
57,9,0,0,الحالة العملية Employment Status
57,9,0,1,المجموع الكلى
57,9,1,0,يعمل بالقطاع التعاونى
57,9,1,1,متعطل و سبق له العمل
57,9,1,2,متعطل ولم يسبق له العمل
57,9,2,0,اسم المحلات
57,9,2,1,employees in Co-operative
57,9,2,2,Seeking work with previous
57,9,2,3,Seeking work for the first time
57,9,2,4,Grand total
57,9,3,0,sector
57,9,3,1,work
57,9,4,0,ذكور male
57,9,4,1,إناث female
57,9,4,2,المجموع total
57,9,4,3,ذكور male
57,9,4,4,إناث female
57,9,4,5,المجموع total
57,9,4,6,ذكور male
57,9,4,7,إناث female
57,9,4,8,المجموع total
57,9,4,9,ذكور male
57,9,4,10,إناث female
57,9,4,11,المجموع total
58,1,0,0,الحالة العملية Employment Status
58,1,1,0,اسم المحلات
58,1,1,1,يعمل بالجهاز الإداري
58,1,1,2,يعمل بمنشأة مملوكة للمجتمع
58,1,1,3,يعمل بشركة مساهمة ليبية
58,1,1,4,يعمل بشركة مشتركة عامة
58,1,1,5,يعمل بشركة أجنبية
58,1,2,0,Employees in government
58,1,2,1,Employees in Establishment
58,1,2,2,Employees in Libyan
58,1,2,3,Employees in general mixed
58,1,2,4,Employees in foreign
58,1,3,0,ذكور male
58,1,3,1,إناث
58,1,3,2,المجموع
58,1,3,3,ذكور male
58,1,3,4,إناث
58,1,3,5,المجموع
58,1,3,6,ذكور male
58,1,3,7,إناث
58,1,3,8,المجموع
58,1,3,9,ذكور male
58,1,3,10,إناث
58,1,3,11,المجموع
58,1,3,12,ذكور male
58,1,3,13,إناث
58,1,3,14,المجموع
58,2,0,0,الحالة العملية Employment Status
58,2,1,0,اسم المحلات
58,2,1,1,يعمل بشركة مشتركة خاصة
58,2,1,2,يعمل لدى الغير
58,2,1,3,يعمل لحسابه ومعه آخرون
58,2,1,4,يعمل بمفرده
58,2,1,5,يعمل لدى أسرته
58,2,2,0,Employees privet mixed
58,2,2,1,Worker with other
58,2,2,2,Self Employed with others
58,2,2,3,Employer
58,2,2,4,Family worker
58,2,3,0,ذكور male
58,2,3,1,إناث
58,2,3,2,المجموع
58,2,3,3,ذكور male
58,2,3,4,إناث
58,2,3,5,المجموع
58,2,3,6,ذكور male
58,2,3,7,إناث
58,2,3,8,المجموع
58,2,3,9,ذكور male
58,2,3,10,إناث
58,2,3,11,المجموع
58,2,3,12,ذكور male
58,2,3,13,إناث
58,2,3,14,المجموع
58,3,0,0,الحالة العملية Employment Status
58,3,0,1,المجموع الكلى
58,3,1,0,اسم المحلات
58,3,1,1,يعمل بالقطاع التعاونى
58,3,1,2,متعطل و سبق له العمل
58,3,1,3,متعطل ولم يسبق له العمل
58,3,2,0,employees in Co-operative
58,3,2,1,Seeking work for the first time Seeking work with previous
58,3,2,2,Grand total
58,3,3,0,ذكور male
58,3,3,1,إناث
58,3,3,2,المجموع
58,3,3,3,ذكور male
58,3,3,4,إناث
58,3,3,5,المجموع
58,3,3,6,ذكور male
58,3,3,7,إناث
58,3,3,8,المجموع
58,3,3,9,ذكور male
58,3,3,10,إناث female
58,3,3,11,المجموع total
58,4,0,0,الحالة العملية Employment Status
58,4,1,0,يعمل بالجهاز الإداري
58,4,1,1,يعمل بمنشأة مملوكة للمجتمع
58,4,1,2,يعمل بشركة مساهمة ليبية
58,4,1,3,يعمل بشركة مشتركة عامة
58,4,1,4,يعمل بشركة أجنبية
58,4,2,0,اسم المحلات
58,4,2,1,Employees in government
58,4,2,2,Employees in Establishment
58,4,2,3,Employees in Libyan
58,4,2,4,Employees in general mixed
58,4,2,5,Employees in foreign company
58,4,3,0,belongs to community
58,4,3,1,contribution company
58,4,3,2,company
58,4,4,0,ذكور male
58,4,4,1,إناث female
58,4,4,2,المجموع total
58,4,4,3,ذكور male
58,4,4,4,إناث female
58,4,4,5,المجموع total
58,4,4,6,ذكور male
58,4,4,7,إناث female
58,4,4,8,المجموع total
58,4,4,9,ذكور male
58,4,4,10,إناث female
58,4,4,11,المجموع total
58,4,4,12,ذكور male
58,4,4,13,إناث female
58,4,4,14,المجموع total
58,5,0,0,الحالة العملية Employment Status
58,5,1,0,يعمل بشركة مشتركة خاصة
58,5,1,1,يعمل لدى الغير
58,5,1,2,يعمل لحسابه ومعه آخرون
58,5,1,3,يعمل بمفرده
58,5,1,4,يعمل لدى أسرته
58,5,2,0,اسم المحلات
58,5,2,1,Employees privet mixed
58,5,3,0,company
58,5,3,1,Worker with other
58,5,3,2,Self Employed with others
58,5,3,3,Employer
58,5,3,4,Family worker
58,5,4,0,ذكور male
58,5,4,1,إناث female
58,5,4,2,المجموع total
58,5,4,3,ذكور male
58,5,4,4,إناث female
58,5,4,5,المجموع total
58,5,4,6,ذكور male
58,5,4,7,إناث female
58,5,4,8,المجموع total
58,5,4,9,ذكور male
58,5,4,10,إناث female
58,5,4,11,المجموع total
58,5,4,12,ذكور male
58,5,4,13,إناث female
58,5,4,14,المجموع total
58,6,0,0,الحالة العملية Employment Status
58,6,0,1,المجموع الكلى
58,6,1,0,يعمل بالقطاع التعاونى
58,6,1,1,متعطل و سبق له العمل
58,6,1,2,متعطل ولم يسبق له العمل
58,6,2,0,اسم المحلات
58,6,2,1,employees in Co-operative
58,6,2,2,Seeking work with previous
58,6,3,0,sector
58,6,3,1,work
58,6,3,2,Seeking work for the first time
58,6,3,3,Grand total
58,6,4,0,ذكور male
58,6,4,1,إناث female
58,6,4,2,المجموع total
58,6,4,3,ذكور male
58,6,4,4,إناث female
58,6,4,5,المجموع total
58,6,4,6,ذكور male
58,6,4,7,إناث female
58,6,4,8,المجموع total
58,6,4,9,ذكور male
58,6,4,10,إناث female
58,6,4,11,المجموع total
58,7,0,0,الحالة العملية Employment Status
58,7,1,0,يعمل بالجهاز الإداري
58,7,1,1,يعمل بمنشأة مملوكة للمجتمع
58,7,1,2,يعمل بشركة مساهمة ليبية
58,7,1,3,يعمل بشركة مشتركة عامة
58,7,1,4,يعمل بشركة أجنبية
58,7,2,0,اسم المحلات
58,7,2,1,Employees in government
58,7,2,2,Employees in Establishment
58,7,2,3,Employees in Libyan
58,7,2,4,Employees in general mixed
58,7,2,5,Employees in foreign company
58,7,3,0,belongs to community
58,7,3,1,contribution company
58,7,3,2,company
58,7,4,0,ذكور male
58,7,4,1,إناث female
58,7,4,2,المجموع total
58,7,4,3,ذكور male
58,7,4,4,إناث female
58,7,4,5,المجموع total
58,7,4,6,ذكور male
58,7,4,7,إناث female
58,7,4,8,المجموع total
58,7,4,9,ذكور male
58,7,4,10,إناث female
58,7,4,11,المجموع total
58,7,4,12,ذكور male
58,7,4,13,إناث female
58,7,4,14,المجموع total
58,8,0,0,الحالة العملية Employment Status
58,8,1,0,يعمل بشركة مشتركة خاصة
58,8,1,1,يعمل لدى الغير
58,8,1,2,يعمل لحسابه ومعه آخرون
58,8,1,3,يعمل بمفرده
58,8,1,4,يعمل لدى أسرته
58,8,2,0,اسم المحلات
58,8,2,1,Employees privet mixed
58,8,2,2,Worker with other
58,8,2,3,Self Employed with others
58,8,2,4,Employer
58,8,2,5,Family worker
58,8,3,0,company
58,8,4,0,ذكور male
58,8,4,1,إناث female
58,8,4,2,المجموع total
58,8,4,3,ذكور male
58,8,4,4,إناث female
58,8,4,5,المجموع total
58,8,4,6,ذكور male
58,8,4,7,إناث female
58,8,4,8,المجموع total
58,8,4,9,ذكور male
58,8,4,10,إناث female
58,8,4,11,المجموع total
58,8,4,12,ذكور male
58,8,4,13,إناث female
58,8,4,14,المجموع total
58,9,0,0,الحالة العملية Employment Status
58,9,0,1,المجموع الكلى
58,9,1,0,يعمل بالقطاع التعاونى
58,9,1,1,متعطل و سبق له العمل
58,9,1,2,متعطل ولم يسبق له العمل
58,9,2,0,اسم المحلات
58,9,2,1,employees in Co-operative
58,9,2,2,Seeking work with previous
58,9,2,3,Seeking work for the first time
58,9,2,4,Grand total
58,9,3,0,sector
58,9,3,1,work
58,9,4,0,ذكور male
58,9,4,1,إناث female
58,9,4,2,المجموع total
58,9,4,3,ذكور male
58,9,4,4,إناث female
58,9,4,5,المجموع total
58,9,4,6,ذكور male
58,9,4,7,إناث female
58,9,4,8,المجموع total
58,9,4,9,ذكور male
58,9,4,10,إناث female
58,9,4,11,المجموع total
59,1,0,0,الحالة العملية Employment Status
59,1,1,0,يعمل بالجهاز الإداري
59,1,1,1,يعمل بمنشأة مملوكة للمجتمع
59,1,1,2,يعمل بشركة مساهمة ليبية
59,1,1,3,يعمل بشركة مشتركة عامة
59,1,1,4,يعمل بشركة أجنبية
59,1,2,0,فئات العمر
59,1,2,1,mployees in government
59,1,2,2,Employees in Establishment
59,1,2,3,Employees in Libyan
59,1,2,4,Employees in general mixed
59,1,2,5,Employees in foreign company
59,1,3,0,Age groups
59,1,3,1,belongs to community
59,1,3,2,contribution company
59,1,3,3,company
59,1,4,0,ذكور
59,1,4,1,إناث female
59,1,4,2,المجموع
59,1,4,3,ذكور
59,1,4,4,إناث female
59,1,4,5,المجموع
59,1,4,6,ذكور
59,1,4,7,إناث female
59,1,4,8,المجموع
59,1,4,9,ذكور
59,1,4,10,إناث female
59,1,4,11,المجموع
59,1,4,12,ذكور
59,1,4,13,إناث female
59,1,4,14,المجموع
59,1,5,0,male
59,1,5,1,total
59,1,5,2,male
59,1,5,3,total
59,1,5,4,male
59,1,5,5,total
59,1,5,6,male
59,1,5,7,total
59,1,5,8,male
59,1,5,9,total
59,2,0,0,الحالة العملية Employment Status
59,2,1,0,فئات العمر
59,2,1,1,يعمل بشركة مشتركة خاصة
59,2,1,2,يعمل لدى الغير
59,2,1,3,يعمل لحسابه ومعه آخرون
59,2,1,4,Self
59,2,1,5,يعمل لدى أسرته
59,2,2,0,Age groups
59,2,2,1,Employees privet mixed
59,2,2,2,Worker with other
59,2,2,3,Employed with others
59,2,2,4,يعمل بمفرده Employer
59,2,2,5,Family worker
59,2,3,0,company
59,2,4,0,ذكور
59,2,4,1,إناث female
59,2,4,2,المجموع
59,2,4,3,ذكور
59,2,4,4,إناث female
59,2,4,5,المجموع
59,2,4,6,ذكور
59,2,4,7,إناث female
59,2,4,8,المجموع
59,2,4,9,ذكور
59,2,4,10,إناث female
59,2,4,11,المجموع
59,2,4,12,ذكور
59,2,4,13,إناث female
59,2,4,14,المجموع
59,2,5,0,male
59,2,5,1,total
59,2,5,2,male
59,2,5,3,total
59,2,5,4,male
59,2,5,5,total
59,2,5,6,male
59,2,5,7,total
59,2,5,8,male
59,2,5,9,total
59,3,0,0,الحالة العملية Employment Status
59,3,1,0,المجموع الكلى
59,3,1,1,Grand
59,3,2,0,فئات العمر
59,3,2,1,يعمل بالقطاع التعاونى employees in
59,3,2,2,يبحث عن عمل و سبق له العمل Seeking
59,3,2,3,يبحث عن عمل لأول مرة Seeking work
59,3,2,4,total
59,3,3,0,Age groups
59,3,3,1,Co-operative sector
59,3,3,2,work with previous work
59,3,3,3,for the first time
59,3,3,4,غير مبين unspecified
59,3,4,0,ذكور
59,3,4,1,إناث female
59,3,4,2,المجموع
59,3,4,3,ذكور
59,3,4,4,إناث female
59,3,4,5,المجموع
59,3,4,6,ذكور
59,3,4,7,إناث female
59,3,4,8,المجموع
59,3,4,9,ذكور
59,3,4,10,إناث female
59,3,4,11,المجموع
59,3,4,12,ذكور
59,3,4,13,إناث female
59,3,4,14,المجموع
59,3,5,0,male
59,3,5,1,total
59,3,5,2,male
59,3,5,3,total
59,3,5,4,male
59,3,5,5,total
59,3,5,6,male
59,3,5,7,total
59,3,5,8,male
59,3,5,9,total
59,4,0,0,الحالة العملية
59,4,0,1,Employment Status
59,4,1,0,يبحث عن عمل لأول مرة
59,4,1,1,غير مبين
59,4,1,2,المجموع الكلي
59,4,2,0,الحالة التعليمية
59,4,2,1,Seeking work for the first time
59,4,2,2,unspecified
59,4,2,3,Grand Total
59,4,2,4,Education Status
59,4,3,0,ذكور male
59,4,3,1,إناث
59,4,3,2,المجموع total
59,4,3,3,ذكور male
59,4,3,4,إناث
59,4,3,5,المجموع total
59,4,3,6,ذكور male
59,4,3,7,إناث
59,4,3,8,المجموع total
59,4,4,0,female
59,4,4,1,female
59,4,4,2,female
60,1,0,0,الحالة العملية Employment Status
60,1,1,0,يعمل بالجهاز الإداري
60,1,1,1,يعمل بمنشأة مملوكة للمجتمع
60,1,1,2,يعمل بشركة مساهمة ليبية
60,1,1,3,يعمل بشركة مشتركة عامة
60,1,1,4,يعمل بشركة أجنبية
60,1,2,0,فئات العمر
60,1,2,1,Employees in government
60,1,2,2,Employees in Establishment
60,1,2,3,Employees in Libyan
60,1,2,4,Employees in general mixed
60,1,2,5,Employees in foreign company
60,1,3,0,Age groups
60,1,3,1,belongs to community
60,1,3,2,contribution company
60,1,3,3,company
60,1,4,0,ذكور
60,1,4,1,إناث female
60,1,4,2,المجموع
60,1,4,3,ذكور
60,1,4,4,إناث female
60,1,4,5,المجموع
60,1,4,6,ذكور
60,1,4,7,إناث female
60,1,4,8,المجموع
60,1,4,9,ذكور
60,1,4,10,إناث female
60,1,4,11,المجموع
60,1,4,12,ذكور
60,1,4,13,إناث female
60,1,4,14,المجموع
60,1,5,0,male
60,1,5,1,total
60,1,5,2,male
60,1,5,3,total
60,1,5,4,male
60,1,5,5,total
60,1,5,6,male
60,1,5,7,total
60,1,5,8,male
60,1,5,9,total
60,2,0,0,الحالة العملية Employment Status
60,2,1,0,فئات العمر
60,2,1,1,يعمل بشركة مشتركة خاصة Employees
60,2,1,2,يعمل لدى الغير
60,2,1,3,يعمل لحسابه ومعه آخرون
60,2,1,4,Self
60,2,1,5,يعمل بمفرده Employer
60,2,1,6,يعمل لدى أسرته
60,2,2,0,Age groups
60,2,2,1,privt mixed company
60,2,2,2,Worker with other
60,2,2,3,Employed with others
60,2,2,4,Family worker
60,2,3,0,ذكور
60,2,3,1,إناث female
60,2,3,2,المجموع
60,2,3,3,ذكور
60,2,3,4,إناث female
60,2,3,5,المجموع
60,2,3,6,ذكور
60,2,3,7,إناث female
60,2,3,8,المجموع
60,2,3,9,ذكور
60,2,3,10,إناث female
60,2,3,11,المجموع
60,2,3,12,ذكور
60,2,3,13,إناث female
60,2,3,14,المجموع
60,2,4,0,male
60,2,4,1,total
60,2,4,2,male
60,2,4,3,total
60,2,4,4,male
60,2,4,5,total
60,2,4,6,male
60,2,4,7,total
60,2,4,8,male
60,2,4,9,total
60,3,0,0,الحالة العملية Employment Status
60,3,1,0,يعمل بالقطاع التعاونى
60,3,1,1,المجموع الكلى
60,3,2,0,فئات العمر
60,3,2,1,يبحث عن عمل و سبق له العمل Seeking
60,3,2,2,يبحث عن عمل لأول مرة
60,3,2,3,Grand total
60,3,3,0,employees in Co-operative
60,3,3,1,work with previous work
60,3,3,2,Seeking work for the first time
60,3,3,3,غير مبين unspecified
60,3,4,0,Age groups
60,3,4,1,sector
60,3,5,0,ذكور
60,3,5,1,إناث female
60,3,5,2,المجموع
60,3,5,3,ذكور
60,3,5,4,إناث female
60,3,5,5,المجموع
60,3,5,6,ذكور
60,3,5,7,إناث female
60,3,5,8,المجموع
60,3,5,9,ذكور
60,3,5,10,إناث female
60,3,5,11,المجموع
60,3,5,12,ذكور
60,3,5,13,إناث female
60,3,5,14,المجموع
60,3,6,0,male
60,3,6,1,total
60,3,6,2,male
60,3,6,3,total
60,3,6,4,male
60,3,6,5,total
60,3,6,6,male
60,3,6,7,total
60,3,6,8,male
60,3,6,9,total
60,4,0,0,الحالة العملية
60,4,0,1,Employment Status
60,4,1,0,يبحث عن عمل لأول مرة
60,4,1,1,غير مبين
60,4,1,2,المجموع الكلي
60,4,2,0,الحالة التعليمية
60,4,2,1,Seeking work for the first time
60,4,2,2,unspecified
60,4,2,3,Grand Total
60,4,2,4,Education Status
60,4,3,0,ذكور male
60,4,3,1,إناث female المجموع total
60,4,3,2,ذكور male
60,4,3,3,إناث female المجموع total
60,4,3,4,ذكور male
60,4,3,5,إناث female المجموع total
61,1,0,0,الحالة العملية Employment Status
61,1,1,0,يعمل بالجهاز الإداري
61,1,1,1,يعمل بمنشأة مملوكة للمجتمع
61,1,1,2,يعمل بشركة مساهمة ليبية
61,1,1,3,يعمل بشركة مشتركة عامة
61,1,2,0,الحالة التعليمية
61,1,2,1,Employees in government
61,1,2,2,Employees in Establishment
61,1,2,3,Employees in Libyan
61,1,2,4,Employees in general mixed
61,1,2,5,Education Status
61,1,3,0,belongs to community
61,1,3,1,contribution company
61,1,3,2,company
61,1,4,0,ذكور
61,1,4,1,إناث
61,1,4,2,المجموع
61,1,4,3,ذكور
61,1,4,4,إناث
61,1,4,5,المجموع
61,1,4,6,ذكور
61,1,4,7,إناث
61,1,4,8,المجموع
61,1,4,9,ذكور
61,1,4,10,إناث
61,1,4,11,المجموع
61,1,5,0,male
61,1,5,1,female
61,1,5,2,total
61,1,5,3,male
61,1,5,4,female
61,1,5,5,total
61,1,5,6,male
61,1,5,7,female
61,1,5,8,total
61,1,5,9,male
61,1,5,10,female
61,1,5,11,total
61,2,0,0,الحالة العملية Employment Status
61,2,1,0,يعمل بشركة اجنبية
61,2,1,1,يعمل بشركة مشتركة خاصة
61,2,1,2,يعمل لدى الغير
61,2,1,3,يعمل لحسابه ومعه آخرون
61,2,2,0,الحالة التعليمية
61,2,2,1,Employees privet mixed
61,2,2,2,Education Status
61,2,3,0,Employees in forign company
61,2,3,1,company
61,2,3,2,Worker with other
61,2,3,3,Self Employed with others
61,2,4,0,ذكور
61,2,4,1,إناث
61,2,4,2,المجموع
61,2,4,3,ذكور
61,2,4,4,إناث
61,2,4,5,المجموع
61,2,4,6,ذكور
61,2,4,7,إناث
61,2,4,8,المجموع
61,2,4,9,ذكور
61,2,4,10,إناث
61,2,4,11,المجموع
61,2,5,0,male
61,2,5,1,female
61,2,5,2,total
61,2,5,3,male
61,2,5,4,female
61,2,5,5,total
61,2,5,6,male
61,2,5,7,female
61,2,5,8,total
61,2,5,9,male
61,2,5,10,female
61,2,5,11,total
61,3,0,0,الحالة العملية Employment Status
61,3,1,0,يعمل بمفرده
61,3,1,1,يعمل لدى أسرته
61,3,1,2,يعمل بالقطاع التعاونى
61,3,1,3,يبحث عن عمل و سبق له العمل
61,3,2,0,الحالة التعليمية
61,3,2,1,employees in Co-operative
61,3,2,2,Seeking work with previous
61,3,2,3,Education Status
61,3,3,0,Employer
61,3,3,1,Family worker
61,3,3,2,sector
61,3,3,3,work
61,3,4,0,ذكور
61,3,4,1,إناث
61,3,4,2,المجموع
61,3,4,3,ذكور
61,3,4,4,إناث
61,3,4,5,المجموع
61,3,4,6,ذكور
61,3,4,7,إناث
61,3,4,8,المجموع
61,3,4,9,ذكور
61,3,4,10,إناث
61,3,4,11,المجموع
61,3,5,0,male
61,3,5,1,female
61,3,5,2,total
61,3,5,3,male
61,3,5,4,female
61,3,5,5,total
61,3,5,6,male
61,3,5,7,female
61,3,5,8,total
61,3,5,9,male
61,3,5,10,female
61,3,5,11,total
61,4,0,0,الحالة العملية Employment Status
61,4,1,0,يبحث عن عمل لأول مرة
61,4,1,1,غير مبين
61,4,1,2,المجموع الكلي
61,4,2,0,الحالة التعليمية
61,4,2,1,Seeking work for the first time
61,4,2,2,unspecified
61,4,2,3,Grand Total
61,4,2,4,Education Status
61,4,3,0,ذكور
61,4,3,1,إناث
61,4,3,2,المجموع
61,4,3,3,ذكور
61,4,3,4,إناث
61,4,3,5,المجموع
61,4,3,6,ذكور
61,4,3,7,إناث
61,4,3,8,المجموع
61,4,4,0,male
61,4,4,1,female
61,4,4,2,total
61,4,4,3,male
61,4,4,4,female
61,4,4,5,total
61,4,4,6,male
61,4,4,7,female
61,4,4,8,total
62,1,0,0,الحالة العملية Employment Status
62,1,1,0,يعمل بالجهاز الإداري
62,1,1,1,يعمل بمنشأة مملوكة للمجتمع
62,1,1,2,يعمل بشركة مساهمة ليبية
62,1,1,3,يعمل بشركة مشتركة عامة
62,1,2,0,الحالة التعليمية
62,1,2,1,Employees in government
62,1,2,2,Employees in Establishment
62,1,2,3,Employees in Libyan
62,1,2,4,Employees in general mixed
62,1,2,5,Education Status
62,1,3,0,belongs to community
62,1,3,1,contribution company
62,1,3,2,company
62,1,4,0,ذكور
62,1,4,1,إناث
62,1,4,2,المجموع
62,1,4,3,ذكور
62,1,4,4,إناث
62,1,4,5,المجموع
62,1,4,6,ذكور
62,1,4,7,إناث
62,1,4,8,المجموع
62,1,4,9,ذكور
62,1,4,10,إناث
62,1,4,11,المجموع
62,1,5,0,male
62,1,5,1,female
62,1,5,2,total
62,1,5,3,male
62,1,5,4,female
62,1,5,5,total
62,1,5,6,male
62,1,5,7,female
62,1,5,8,total
62,1,5,9,male
62,1,5,10,female
62,1,5,11,total
62,2,0,0,الحالة العملية Employment Status
62,2,1,0,يعمل بشركة اجنبية
62,2,1,1,يعمل بشركة مشتركة خاصة
62,2,1,2,يعمل لدى الغير
62,2,1,3,يعمل لحسابه ومعه آخرون
62,2,2,0,الحالة التعليمية
62,2,2,1,Employees in forign company
62,2,2,2,Employees privet mixed
62,2,2,3,Worker with other
62,2,2,4,Self Employed with others
62,2,2,5,Education Status
62,2,3,0,company
62,2,4,0,ذكور
62,2,4,1,إناث
62,2,4,2,المجموع
62,2,4,3,ذكور
62,2,4,4,إناث
