year,month,date,group_code,group_name,index,weight,base_year,base_year_source,has_conflict,mom_change_pct,annual_average,family,source_document,source_sha256
2016,11,2016-11,02,Tobacco,293.7,0.7,2008.0,stated,0,,278.5,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2016,11,2016-11,06,Health,252.1,4.1,2008.0,stated,0,,230.3,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2016,11,2016-11,07,Transport,164.2,8.1,2008.0,stated,0,,159.7,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2016,11,2016-11,08,Communication,75.2,2.7,2008.0,stated,0,,75.3,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2016,11,2016-11,10,Education,237.4,4.0,2008.0,stated,0,,192.1,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2016,12,2016-12,00,General Index,207.3,100.0,2008.0,stated,0,,189.8,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2016,12,2016-12,02,Tobacco,293.7,0.7,2008.0,stated,0,,278.5,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2016,12,2016-12,06,Health,253.7,4.1,2008.0,stated,0,,230.3,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2016,12,2016-12,07,Transport,166.8,8.1,2008.0,stated,0,,159.7,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2016,12,2016-12,08,Communication,75.7,2.7,2008.0,stated,0,,75.3,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2016,12,2016-12,10,Education,241.1,4.0,2008.0,stated,0,,192.1,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,1,2017-01,00,General Index,212.5,100.0,2008.0,stated,0,,238.7,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,1,2017-01,02,Tobacco,293.7,0.7,2008.0,stated,0,,304.8,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,1,2017-01,06,Health,256.7,4.1,2008.0,stated,0,,278.3,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,1,2017-01,07,Transport,168.9,8.1,2008.0,stated,0,,178.5,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,1,2017-01,08,Communication,75.7,2.7,2008.0,stated,0,,79.7,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,1,2017-01,10,Education,243.8,4.0,2008.0,stated,0,,256.5,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,2,2017-02,00,General Index,216.9,100.0,2008.0,stated,0,,238.7,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,2,2017-02,02,Tobacco,293.7,0.7,2008.0,stated,0,,304.8,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,2,2017-02,06,Health,258.5,4.1,2008.0,stated,0,,278.3,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,2,2017-02,07,Transport,170.8,8.1,2008.0,stated,0,,178.5,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,2,2017-02,08,Communication,76.2,2.7,2008.0,stated,0,,79.7,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,2,2017-02,10,Education,245.1,4.0,2008.0,stated,0,,256.5,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,3,2017-03,00,General Index,227.6,100.0,2008.0,stated,0,,238.7,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,3,2017-03,02,Tobacco,293.7,0.7,2008.0,stated,0,,304.8,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,3,2017-03,06,Health,268.5,4.1,2008.0,stated,0,,278.3,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,3,2017-03,07,Transport,171.6,8.1,2008.0,stated,0,,178.5,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,3,2017-03,08,Communication,76.6,2.7,2008.0,stated,0,,79.7,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,3,2017-03,10,Education,247.0,4.0,2008.0,stated,0,,256.5,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,4,2017-04,00,General Index,232.0,100.0,2008.0,stated,0,,238.7,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,4,2017-04,02,Tobacco,293.7,0.7,2008.0,stated,0,,304.8,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,4,2017-04,06,Health,274.4,4.1,2008.0,stated,0,,278.3,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,4,2017-04,07,Transport,174.0,8.1,2008.0,stated,0,,178.5,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,4,2017-04,08,Communication,77.6,2.7,2008.0,stated,0,,79.7,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,4,2017-04,10,Education,250.2,4.0,2008.0,stated,0,,256.5,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,5,2017-05,00,General Index,236.5,100.0,2008.0,stated,0,,238.7,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,5,2017-05,02,Tobacco,296.4,0.7,2008.0,stated,0,,304.8,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,5,2017-05,06,Health,277.5,4.1,2008.0,stated,0,,278.3,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,5,2017-05,07,Transport,175.7,8.1,2008.0,stated,0,,178.5,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,5,2017-05,08,Communication,78.5,2.7,2008.0,stated,0,,79.7,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,5,2017-05,10,Education,252.8,4.0,2008.0,stated,0,,256.5,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,6,2017-06,00,General Index,236.7,100.0,2008.0,stated,0,,238.7,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,6,2017-06,02,Tobacco,305.4,0.7,2008.0,stated,0,,304.8,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,6,2017-06,06,Health,281.2,4.1,2008.0,stated,0,,278.3,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,6,2017-06,07,Transport,177.7,8.1,2008.0,stated,0,,178.5,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,6,2017-06,08,Communication,79.7,2.7,2008.0,stated,0,,79.7,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,6,2017-06,10,Education,254.2,4.0,2008.0,stated,0,,256.5,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,7,2017-07,00,General Index,238.4,100.0,2008.0,stated,0,,238.7,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,7,2017-07,02,Tobacco,308.1,0.7,2008.0,stated,0,,304.8,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,7,2017-07,06,Health,282.6,4.1,2008.0,stated,0,,278.3,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,7,2017-07,07,Transport,179.2,8.1,2008.0,stated,0,,178.5,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,7,2017-07,08,Communication,80.1,2.7,2008.0,stated,0,,79.7,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,7,2017-07,10,Education,257.3,4.0,2008.0,stated,0,,256.5,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,8,2017-08,00,General Index,244.0,100.0,2008.0,stated,0,,238.7,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,8,2017-08,02,Tobacco,308.1,0.7,2008.0,stated,0,,304.8,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,8,2017-08,06,Health,284.6,4.1,2008.0,stated,0,,278.3,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,8,2017-08,07,Transport,182.2,8.1,2008.0,stated,0,,178.5,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,8,2017-08,08,Communication,81.3,2.7,2008.0,stated,0,,79.7,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,8,2017-08,10,Education,260.7,4.0,2008.0,stated,0,,256.5,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,9,2017-09,00,General Index,243.8,100.0,2008.0,stated,0,,238.7,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,9,2017-09,02,Tobacco,313.7,0.7,2008.0,stated,0,,304.8,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,9,2017-09,06,Health,286.5,4.1,2008.0,stated,0,,278.3,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,9,2017-09,07,Transport,183.4,8.1,2008.0,stated,0,,178.5,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,9,2017-09,08,Communication,81.6,2.7,2008.0,stated,0,,79.7,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,9,2017-09,10,Education,262.6,4.0,2008.0,stated,0,,256.5,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,10,2017-10,00,General Index,250.7,100.0,2008.0,stated,0,,238.7,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,10,2017-10,02,Tobacco,315.6,0.7,2008.0,stated,0,,304.8,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,10,2017-10,06,Health,287.7,4.1,2008.0,stated,0,,278.3,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,10,2017-10,07,Transport,184.6,8.1,2008.0,stated,0,,178.5,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,10,2017-10,08,Communication,82.2,2.7,2008.0,stated,0,,79.7,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,10,2017-10,10,Education,265.2,4.0,2008.0,stated,0,,256.5,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,11,2017-11,00,General Index,260.4,100.0,2008.0,stated,0,,238.7,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,11,2017-11,02,Tobacco,315.6,0.7,2008.0,stated,0,,304.8,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,11,2017-11,06,Health,289.8,4.1,2008.0,stated,0,,278.3,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,11,2017-11,07,Transport,186.4,8.1,2008.0,stated,0,,178.5,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,11,2017-11,08,Communication,83.3,2.7,2008.0,stated,0,,79.7,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,11,2017-11,10,Education,268.3,4.0,2008.0,stated,0,,256.5,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,12,2017-12,00,General Index,265.3,100.0,2008.0,stated,0,,238.7,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,12,2017-12,02,Tobacco,320.3,0.7,2008.0,stated,0,,304.8,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,12,2017-12,06,Health,292.2,4.1,2008.0,stated,0,,278.3,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,12,2017-12,07,Transport,187.7,8.1,2008.0,stated,0,,178.5,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,12,2017-12,08,Communication,83.8,2.7,2008.0,stated,0,,79.7,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2017,12,2017-12,10,Education,270.4,4.0,2008.0,stated,0,,256.5,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2018,1,2018-01,00,General Index,272.1,100.0,2008.0,stated,0,,270.2,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2018,1,2018-01,02,Tobacco,345.0,0.7,2008.0,stated,0,,334.0,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2018,1,2018-01,06,Health,290.0,4.1,2008.0,stated,0,,298.1,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2018,1,2018-01,07,Transport,188.2,8.1,2008.0,stated,0,,187.6,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2018,1,2018-01,08,Communication,81.6,2.7,2008.0,stated,0,,82.0,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2018,1,2018-01,10,Education,331.1,4.0,2008.0,stated,0,,333.2,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2018,2,2018-02,00,General Index,263.9,100.0,2008.0,stated,0,,270.2,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2018,2,2018-02,02,Tobacco,345.0,0.7,2008.0,stated,0,,334.0,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2018,2,2018-02,06,Health,291.6,4.1,2008.0,stated,0,,298.1,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2018,2,2018-02,07,Transport,188.2,8.1,2008.0,stated,0,,187.6,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2018,2,2018-02,08,Communication,81.2,2.7,2008.0,stated,0,,82.0,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2018,2,2018-02,10,Education,331.1,4.0,2008.0,stated,0,,333.2,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2018,3,2018-03,00,General Index,266.1,100.0,2008.0,stated,0,,270.2,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2018,3,2018-03,02,Tobacco,345.0,0.7,2008.0,stated,0,,334.0,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2018,3,2018-03,06,Health,291.5,4.1,2008.0,stated,0,,298.1,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2018,3,2018-03,07,Transport,187.9,8.1,2008.0,stated,0,,187.6,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2018,3,2018-03,08,Communication,80.6,2.7,2008.0,stated,0,,82.0,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2018,3,2018-03,10,Education,331.1,4.0,2008.0,stated,0,,333.2,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2018,4,2018-04,00,General Index,265.2,100.0,2008.0,stated,0,,270.2,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2018,4,2018-04,02,Tobacco,345.0,0.7,2008.0,stated,0,,334.0,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2018,4,2018-04,06,Health,293.1,4.1,2008.0,stated,0,,298.1,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2018,4,2018-04,07,Transport,188.2,8.1,2008.0,stated,0,,187.6,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2018,4,2018-04,08,Communication,81.0,2.7,2008.0,stated,0,,82.0,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
2018,4,2018-04,10,Education,320.3,4.0,2008.0,stated,0,,333.2,A,الأرقام-القياسية-الشهرية-لأسعار-المستهلك-لسنة-2015م-2019م.pdf,71c26f7616a31d2427d3687fca18c23afff7dea2a9c60365863656d8ec8eb9e4
