period_end,rank,category,value_usd,sector,section_seq,source_section_label
2025-08-31,11,Al Masdar Exchange Services Company,463000.0,unspecified,1,Foreign Transfers - Salaries
2025-08-31,12,Islamic Finance Bank,428786.0,unspecified,1,Foreign Transfers - Salaries
2025-08-31,13,Arab Islamic Investment Bank banking services,400000.0,unspecified,1,Foreign Transfers - Salaries
2025-08-31,14,Alaman Bank for Trade and Investment,303444.0,unspecified,1,Foreign Transfers - Salaries
2025-08-31,15,National Commercial Leasing Company,166315.0,unspecified,1,Foreign Transfers - Salaries
2025-08-31,1,Egypt,20505407.0,unspecified,1,Foreign Transfers - Salaries
2025-08-31,2,Türkiye,14649366.0,unspecified,1,Foreign Transfers - Salaries
2025-08-31,3,United States,4400000.0,unspecified,1,Foreign Transfers - Salaries
2025-08-31,4,Jordan,3639482.0,unspecified,1,Foreign Transfers - Salaries
2025-08-31,5,Morocco,2956103.0,unspecified,1,Foreign Transfers - Salaries
2025-08-31,6,Lebanon,2719242.0,unspecified,1,Foreign Transfers - Salaries
2025-08-31,7,United Arab Emirates,1602250.0,unspecified,1,Foreign Transfers - Salaries
2025-08-31,8,Tunisia,1355382.0,unspecified,1,Foreign Transfers - Salaries
2025-08-31,9,United Kingdom,755000.0,unspecified,1,Foreign Transfers - Salaries
2025-08-31,10,Switzerland,750000.0,unspecified,1,Foreign Transfers - Salaries
2025-08-31,11,Belgium,420577.0,unspecified,1,Foreign Transfers - Salaries
2025-08-31,12,France,303444.0,unspecified,1,Foreign Transfers - Salaries
2025-08-31,13,Ireland,193368.0,unspecified,1,Foreign Transfers - Salaries
2025-08-31,14,Philippines,100185.0,unspecified,1,Foreign Transfers - Salaries
2025-08-31,15,Ukraine,74282.0,unspecified,1,Foreign Transfers - Salaries
2025-08-31,16,India,47870.0,unspecified,1,Foreign Transfers - Salaries
2025-08-31,17,Uzbekistan,29800.0,unspecified,1,Foreign Transfers - Salaries
2025-08-31,18,Slovakia,29687.0,unspecified,1,Foreign Transfers - Salaries
2025-08-31,19,Bangladesh,15785.0,unspecified,1,Foreign Transfers - Salaries
2025-08-31,20,Bahrain,9897.0,unspecified,1,Foreign Transfers - Salaries
2025-08-31,21,Poland,7585.0,unspecified,1,Foreign Transfers - Salaries
2025-08-31,22,Pakistan,7200.0,unspecified,1,Foreign Transfers - Salaries
2025-08-31,23,Germany,5429.0,unspecified,1,Foreign Transfers - Salaries
2025-08-31,24,Romania,4940.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,1,Egypt Air Company,17874024.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,2,Turkish Airlines Air Transport Company,11958804.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,3,Sahara Bank,4035617.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,4,Al Andalus Bank Company,4000000.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,5,Wahda Bank,1229644.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,6,Daman Islamic Bank,1064202.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,7,Mediterranean Bank,755000.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,8,Al Masdar Exchange Services Company,463000.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,9,(42) Salary transfers for foreigners,459563.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,10,Islamic Finance Bank,428786.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,11,Arab Islamic Investment Bank Banking,400000.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,12,Alaman Bank for Trade and Investment,303444.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,13,Commercial Leasing Company National,166315.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,1,Egypt,18272661.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,2,Türkiye,11977704.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,3,United States,4400000.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,4,Lebanon,2719242.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,5,United Arab Emirates,1602250.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,6,Tunisia,1355382.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,7,United Kingdom,755000.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,8,Switzerland,750000.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,9,Belgium,420577.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,10,France,303444.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,11,Ireland,193368.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,12,Philippines,100185.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,13,Ukraine,74282.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,14,India,46630.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,15,Morocco,30751.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,16,Uzbekistan,29800.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,17,Slovakia,29687.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,18,Jordan,26600.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,19,Bangladesh,15785.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,20,Bahrain,9897.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,21,Poland,7585.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,22,Pakistan,7200.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,23,Germany,5429.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,24,Romania,4940.0,unspecified,1,Foreign Transfers - Salaries
2025-07-31,1,Egypt Air Company,17874024.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,2,Turkish Airlines Air Transport Company,11958804.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,3,Sahara Bank,4035617.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,4,Al Andalus Bank Company,4000000.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,5,Wahda Bank,1229644.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,6,Daman Islamic Bank,1064202.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,7,Mediterranean Bank,755000.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,8,Al Masdar Exchange Services Company,463000.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,9,(42) Salary transfers for foreigners,459563.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,10,Islamic Finance Bank,428786.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,11,Arab Islamic Investment Bank Banking,400000.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,12,Alaman Bank for Trade and Investment,303444.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,13,National Commercial Leasing Company,166315.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,1,Egypt,18272661.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,2,Türkiye,11977704.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,3,United States,4400000.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,4,Lebanon,2719242.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,5,United Arab Emirates,1602250.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,6,Tunisia,1355382.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,7,United Kingdom,755000.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,8,Switzerland,750000.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,9,Belgium,420577.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,10,France,303444.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,11,Ireland,193368.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,12,Philippines,100185.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,13,Ukraine,74282.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,14,India,46630.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,15,Morocco,30751.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,16,Uzbekistan,29800.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,17,Slovakia,29687.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,18,Jordan,26600.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,19,Bangladesh,15785.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,20,Bahrain,9897.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,21,Poland,7585.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,22,Pakistan,7200.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,23,Germany,5429.0,unspecified,2,Foreign Transfers - Salaries
2025-07-31,24,Romania,4940.0,unspecified,2,Foreign Transfers - Salaries
