mahalla_id,mahalla_ar,mahalla_key,shabiya_ar,shabiya_en,shabiya_gadm_name,shabiya_codab_pcode,name_unique_nationally,name_unique_in_shabiya,codab_place_pcode,codab_place_en,codab_place_ar,match_method,baladiya_2013,baladiya_source,census_persons_2006,census_households_2006
Murqub-058,سيدي عمير,سيديعمير,المرقب,Murqub,Al Marqab,LY0210,1,1,,,,unmatched,,not_established,6759,1078
Murqub-059,الخضراء,خضراء,المرقب,Murqub,Al Marqab,LY0210,0,1,,,,unmatched,,not_established,7772,1340
Al Wahat-001,الزحف الاخضر,زحفالاخضر,الواحات,Al Wahat,Al Wahat,LY0105,0,1,,,,unmatched,,not_established,28974,3952
Al Wahat-002,الفاتح,فاتح,الواحات,Al Wahat,Al Wahat,LY0105,1,1,,,,unmatched,,not_established,28985,3856
Al Wahat-003,الوحدة العربية,وحدهالعربيه,الواحات,Al Wahat,Al Wahat,LY0105,1,1,,,,unmatched,,not_established,27849,3888
Al Wahat-004,الثورة الشعبية,ثورهالشعبيه,الواحات,Al Wahat,Al Wahat,LY0105,0,1,,,,unmatched,,not_established,21756,3054
Al Wahat-005,سيدي فرج,سيديفرج,الواحات,Al Wahat,Al Wahat,LY0105,1,1,,,,unmatched,,not_established,143,34
Al Wahat-006,الزويتينة,زويتينه,الواحات,Al Wahat,Al Wahat,LY0105,1,1,,,,unmatched,,not_established,4654,711
Al Wahat-007,سلطان الجنوبي,سلطانالجنوبي,الواحات,Al Wahat,Al Wahat,LY0105,1,1,,,,unmatched,,not_established,2998,422
Al Wahat-008,سلطان الشمالية,سلطانالشماليه,الواحات,Al Wahat,Al Wahat,LY0105,1,1,,,,unmatched,,not_established,1006,167
Al Wahat-009,البريقة,بريقه,الواحات,Al Wahat,Al Wahat,LY0105,1,1,LY010506,Albrayga,البريقة,codab_gazetteer_same_shabiya,,not_established,2709,447
Al Wahat-010,المرسى,مرسي,الواحات,Al Wahat,Al Wahat,LY0105,0,1,,,,unmatched,,not_established,22841,3382
Al Wahat-011,بشر,بشر,الواحات,Al Wahat,Al Wahat,LY0105,1,1,,,,unmatched,,not_established,3389,450
Al Wahat-012,العقيلة,عقيله,الواحات,Al Wahat,Al Wahat,LY0105,1,1,,,,unmatched,,not_established,551,84
Al Wahat-013,مرادة,مراده,الواحات,Al Wahat,Al Wahat,LY0105,1,1,LY010505,Marada,مرادة,codab_gazetteer_same_shabiya,,not_established,2609,343
Al Wahat-014,السواني,سواني,الواحات,Al Wahat,Al Wahat,LY0105,0,1,,,,unmatched,,not_established,4037,782
Al Wahat-015,عبد الله بن السرح,عبداللهبنالسرح,الواحات,Al Wahat,Al Wahat,LY0105,1,1,,,,unmatched,,not_established,4184,761
Al Wahat-016,اجخرة,اجخره,الواحات,Al Wahat,Al Wahat,LY0105,1,1,LY010501,Ejkherra,إجخرة,codab_gazetteer_same_shabiya,,not_established,4076,658
Al Wahat-017,الشرف,شرف,الواحات,Al Wahat,Al Wahat,LY0105,0,1,,,,unmatched,,not_established,3647,704
Al Wahat-018,العرق,عرق,الواحات,Al Wahat,Al Wahat,LY0105,1,1,,,,unmatched,,not_established,6233,1293
Al Wahat-019,اللبة,لبه,الواحات,Al Wahat,Al Wahat,LY0105,1,1,,,,unmatched,,not_established,4706,995
Al Wahat-020,راشدة,راشده,الواحات,Al Wahat,Al Wahat,LY0105,1,1,,,,unmatched,,not_established,3808,831
Benghazi-001,الشابي,شابي,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,1071,219
Benghazi-002,اغربيل,اغربيل,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,9458,1908
Benghazi-003,سيدي سالم,سيديسالم,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,1189,270
Benghazi-004,الدراوي,دراوي,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,4365,898
Benghazi-005,بالخير,بالخير,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,236,54
Benghazi-006,الوحيشي,وحيشي,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,2235,493
Benghazi-007,اخربيش,اخربيش,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,5231,1037
Benghazi-008,بن عيسى,بنعيسي,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,1710,368
Benghazi-009,الشريف,شريف,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,2823,536
Benghazi-010,الجزيرة,جزيره,بنغازي,Benghazi,Benghazi,LY0103,0,1,,,,unmatched,,not_established,2533,575
Benghazi-011,سيدي حسين,سيديحسين,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,19754,3718
Benghazi-012,السلماني الغربي,سلمانيالغربي,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,55376,9820
Benghazi-013,الصابري الشرقي,صابريالشرقي,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,24356,4402
Benghazi-014,الصابري الغربي,صابريالغربي,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,21015,3884
Benghazi-015,داود البحرية,داودالبحريه,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,6423,1241
Benghazi-016,خالد بن وليد,خالدبنوليد,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,27246,5009
Benghazi-017,داودالغربي,داودالغربي,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,47292,8559
Benghazi-018,الفويهات الغربية,فويهاتالغربيه,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,12386,2296
Benghazi-019,بنغازي الجديدة,بنغازيالجديده,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,91895,14522
Benghazi-020,داود القبلي,داودالقبلي,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,36031,6731
Benghazi-021,الثورة الشعبية,ثورهالشعبيه,بنغازي,Benghazi,Benghazi,LY0103,0,1,,,,unmatched,,not_established,50259,8978
Benghazi-022,المختار,مختار,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,99120,15856
Benghazi-023,بنينة,بنينه,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,10760,1914
Benghazi-024,بو عطني,بوعطني,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,34253,5811
Benghazi-025,القوارشة,قوارشه,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,8730,1572
Benghazi-026,قاريونس,قاريونس,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,13898,2557
Benghazi-027,الفعكات,فعكات,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,3158,501
Benghazi-028,قنفودة,قنفوده,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,3625,725
Benghazi-029,تيكة,تيكه,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,1671,326
Benghazi-030,بو فاخرة,بوفاخره,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,2637,397
Benghazi-031,التربة,تربه,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,993,171
Benghazi-032,الكويفية,كويفيه,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,10666,1782
Benghazi-033,بو دزيرة,بودزيره,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,6972,1560
Benghazi-034,سيدي خليفة,سيديخليفه,بنغازي,Benghazi,Benghazi,LY0103,0,1,,,,unmatched,,not_established,7417,1251
Benghazi-035,دار العربيات,دارالعربيات,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,3134,586
Benghazi-036,النواقية,نواقيه,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,4180,1319
Benghazi-037,قمينس الشرقية,قمينسالشرقيه,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,4851,792
Benghazi-038,قمينس الغربية,قمينسالغربيه,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,2241,316
Benghazi-039,الحرز,حرز,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,4903,756
Benghazi-040,المقرون,مقرون,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,3214,480
Benghazi-041,كركورة,كركوره,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,849,146
Benghazi-042,شط البدين,شطالبدين,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,1584,245
Benghazi-043,الرقطة,رقطه,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,702,102
Benghazi-044,سلوق الشرقية,سلوقالشرقيه,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,3142,548
Benghazi-045,سلوق\الغربية,سلوق\الغربيه,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,6514,1035
Benghazi-046,عمر المختار,عمرالمختار,بنغازي,Benghazi,Benghazi,LY0103,0,1,,,,unmatched,,not_established,6603,1022
Benghazi-047,الطيلمون,طيلمون,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,609,76
Benghazi-048,مسوس,مسوس,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,1268,201
Benghazi-049,الخضراء الشرقية,خضراءالشرقيه,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,2014,343
Benghazi-050,الخضراء الغربية,خضراءالغربيه,بنغازي,Benghazi,Benghazi,LY0103,1,1,,,,unmatched,,not_established,2359,358
Derna-001,ابو منصور,ابومنصور,درنة,Derna,Darnah,LY0101,1,1,,,,unmatched,,not_established,37705,6825
Derna-002,البلاد,بلاد,درنة,Derna,Darnah,LY0101,1,1,,,,unmatched,,not_established,2380,450
Derna-003,الجبيلة,جبيله,درنة,Derna,Darnah,LY0101,1,1,,,,unmatched,,not_established,17442,3464
Derna-004,المغار,مغار,درنة,Derna,Darnah,LY0101,1,1,,,,unmatched,,not_established,26208,4665
Derna-005,كرسة,كرسه,درنة,Derna,Darnah,LY0101,1,1,,,,unmatched,,not_established,2196,390
Derna-006,راس الهلال,راسالهلال,درنة,Derna,Darnah,LY0101,1,1,,,,unmatched,,not_established,1376,239
Derna-007,الاترون,اترون,درنة,Derna,Darnah,LY0101,1,1,,,,unmatched,,not_established,860,146
Derna-008,ابو الفرائس,ابوالفرائس,درنة,Derna,Darnah,LY0101,1,1,,,,unmatched,,not_established,290,36
Derna-009,التميمي,تميمي,درنة,Derna,Darnah,LY0101,1,1,,,,unmatched,,not_established,4367,629
Derna-010,البمبة,بمبه,درنة,Derna,Darnah,LY0101,1,1,,,,unmatched,,not_established,3387,481
Derna-011,ام الرزم,امالرزم,درنة,Derna,Darnah,LY0101,1,1,LY010101,Umm Arrazam,ام الرزم,codab_gazetteer_same_shabiya,,not_established,7136,1119
Derna-012,ام حفين,امحفين,درنة,Derna,Darnah,LY0101,1,1,,,,unmatched,,not_established,1478,222
Derna-013,مرتوبة,مرتوبه,درنة,Derna,Darnah,LY0101,1,1,,,,unmatched,,not_established,7638,1145
Derna-014,سرسرة,سرسره,درنة,Derna,Darnah,LY0101,1,1,,,,unmatched,,not_established,1769,267
Derna-015,عين مارة,عينماره,درنة,Derna,Darnah,LY0101,1,1,,,,unmatched,,not_established,3954,605
Derna-016,بيت تامر,بيتتامر,درنة,Derna,Darnah,LY0101,1,1,,,,unmatched,,not_established,1949,268
Derna-017,الدبوسية,دبوسيه,درنة,Derna,Darnah,LY0101,1,1,,,,unmatched,,not_established,958,115
Derna-018,القبة الشمالية,قبهالشماليه,درنة,Derna,Darnah,LY0101,1,1,,,,unmatched,,not_established,6432,884
Derna-019,القبة الجنوبية,قبهالجنوبيه,درنة,Derna,Darnah,LY0101,1,1,,,,unmatched,,not_established,12759,1722
Derna-020,لملودة,لملوده,درنة,Derna,Darnah,LY0101,1,1,,,,unmatched,,not_established,2549,383
Derna-021,الابرق الشمالي,ابرقالشمالي,درنة,Derna,Darnah,LY0101,1,1,,,,unmatched,,not_established,6756,956
Derna-022,الابرق الجنوبي,ابرقالجنوبي,درنة,Derna,Darnah,LY0101,1,1,,,,unmatched,,not_established,2030,361
Derna-023,القيقب الشمالي,قيقبالشمالي,درنة,Derna,Darnah,LY0101,1,1,,,,unmatched,,not_established,3866,568
Derna-024,القيقب الجنوبي,قيقبالجنوبي,درنة,Derna,Darnah,LY0101,1,1,,,,unmatched,,not_established,3250,460
Derna-025,خولان,خولان,درنة,Derna,Darnah,LY0101,1,1,,,,unmatched,,not_established,501,60
Derna-026,العزيات,عزيات,درنة,Derna,Darnah,LY0101,1,1,,,,unmatched,,not_established,1857,273
Derna-027,المخيلي,مخيلي,درنة,Derna,Darnah,LY0101,1,1,,,,unmatched,,not_established,1764,268
Sabha-001,المنشية,منشيه,سبها,Sabha,Sabha,LY0319,0,1,,,,unmatched,,not_established,22000,4046
Sabha-002,القرضة,قرضه,سبها,Sabha,Sabha,LY0319,0,1,,,,unmatched,,not_established,25179,4331
Sabha-003,الجديدة,جديده,سبها,Sabha,Sabha,LY0319,0,1,,,,unmatched,,not_established,25229,4335
Sabha-004,سكرة,سكره,سبها,Sabha,Sabha,LY0319,1,1,,,,unmatched,,not_established,14491,2528
Sabha-005,المهدية,مهديه,سبها,Sabha,Sabha,LY0319,1,1,,,,unmatched,,not_established,17135,2937
Sabha-006,القاهرة,قاهره,سبها,Sabha,Sabha,LY0319,1,1,,,,unmatched,,not_established,17861,3634
Sabha-007,غدوة,غدوه,سبها,Sabha,Sabha,LY0319,1,1,,,,unmatched,,not_established,2929,447
Sabha-008,تمنهنت,تمنهنت,سبها,Sabha,Sabha,LY0319,1,1,,,,unmatched,,not_established,2457,422
Sabha-009,سمنو,سمنو,سبها,Sabha,Sabha,LY0319,1,1,,,,unmatched,,not_established,3667,838
Sabha-010,الزيغن,زيغن,سبها,Sabha,Sabha,LY0319,1,1,,,,unmatched,,not_established,2258,405
Sirte-001,ابو زاهية,ابوزاهيه,سرت,Sirte,Surt,LY0208,1,1,,,,unmatched,,not_established,6644,872
Sirte-002,القرضابية,قرضابيه,سرت,Sirte,Surt,LY0208,1,1,,,,unmatched,,not_established,10175,1216
Sirte-003,المنارة,مناره,سرت,Sirte,Surt,LY0208,1,1,,,,unmatched,,not_established,12765,1776
Sirte-004,الزعفران,زعفران,سرت,Sirte,Surt,LY0208,1,1,,,,unmatched,,not_established,14911,2203
Sirte-005,الجزيرة,جزيره,سرت,Sirte,Surt,LY0208,0,1,,,,unmatched,,not_established,23799,3594
Sirte-006,الغربيات,غربيات,سرت,Sirte,Surt,LY0208,1,1,,,,unmatched,,not_established,3815,510
Sirte-007,تلال,تلال,سرت,Sirte,Surt,LY0208,1,1,,,,unmatched,,not_established,9004,1139
Sirte-008,الحنيوة,حنيوه,سرت,Sirte,Surt,LY0208,1,1,,,,unmatched,,not_established,4245,459
Sirte-009,قضوار,قضوار,سرت,Sirte,Surt,LY0208,1,1,,,,unmatched,,not_established,2708,299
Sirte-010,السد,سد,سرت,Sirte,Surt,LY0208,1,1,,,,unmatched,,not_established,2007,278
Sirte-011,القبيبة,قبيبه,سرت,Sirte,Surt,LY0208,1,1,,,,unmatched,,not_established,2876,509
Sirte-012,ناصر,ناصر,سرت,Sirte,Surt,LY0208,0,1,,,,unmatched,,not_established,9804,1624
Sirte-013,السدرة,سدره,سرت,Sirte,Surt,LY0208,0,1,,,,unmatched,,not_established,12660,1847
Sirte-014,النوفلية,نوفليه,سرت,Sirte,Surt,LY0208,1,1,,,,unmatched,,not_established,1994,305
Sirte-015,الجرم,جرم,سرت,Sirte,Surt,LY0208,1,1,,,,unmatched,,not_established,2161,300
Sirte-016,الوادي الاحمر,واديالاحمر,سرت,Sirte,Surt,LY0208,1,1,,,,unmatched,,not_established,1823,281
Sirte-017,هراوة,هراوه,سرت,Sirte,Surt,LY0208,1,1,LY020802,Hrawa,هراوة,codab_gazetteer_same_shabiya,,not_established,4112,596
Sirte-018,العامرة,عامره,سرت,Sirte,Surt,LY0208,1,1,,,,unmatched,,not_established,836,115
Sirte-019,الوشكة,وشكه,سرت,Sirte,Surt,LY0208,1,1,,,,unmatched,,not_established,2639,338
Sirte-020,الهيشة الجديدة,هيشهالجديده,سرت,Sirte,Surt,LY0208,1,1,,,,unmatched,,not_established,3576,461
Sirte-021,عبادلة الهيشة,عبادلهالهيشه,سرت,Sirte,Surt,LY0208,1,1,,,,unmatched,,not_established,321,90
Sirte-022,القداحية,قداحيه,سرت,Sirte,Surt,LY0208,1,1,,,,unmatched,,not_established,3527,499
Sirte-023,زمزم,زمزم,سرت,Sirte,Surt,LY0208,1,1,,,,unmatched,,not_established,3291,451
Sirte-024,ابو نجيم,ابونجيم,سرت,Sirte,Surt,LY0208,1,1,,,,unmatched,,not_established,1802,290
Butnan-001,عين الغزالة,عينالغزاله,البطنان,Butnan,Al Butnan,LY0104,1,1,,,,unmatched,,not_established,627,84
Butnan-002,القرضبة,قرضبه,البطنان,Butnan,Al Butnan,LY0104,1,1,,,,unmatched,,not_established,2485,329
Butnan-003,المرصص,مرصص,البطنان,Butnan,Al Butnan,LY0104,1,1,,,,unmatched,,not_established,1565,190
Butnan-004,المدينة,مدينه,البطنان,Butnan,Al Butnan,LY0104,1,1,,,,unmatched,,not_established,28591,4164
Butnan-005,شاهر روحة,شاهرروحه,البطنان,Butnan,Al Butnan,LY0104,1,1,,,,unmatched,,not_established,47241,6911
Butnan-006,سوق العجاج,سوقالعجاج,البطنان,Butnan,Al Butnan,LY0104,1,1,,,,unmatched,,not_established,32457,4501
Butnan-007,عمر المختار,عمرالمختار,البطنان,Butnan,Al Butnan,LY0104,0,1,,,,unmatched,,not_established,7214,932
Butnan-008,القعرة,قعره,البطنان,Butnan,Al Butnan,LY0104,1,1,,,,unmatched,,not_established,4065,477
Butnan-009,الجغبوب,جغبوب,البطنان,Butnan,Al Butnan,LY0104,1,1,,,,unmatched,,not_established,2748,500
Butnan-010,امساعد,امساعد,البطنان,Butnan,Al Butnan,LY0104,1,1,LY010401,Emsaed,امساعد,codab_gazetteer_same_shabiya,,not_established,7032,1131
Butnan-011,البردي,بردي,البطنان,Butnan,Al Butnan,LY0104,1,1,,,,unmatched,,not_established,4716,741
Butnan-012,كمبوت الشمالية,كمبوتالشماليه,البطنان,Butnan,Al Butnan,LY0104,1,1,,,,unmatched,,not_established,1906,356
Butnan-013,كمبوت الجنوبية,كمبوتالجنوبيه,البطنان,Butnan,Al Butnan,LY0104,1,1,,,,unmatched,,not_established,3786,548
Butnan-014,بئر الاشهب,بئرالاشهب,البطنان,Butnan,Al Butnan,LY0104,1,1,,,,unmatched,,not_established,3630,542
Butnan-015,جنزور,جنزور,البطنان,Butnan,Al Butnan,LY0104,1,1,,,,unmatched,,not_established,3041,388
Butnan-016,قصر الجدي,قصرالجدي,البطنان,Butnan,Al Butnan,LY0104,1,1,,,,unmatched,,not_established,4463,591
Butnan-017,ام ركبة,امركبه,البطنان,Butnan,Al Butnan,LY0104,1,1,,,,unmatched,,not_established,2180,328
Tripoli-001,الظهرة,ظهره,طرابلس,Tripoli,Tripoli,LY0211,0,1,,,,unmatched,,not_established,10759,2116
Tripoli-002,المدينة القديمة,مدينهالقديمه,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,14009,2743
Tripoli-003,المسيرة الكبرى,مسيرهالكبري,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,19194,4014
Tripoli-004,شهداء الشط,شهداءالشط,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,26094,5185
Tripoli-005,السابع من ابريل,سابعمنابريل,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,22609,4454
Tripoli-006,المنشية,منشيه,طرابلس,Tripoli,Tripoli,LY0211,0,1,,,,unmatched,,not_established,20751,4379
Tripoli-007,المنصورة,منصوره,طرابلس,Tripoli,Tripoli,LY0211,0,1,,,,unmatched,,not_established,16297,3190
Tripoli-008,عمر بن العاص,عمربنالعاص,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,16503,3162
Tripoli-009,شهداء الهاني,شهداءالهاني,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,13076,2238
Tripoli-010,الحارات,حارات,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,11651,2282
Tripoli-011,عرادة,عراده,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,12548,2481
Tripoli-012,الجلاء,جلاء,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,10345,2110
Tripoli-013,عقبة بن نافع,عقبهبننافع,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,11758,2230
Tripoli-014,النصر,نصر,طرابلس,Tripoli,Tripoli,LY0211,0,1,,,,unmatched,,not_established,7712,1450
Tripoli-015,الساحل,ساحل,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,19748,3930
Tripoli-016,الجهاد,جهاد,طرابلس,Tripoli,Tripoli,LY0211,0,1,,,,unmatched,,not_established,19557,3719
Tripoli-017,عين زارة,عينزاره,طرابلس,Tripoli,Tripoli,LY0211,1,1,LY021103,Ain Zara,عين زارة,codab_gazetteer_same_shabiya,,not_established,98791,17785
Tripoli-018,فوز زناتة,فوززناته,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,23020,4027
Tripoli-019,الحشان,حشان,طرابلس,Tripoli,Tripoli,LY0211,0,1,,,,unmatched,,not_established,22377,4093
Tripoli-020,سيدي ابو غرارة,سيديابوغراره,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,29365,5502
Tripoli-021,الفتح,فتح,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,32504,6109
Tripoli-022,المجد,مجد,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,15284,2920
Tripoli-023,قرقارش,قرقارش,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,43145,8315
Tripoli-024,الشارع الغربي,شارعالغربي,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,38984,6975
Tripoli-025,غوط الشعال,غوطالشعال,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,80845,13528
Tripoli-026,الحي الصناعي,حيالصناعي,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,77754,12771
Tripoli-027,باب السلام )عكار(,بابالسلام)عكار(,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,45770,7931
Tripoli-028,ابو سليم الجنوبي,ابوسليمالجنوبي,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,76584,12931
Tripoli-029,شارع الزاوية,شارعالزاويه,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,13526,2606
Tripoli-030,الزحف الاخضر,زحفالاخضر,طرابلس,Tripoli,Tripoli,LY0211,0,1,,,,unmatched,,not_established,12835,2499
Tripoli-031,شهداء ابو مليانة,شهداءابومليانه,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,8596,1625
Tripoli-032,باب بن غشير,باببنغشير,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,17984,3211
Tripoli-033,حي 12 مارس,حي12مارس,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,52173,8448
Tripoli-034,الحمدية,حمديه,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,25184,4742
Tripoli-035,المشاي,مشاي,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,23437,4325
Tripoli-036,الحرية,حريه,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,12734,2408
Tripoli-037,البرهانية,برهانيه,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,9110,1820
Tripoli-038,ابي الاشهر,ابيالاشهر,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,19239,3543
Tripoli-039,الوادي الغربي,واديالغربي,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,19006,3790
Tripoli-040,الوادي الشرقي,واديالشرقي,طرابلس,Tripoli,Tripoli,LY0211,1,1,,,,unmatched,,not_established,12713,2411
Ghat-001,غات,غات,غات,Ghat,Ghat,LY0321,1,1,,,,unmatched,,not_established,11943,2069
Ghat-002,العوينات,عوينات,غات,Ghat,Ghat,LY0321,1,1,,,,unmatched,,not_established,3168,525
Ghat-003,البركت,بركت,غات,Ghat,Ghat,LY0321,1,1,,,,unmatched,,not_established,8088,1221
Murzuq-001,الوسطى/ مرزق,وسطي/مرزق,مرزق,Murzuq,Murzuq,LY0322,1,1,,,,unmatched,,not_established,11165,1882
Murzuq-002,الغربية / مرزق,غربيه/مرزق,مرزق,Murzuq,Murzuq,LY0322,1,1,,,,unmatched,,not_established,8270,1378
Murzuq-003,الشرقية / مرزق,شرقيه/مرزق,مرزق,Murzuq,Murzuq,LY0322,1,1,,,,unmatched,,not_established,5455,836
Murzuq-004,الوسط / تراغن,وسط/تراغن,مرزق,Murzuq,Murzuq,LY0322,1,1,,,,unmatched,,not_established,6667,1179
Murzuq-005,الغربية / تراغن,غربيه/تراغن,مرزق,Murzuq,Murzuq,LY0322,1,1,,,,unmatched,,not_established,2559,421
Murzuq-006,الجنوبية / تراغن,جنوبيه/تراغن,مرزق,Murzuq,Murzuq,LY0322,1,1,,,,unmatched,,not_established,1335,226
Murzuq-007,الشرقية / تراغن,شرقيه/تراغن,مرزق,Murzuq,Murzuq,LY0322,1,1,,,,unmatched,,not_established,372,56
Murzuq-008,المركز / ام الارنب,مركز/امالارنب,مرزق,Murzuq,Murzuq,LY0322,1,1,,,,unmatched,,not_established,8566,1703
Murzuq-009,الشرقية / ام الارنب,شرقيه/امالارنب,مرزق,Murzuq,Murzuq,LY0322,1,1,,,,unmatched,,not_established,1102,244
Murzuq-010,زويلة,زويله,مرزق,Murzuq,Murzuq,LY0322,1,1,,,,unmatched,,not_established,3620,657
Murzuq-011,تمسة,تمسه,مرزق,Murzuq,Murzuq,LY0322,1,1,,,,unmatched,,not_established,2172,362
Murzuq-012,مجدول,مجدول,مرزق,Murzuq,Murzuq,LY0322,1,1,,,,unmatched,,not_established,1257,198
Murzuq-013,تربو وأم زوير,تربووامزوير,مرزق,Murzuq,Murzuq,LY0322,1,1,,,,unmatched,,not_established,390,52
Murzuq-014,القطرون,قطرون,مرزق,Murzuq,Murzuq,LY0322,1,1,LY032202,Algatroun,القطرون,codab_gazetteer_same_shabiya,,not_established,5913,1106
Murzuq-015,الجنوبية / القطرون,جنوبيه/القطرون,مرزق,Murzuq,Murzuq,LY0322,1,1,,,,unmatched,,not_established,4770,866
Murzuq-016,تجرهي,تجرهي,مرزق,Murzuq,Murzuq,LY0322,1,1,,,,unmatched,,not_established,1489,250
