centre_code,centre_name,mahalla_ar,city_ar,baladiya_ar,read_by,source_document,source_sha256
34201,شهداء الكويفية,الكويفية,الكويفية,بنغازي,text,تحديث مراكز الاقتراع لسنة 2021 بنغازي,5e5174459fd0508e4531a63ae7c57cfb6d373187080d2c62021eae3a2f07d15f
34202,مدرسة سيدي منصور,الكويفية,الكويفية,بنغازي,text,تحديث مراكز الاقتراع لسنة 2021 بنغازي,5e5174459fd0508e4531a63ae7c57cfb6d373187080d2c62021eae3a2f07d15f
34203,المرحوم توفيق العبار,االبيار,االبيار,االبيار,text,تحديث مراكز الاقتراع لسنة 2021 بنغازي,5e5174459fd0508e4531a63ae7c57cfb6d373187080d2c62021eae3a2f07d15f
34204,جابر بن حيان,العروبة,السالوي,بنغازي,text,تحديث مراكز الاقتراع لسنة 2021 بنغازي,5e5174459fd0508e4531a63ae7c57cfb6d373187080d2c62021eae3a2f07d15f
34205,أنصار الحرية,بنينا,بنينا,بنغازي,text,تحديث مراكز الاقتراع لسنة 2021 بنغازي,5e5174459fd0508e4531a63ae7c57cfb6d373187080d2c62021eae3a2f07d15f
34206,معهد شهداء السالوي للمهن الهندسيه,الكويفية,سيدي خليفة,بنغازي,text,تحديث مراكز الاقتراع لسنة 2021 بنغازي,5e5174459fd0508e4531a63ae7c57cfb6d373187080d2c62021eae3a2f07d15f
34207,االتحاد االفري ق,الكيش,الرتكة,بنغازي,text,تحديث مراكز الاقتراع لسنة 2021 بنغازي,5e5174459fd0508e4531a63ae7c57cfb6d373187080d2c62021eae3a2f07d15f
34208,شهداء الزنتان,الرتكة,الرتكة,بنغازي,text,تحديث مراكز الاقتراع لسنة 2021 بنغازي,5e5174459fd0508e4531a63ae7c57cfb6d373187080d2c62021eae3a2f07d15f
34209,5اكتوبر,الفويهات,الرتكة,بنغازي,text,تحديث مراكز الاقتراع لسنة 2021 بنغازي,5e5174459fd0508e4531a63ae7c57cfb6d373187080d2c62021eae3a2f07d15f
34210,عقيلة المجدوب,االبيار,االبيار,االبيار,text,تحديث مراكز الاقتراع لسنة 2021 بنغازي,5e5174459fd0508e4531a63ae7c57cfb6d373187080d2c62021eae3a2f07d15f
34211,شهداء يناير,سيدي حس ي,بنغازي المركز,بنغازي,text,تحديث مراكز الاقتراع لسنة 2021 بنغازي,5e5174459fd0508e4531a63ae7c57cfb6d373187080d2c62021eae3a2f07d15f
34212,مدرسة سيناء,الصابري,بنغازي المركز,بنغازي,text,تحديث مراكز الاقتراع لسنة 2021 بنغازي,5e5174459fd0508e4531a63ae7c57cfb6d373187080d2c62021eae3a2f07d15f
34213,الشيماء,سيدي اعبيد,بنغازي المركز,بنغازي,text,تحديث مراكز الاقتراع لسنة 2021 بنغازي,5e5174459fd0508e4531a63ae7c57cfb6d373187080d2c62021eae3a2f07d15f
34214,ثورة التكب ت,بوفاخرة,الرتكة,بنغازي,text,تحديث مراكز الاقتراع لسنة 2021 بنغازي,5e5174459fd0508e4531a63ae7c57cfb6d373187080d2c62021eae3a2f07d15f
34215,السد العا ل,قاريونس,الرتكة,بنغازي,text,تحديث مراكز الاقتراع لسنة 2021 بنغازي,5e5174459fd0508e4531a63ae7c57cfb6d373187080d2c62021eae3a2f07d15f
34216,غوط سلطان,غوط السلطان,غوط السلطان,االبيار,text,تحديث مراكز الاقتراع لسنة 2021 بنغازي,5e5174459fd0508e4531a63ae7c57cfb6d373187080d2c62021eae3a2f07d15f
34217,المرحوم حمد مصطق,االبيار,االبيار,االبيار,text,تحديث مراكز الاقتراع لسنة 2021 بنغازي,5e5174459fd0508e4531a63ae7c57cfb6d373187080d2c62021eae3a2f07d15f
34218,عطية الكاسح,جردينا,جردينا,سلوق,text,تحديث مراكز الاقتراع لسنة 2021 بنغازي,5e5174459fd0508e4531a63ae7c57cfb6d373187080d2c62021eae3a2f07d15f
34219,النجيلة,القوارشة,النجيلة,بنغازي,text,تحديث مراكز الاقتراع لسنة 2021 بنغازي,5e5174459fd0508e4531a63ae7c57cfb6d373187080d2c62021eae3a2f07d15f
34220,الخويبية,القوارشة,القوارشة,بنغازي,text,تحديث مراكز الاقتراع لسنة 2021 بنغازي,5e5174459fd0508e4531a63ae7c57cfb6d373187080d2c62021eae3a2f07d15f
35001,عمر المختار,اجدابيا الشقية,اجدابيا,اجدابيا,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35002,االستقالل,اجدابيا الشقية,اجدابيا,اجدابيا,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35003,الوحدة ؤجدابيا,اجدابيا الشقية,اجدابيا,اجدابيا,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35004,فاطمة الزهراء,اجدابيا الشقية,اجدابيا,اجدابيا,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35005,الطليعة,اجدابيا الشقية,اجدابيا,اجدابيا,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35006,عائشة أم المؤمن ي,اجدابيا الشقية,اجدابيا,اجدابيا,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35007,التقدم,اجدابيا الشقية,اجدابيا,اجدابيا,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35008,شهداء الدامور,اجدابيا الشمالية,اجدابيا,اجدابيا,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35009,بت بالل,اجدابيا الشمالية,اجدابيا,اجدابيا,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35010,امصادف الرقع,اجدابيا الشمالية,اجدابيا,اجدابيا,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35011,ؤدريس عبدالن ب,اجدابيا الشمالية,اجدابيا,اجدابيا,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35012,القادسية,اجدابيا الشمالية,اجدابيا,اجدابيا,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35013,17ف تاير,اجدابيا الغربية,اجدابيا,اجدابيا,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35014,عطية الكاسح,اجدابيا الغربية,اجدابيا,اجدابيا,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35015,النهضة,اجدابيا الغربية,اجدابيا,اجدابيا,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35016,الحرية,اجدابيا الغربية,اجدابيا,اجدابيا,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35017,حسن ال تا ن,اجدابيا الغربية,اجدابيا,اجدابيا,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35018,طارق بن زياد,اجدابيا الغربية,اجدابيا,اجدابيا,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35019,خالد بن الوليد,ال تيقة الجديدة,ال تيقة,ال تيقة,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35020,المجد,ال تيقة الجديدة,ال تيقة,ال تيقة,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35021,البيضان,البيضان,البيضان,البيضان وانتالت,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35022,عمر بن الخطاب,الزويتنة,الزويتنة,الزويتينة وسلطان,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35023,حيشان اجبيل,الزويتنة,الزويتنة,الزويتينة وسلطان,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35024,العرقوب,العرقوب,العرقوب,ال تيقة,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35025,عبدالن ب بش ت,العقيلة,العقيلة,ال تيقة,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35026,االمام سحنون,القنان,اجدابيا,اجدابيا,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35027,شهداء ال تيقة الثانوية,المرىس,ال تيقة,ال تيقة,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35028,الوحدة العربية,المرىس,ال تيقة,ال تيقة,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35029,آدم النويحف,امرير قابس,اجدابيا,اجدابيا,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35030,الشموخ,انتالت,انتالت,البيضان وانتالت,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35031,موىس عريش,بش,بش,ال تيقة,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35032,أبوالقاسم الزهراوي,خور اوقيدة,خور اوقيدة,ال تيقة,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35033,حس ي العري ب,سلطان,سلطان,الزويتينة وسلطان,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35034,مدرسة شهوان,سلطان,سلطان,الزويتينة وسلطان,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35035,الجليداية,الجليداية سلطان,الجليداية,الزويتينة وسلطان,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35036,أبوجعفر المنصور,مرادة,مرادة,مرادة,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35037,عطية الكاسح,اجخرة,اجخرة,اجخرة,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35038,نسيبه بنت كعب,اجخرة,اجخرة,اجخرة,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35039,عثمان بن عفان,السوان - اوجلة,أوجلة,أوجلة,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35040,خالد بن الوليد,السوان - اوجلة,أوجلة,أوجلة,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35041,ع ل بن أ ن طالب,الشف - جالو,جالو,جالو,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35042,صالح الدين,العرق - جالو,جالو,جالو,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35043,السيدة حفصه,العرق - جالو,جالو,جالو,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35044,عمر المختار,العرق - جالو,جالو,جالو,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35045,حليمة السعدية,اللبة - جالو,جالو,جالو,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35046,سعد بن أ ن وقاص,اللبة - جالو,جالو,جالو,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35047,مدرسة 17 ف تاير,المشوع - جالو,جالو,جالو,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35048,أبن البيطار,راشدة - جالو,جالو,جالو,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35049,دمحم يوسف بوعوينه,راشدة - جالو,جالو,جالو,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35050,مدرسة عبد هللا بن أ ن الشح,اوجلة,اوجلة,اوجلة,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35051,االتحاد,اجدابيا الشمالية,اجدابيا,اجدابيا,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35052,زيد بن ثابت,اجدابيا الغربية,اجدابيا,اجدابيا,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35053,الضياء,اجدابيا الشقية,اجدابيا,اجدابيا,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35054,الجالء,اجدابيا الشمالية,اجدابيا,اجدابيا,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35055,أسماء بنت ا ن بكر,اجدابيا الغربية,اجدابيا,اجدابيا,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35056,االمل,ال تيقة المنطقة الثانية,ال تيقة,ال تيقة,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35057,أسامة بن زيد,بش,ال تيقة,ال تيقة,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35058,شهداء جالو,العرق - جالو,جالو,جالو,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35059,الهداية,الشف,جالو,جالو,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
35060,مالك ابن انس,السوان,أوجلة,أوجلة,text_repaired,تحديث مراكز الاقتراع لسنة 2021,dfc2b4dd9cec45229d7b851a4e08fb17aff56af5fcf9ce7dbbffda0deb7d68a8
36001,أسامة بن زيد,الجوف,الكفرة,الكفرة,text,تحديث مراكز الاقتراع لسنة 2021 الكفرة,5323c4bf6d1bcf19999a670a6678b413d3c4065a6c11af797de3062971593856
36002,5مايو,الجوف,الكفرة,الكفرة,text,تحديث مراكز الاقتراع لسنة 2021 الكفرة,5323c4bf6d1bcf19999a670a6678b413d3c4065a6c11af797de3062971593856
36003,ع ل بن أ ب طالب,الجوف,الكفرة,الكفرة,text,تحديث مراكز الاقتراع لسنة 2021 الكفرة,5323c4bf6d1bcf19999a670a6678b413d3c4065a6c11af797de3062971593856
36004,المنارة,الجوف,الكفرة,الكفرة,text,تحديث مراكز الاقتراع لسنة 2021 الكفرة,5323c4bf6d1bcf19999a670a6678b413d3c4065a6c11af797de3062971593856
36005,شهداء 17 ف تاير,الجوف,الكفرة,الكفرة,text,تحديث مراكز الاقتراع لسنة 2021 الكفرة,5323c4bf6d1bcf19999a670a6678b413d3c4065a6c11af797de3062971593856
36006,شهداء األجهر,الجوف,الكفرة,الكفرة,text,تحديث مراكز الاقتراع لسنة 2021 الكفرة,5323c4bf6d1bcf19999a670a6678b413d3c4065a6c11af797de3062971593856
36007,طارق بن زياد,الجوف,الكفرة,الكفرة,text,تحديث مراكز الاقتراع لسنة 2021 الكفرة,5323c4bf6d1bcf19999a670a6678b413d3c4065a6c11af797de3062971593856
36008,الرتموك,الطالب,الكفرة,الكفرة,text,تحديث مراكز الاقتراع لسنة 2021 الكفرة,5323c4bf6d1bcf19999a670a6678b413d3c4065a6c11af797de3062971593856
36009,حسان بن ثابت,الهوارى,الكفرة,الكفرة,text,تحديث مراكز الاقتراع لسنة 2021 الكفرة,5323c4bf6d1bcf19999a670a6678b413d3c4065a6c11af797de3062971593856
36010,زيد بن حارثة,الهويويرى,الكفرة,الكفرة,text,تحديث مراكز الاقتراع لسنة 2021 الكفرة,5323c4bf6d1bcf19999a670a6678b413d3c4065a6c11af797de3062971593856
36011,مصعب بن عمرت,قدر ف,الكفرة,الكفرة,text,تحديث مراكز الاقتراع لسنة 2021 الكفرة,5323c4bf6d1bcf19999a670a6678b413d3c4065a6c11af797de3062971593856
36012,حطري,ربيانة,الكفرة,الكفرة,text,تحديث مراكز الاقتراع لسنة 2021 الكفرة,5323c4bf6d1bcf19999a670a6678b413d3c4065a6c11af797de3062971593856
36013,عمر بن الخطاب,بزيمة,الكفرة,الكفرة,text,تحديث مراكز الاقتراع لسنة 2021 الكفرة,5323c4bf6d1bcf19999a670a6678b413d3c4065a6c11af797de3062971593856
36014,النرص,تازربو,تازربو,تازربو,text,تحديث مراكز الاقتراع لسنة 2021 الكفرة,5323c4bf6d1bcf19999a670a6678b413d3c4065a6c11af797de3062971593856
36015,األحرار,تازربو,تازربو,تازربو,text,تحديث مراكز الاقتراع لسنة 2021 الكفرة,5323c4bf6d1bcf19999a670a6678b413d3c4065a6c11af797de3062971593856
36016,اجنادين,الجوف الغر ب,الكفرة,الكفرة,text,تحديث مراكز الاقتراع لسنة 2021 الكفرة,5323c4bf6d1bcf19999a670a6678b413d3c4065a6c11af797de3062971593856
37001,الجهاد الثانوية,البنية,البنية,جردس,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37002,صالح ادريس,العويلية الشقية,العويلية,المرج,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37003,17فرتاير,العويلية الغربية,المرج,المرج,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37004,العويلية اإلبتدائية,العويلية الغربية,العويلية,المرج,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37005,النور,المرج,المرج,المرج,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37006,عمر المختار,المرج,المرج,المرج,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37007,النرص,المرج,المرج,المرج,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37008,خديجة الكرتي,المرج,المرج,المرج,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37009,النهضة,المرج,المرج,المرج,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37010,عيىس الوكواك,المرج,المرج,المرج,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37011,جمال عبد النارص,المرج,المرج,المرج,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37012,خالد بن الواليد,المرج,المرج,المرج,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37013,عقبة بن نافع,المرج,المرج,المرج,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37014,مدور الزيتون,المرج,مدور الزيتون,جردس,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37015,القوافل,المرج,المرج,المرج,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37016,عمر بن عبدالعزيز,المرج الشقية,المرج,المرج,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37017,الحرية,المرج الشقية,المرج,المرج,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37018,المجد,المرج الشقية,المرج,المرج,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37019,عل حسن الجابر,المرج الشقية,المرج,المرج,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37020,الجيل الصاعد,المرج الشقية,المرج,المرج,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37021,طارق بن زياد,المرج الشقية,المرج,المرج,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37022,الوحدة العربية,المرج الشقية,العويلية,المرج,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37023,القرضابية,المرج الغربية,المرج,المرج,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37024,البشائر,المرج الغربية,المرج,المرج,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37025,عائشة أم المؤمن ي,المرج الغربية,المرج,المرج,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37026,أسماء بنت أري ب بكر,المرج الغربية,المرج,المرج,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37027,شهداء بوعرق,تاكنس الشقية,المرج,جردس,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37028,المقرنات,تاكنس الغربية,تاكنس,جردس,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37029,االنعتاق,جردس الجنوبية,جردس االحرار,جردس,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37030,شهداء الرحيبة,جردس الشمالية,جردس االحرار,جردس,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37031,القدس,سيدي جرتيل,المرج,المرج,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37032,عبد هللا الفيل,فرزوغه,فرزوغه,المرج,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37033,مدرسة ساس االبتدائية,ساس,ساس,جردس,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37034,مدرسة عبد الحفيظ اللقيح,الخروبة,منطقة الخروبة,جردس,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37035,المنار,المرج,المرج,المرج,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
37036,خوارب,المرج,المرج,المرج,text,تحديث مراكز الاقتراع لسنة 2021 المرج,b926526bafa46c9fb3d07bd62f5144ad45a7b208bd3c05958a6abd72741d924a
