period_end,year,bank,purpose,value_usd
2026-05-31,2025,National Union Bank,merchants_cards,0.0
2026-05-31,2026,National Union Bank,merchants_cards,0.0
2026-05-31,2025,Libyan Islamic Bank,letters_of_credit,325688017.0
2026-05-31,2026,Libyan Islamic Bank,letters_of_credit,461616468.0
2026-05-31,2025,Libyan Islamic Bank,miscellaneous_transfers,1035403.0
2026-05-31,2026,Libyan Islamic Bank,miscellaneous_transfers,12877642.0
2026-05-31,2025,Libyan Islamic Bank,personal_purposes,194593110.0
2026-05-31,2026,Libyan Islamic Bank,personal_purposes,97187227.0
2026-05-31,2025,Libyan Islamic Bank,merchants_cards,600000.0
2026-05-31,2026,Libyan Islamic Bank,merchants_cards,6504000.0
2026-05-31,2025,Yaqeen Bank,letters_of_credit,171099837.0
2026-05-31,2026,Yaqeen Bank,letters_of_credit,340807253.0
2026-05-31,2025,Yaqeen Bank,miscellaneous_transfers,1854532.0
2026-05-31,2026,Yaqeen Bank,miscellaneous_transfers,21453922.0
2026-05-31,2025,Yaqeen Bank,personal_purposes,150590800.0
2026-05-31,2026,Yaqeen Bank,personal_purposes,108908800.0
2026-05-31,2025,Yaqeen Bank,merchants_cards,658500.0
2026-05-31,2026,Yaqeen Bank,merchants_cards,1542000.0
2026-05-31,2025,Bank of Commerce and Development,letters_of_credit,118950558.0
2026-05-31,2026,Bank of Commerce and Development,letters_of_credit,92861134.0
2026-05-31,2025,Bank of Commerce and Development,miscellaneous_transfers,25737141.0
2026-05-31,2026,Bank of Commerce and Development,miscellaneous_transfers,31536027.0
2026-05-31,2025,Bank of Commerce and Development,personal_purposes,367544400.0
2026-05-31,2026,Bank of Commerce and Development,personal_purposes,262852100.0
2026-05-31,2025,Bank of Commerce and Development,merchants_cards,243000.0
2026-05-31,2026,Bank of Commerce and Development,merchants_cards,300000.0
2026-05-31,2025,Alwaha Bank,letters_of_credit,30965406.0
2026-05-31,2026,Alwaha Bank,letters_of_credit,265855567.0
2026-05-31,2025,Alwaha Bank,miscellaneous_transfers,0.0
2026-05-31,2026,Alwaha Bank,miscellaneous_transfers,5674473.0
2026-05-31,2025,Alwaha Bank,personal_purposes,71789200.0
2026-05-31,2026,Alwaha Bank,personal_purposes,27432293.0
2026-05-31,2025,Alwaha Bank,merchants_cards,0.0
2026-05-31,2026,Alwaha Bank,merchants_cards,0.0
2026-05-31,2025,Sahara Bank,letters_of_credit,201926582.0
2026-05-31,2026,Sahara Bank,letters_of_credit,119468905.0
2026-05-31,2025,Sahara Bank,miscellaneous_transfers,11916293.0
2026-05-31,2026,Sahara Bank,miscellaneous_transfers,25158081.0
2026-05-31,2025,Sahara Bank,personal_purposes,205724700.0
2026-05-31,2026,Sahara Bank,personal_purposes,125606253.0
2026-05-31,2025,Sahara Bank,merchants_cards,0.0
2026-05-31,2026,Sahara Bank,merchants_cards,200000.0
2026-05-31,2025,United Bank for Commerce and Investment,letters_of_credit,519263823.0
2026-05-31,2026,United Bank for Commerce and Investment,letters_of_credit,222797014.0
2026-05-31,2025,United Bank for Commerce and Investment,miscellaneous_transfers,4381384.0
2026-05-31,2026,United Bank for Commerce and Investment,miscellaneous_transfers,11729626.0
2026-05-31,2025,United Bank for Commerce and Investment,personal_purposes,50689400.0
2026-05-31,2026,United Bank for Commerce and Investment,personal_purposes,32603340.0
2026-05-31,2025,United Bank for Commerce and Investment,merchants_cards,1495000.0
2026-05-31,2026,United Bank for Commerce and Investment,merchants_cards,1447500.0
2026-05-31,2025,Assaray Trade and Investment Bank,letters_of_credit,346511362.0
2026-05-31,2026,Assaray Trade and Investment Bank,letters_of_credit,191789970.0
2026-05-31,2025,Assaray Trade and Investment Bank,miscellaneous_transfers,0.0
2026-05-31,2026,Assaray Trade and Investment Bank,miscellaneous_transfers,0.0
2026-05-31,2025,Assaray Trade and Investment Bank,personal_purposes,427176200.0
2026-05-31,2026,Assaray Trade and Investment Bank,personal_purposes,67506800.0
2026-05-31,2025,Assaray Trade and Investment Bank,merchants_cards,1550000.0
2026-05-31,2026,Assaray Trade and Investment Bank,merchants_cards,1650000.0
2026-05-31,2025,First Gulf Libyan Bank,letters_of_credit,242857837.0
2026-05-31,2026,First Gulf Libyan Bank,letters_of_credit,226138496.0
2026-05-31,2025,First Gulf Libyan Bank,miscellaneous_transfers,8555487.0
2026-05-31,2026,First Gulf Libyan Bank,miscellaneous_transfers,28465967.0
2026-05-31,2025,First Gulf Libyan Bank,personal_purposes,471400.0
2026-05-31,2026,First Gulf Libyan Bank,personal_purposes,15900.0
2026-05-31,2025,First Gulf Libyan Bank,merchants_cards,0.0
2026-05-31,2026,First Gulf Libyan Bank,merchants_cards,0.0
2026-05-31,2025,Mediterranean Bank,letters_of_credit,47127315.0
2026-05-31,2026,Mediterranean Bank,letters_of_credit,39534633.0
2026-05-31,2025,Mediterranean Bank,miscellaneous_transfers,755000.0
2026-05-31,2026,Mediterranean Bank,miscellaneous_transfers,11723.0
2026-05-31,2025,Mediterranean Bank,personal_purposes,75475500.0
2026-05-31,2026,Mediterranean Bank,personal_purposes,141201700.0
2026-05-31,2025,Mediterranean Bank,merchants_cards,900000.0
2026-05-31,2026,Mediterranean Bank,merchants_cards,1150000.0
2026-05-31,2025,Tadhamon Bank,letters_of_credit,85477632.0
2026-05-31,2026,Tadhamon Bank,letters_of_credit,125627558.0
2026-05-31,2025,Tadhamon Bank,miscellaneous_transfers,0.0
2026-05-31,2026,Tadhamon Bank,miscellaneous_transfers,0.0
2026-05-31,2025,Tadhamon Bank,personal_purposes,45189300.0
2026-05-31,2026,Tadhamon Bank,personal_purposes,34969300.0
2026-05-31,2025,Tadhamon Bank,merchants_cards,0.0
2026-05-31,2026,Tadhamon Bank,merchants_cards,50000.0
2026-05-31,2025,Libyan Foreign Bank,letters_of_credit,265103067.0
2026-05-31,2026,Libyan Foreign Bank,letters_of_credit,82089486.0
2026-05-31,2025,Libyan Foreign Bank,miscellaneous_transfers,54841422.0
2026-05-31,2026,Libyan Foreign Bank,miscellaneous_transfers,40595411.0
2026-05-31,2025,Libyan Foreign Bank,personal_purposes,0.0
2026-05-31,2026,Libyan Foreign Bank,personal_purposes,0.0
2026-05-31,2025,Libyan Foreign Bank,merchants_cards,0.0
2026-05-31,2026,Libyan Foreign Bank,merchants_cards,0.0
2026-05-31,2025,Arab Investment Islamic Bank,letters_of_credit,62045414.0
2026-05-31,2026,Arab Investment Islamic Bank,letters_of_credit,60008642.0
2026-05-31,2025,Arab Investment Islamic Bank,miscellaneous_transfers,1529564.0
2026-05-31,2026,Arab Investment Islamic Bank,miscellaneous_transfers,2140847.0
2026-05-31,2025,Arab Investment Islamic Bank,personal_purposes,0.0
2026-05-31,2026,Arab Investment Islamic Bank,personal_purposes,1694000.0
2026-05-31,2025,Arab Investment Islamic Bank,merchants_cards,0.0
2026-05-31,2026,Arab Investment Islamic Bank,merchants_cards,0.0
2026-05-31,2025,Alwafa Bank,letters_of_credit,7836815.0
2026-05-31,2026,Alwafa Bank,letters_of_credit,53222614.0
2026-05-31,2025,Alwafa Bank,miscellaneous_transfers,0.0
2026-05-31,2026,Alwafa Bank,miscellaneous_transfers,0.0
2026-05-31,2025,Alwafa Bank,personal_purposes,7694300.0
2026-05-31,2026,Alwafa Bank,personal_purposes,2081000.0
2026-05-31,2025,Alwafa Bank,merchants_cards,0.0
2026-05-31,2026,Alwafa Bank,merchants_cards,0.0
2026-05-31,2025,Islamic Finance Bank,letters_of_credit,
2026-05-31,2026,Islamic Finance Bank,letters_of_credit,18246027.0
2026-05-31,2025,Islamic Finance Bank,miscellaneous_transfers,
2026-05-31,2026,Islamic Finance Bank,miscellaneous_transfers,681700.0
2026-05-31,2025,Islamic Finance Bank,personal_purposes,
2026-05-31,2026,Islamic Finance Bank,personal_purposes,0.0
2026-05-31,2025,Islamic Finance Bank,merchants_cards,
2026-05-31,2026,Islamic Finance Bank,merchants_cards,0.0
2026-05-31,2025,Daman Islamic Bank,letters_of_credit,
2026-05-31,2026,Daman Islamic Bank,letters_of_credit,4143175.0
2026-05-31,2025,Daman Islamic Bank,miscellaneous_transfers,
2026-05-31,2026,Daman Islamic Bank,miscellaneous_transfers,650543.0
2026-05-31,2025,Daman Islamic Bank,personal_purposes,
2026-05-31,2026,Daman Islamic Bank,personal_purposes,314000.0
2026-05-31,2025,Daman Islamic Bank,merchants_cards,
2026-05-31,2026,Daman Islamic Bank,merchants_cards,0.0
2026-05-31,2025,Al Seraj Islamic Bank,letters_of_credit,
2026-05-31,2026,Al Seraj Islamic Bank,letters_of_credit,97542.0
2026-05-31,2025,Al Seraj Islamic Bank,miscellaneous_transfers,
2026-05-31,2026,Al Seraj Islamic Bank,miscellaneous_transfers,1105745.0
2026-05-31,2025,Al Seraj Islamic Bank,personal_purposes,
2026-05-31,2026,Al Seraj Islamic Bank,personal_purposes,200000.0
2026-05-31,2025,Al Seraj Islamic Bank,merchants_cards,
2026-05-31,2026,Al Seraj Islamic Bank,merchants_cards,0.0
2025-11-30,2024,Aman Bank for Trade and Investment,letters_of_credit,959981984.0
2025-11-30,2025,Aman Bank for Trade and Investment,letters_of_credit,1122204523.0
2025-11-30,2024,Aman Bank for Trade and Investment,miscellaneous_transfers,1866634.0
2025-11-30,2025,Aman Bank for Trade and Investment,miscellaneous_transfers,11163490.0
2025-11-30,2024,Aman Bank for Trade and Investment,personal_purposes,1970587100.0
2025-11-30,2025,Aman Bank for Trade and Investment,personal_purposes,2364352900.0
2025-11-30,2024,Aman Bank for Trade and Investment,merchants_cards,58120493.0
2025-11-30,2025,Aman Bank for Trade and Investment,merchants_cards,65374000.0
2025-11-30,2024,National Commercial Bank,letters_of_credit,2083508923.0
2025-11-30,2025,National Commercial Bank,letters_of_credit,1437937090.0
2025-11-30,2024,National Commercial Bank,miscellaneous_transfers,2434137.0
2025-11-30,2025,National Commercial Bank,miscellaneous_transfers,971897.0
2025-11-30,2024,National Commercial Bank,personal_purposes,1191598200.0
2025-11-30,2025,National Commercial Bank,personal_purposes,1016203900.0
2025-11-30,2024,National Commercial Bank,merchants_cards,36100000.0
2025-11-30,2025,National Commercial Bank,merchants_cards,3100000.0
2025-11-30,2024,Wahda Bank,letters_of_credit,850715516.0
2025-11-30,2025,Wahda Bank,letters_of_credit,1378258536.0
2025-11-30,2024,Wahda Bank,miscellaneous_transfers,9855945.0
2025-11-30,2025,Wahda Bank,miscellaneous_transfers,362545133.0
2025-11-30,2024,Wahda Bank,personal_purposes,799242300.0
2025-11-30,2025,Wahda Bank,personal_purposes,520590285.0
2025-11-30,2024,Wahda Bank,merchants_cards,0.0
2025-11-30,2025,Wahda Bank,merchants_cards,600000.0
2025-11-30,2024,Jumhouria Bank,letters_of_credit,1321767055.0
2025-11-30,2025,Jumhouria Bank,letters_of_credit,1607438814.0
2025-11-30,2024,Jumhouria Bank,miscellaneous_transfers,6523152.0
2025-11-30,2025,Jumhouria Bank,miscellaneous_transfers,1240588.0
2025-11-30,2024,Jumhouria Bank,personal_purposes,761492400.0
2025-11-30,2025,Jumhouria Bank,personal_purposes,585616300.0
2025-11-30,2024,Jumhouria Bank,merchants_cards,0.0
2025-11-30,2025,Jumhouria Bank,merchants_cards,0.0
2025-11-30,2024,Nuran Bank,letters_of_credit,1325412243.0
2025-11-30,2025,Nuran Bank,letters_of_credit,937571820.0
2025-11-30,2024,Nuran Bank,miscellaneous_transfers,22794221.0
2025-11-30,2025,Nuran Bank,miscellaneous_transfers,6369334.0
2025-11-30,2024,Nuran Bank,personal_purposes,308422800.0
2025-11-30,2025,Nuran Bank,personal_purposes,322533400.0
2025-11-30,2024,Nuran Bank,merchants_cards,10724500.0
2025-11-30,2025,Nuran Bank,merchants_cards,18132236.0
2025-11-30,2024,United Bank for Commerce and Investment,letters_of_credit,563523354.0
2025-11-30,2025,United Bank for Commerce and Investment,letters_of_credit,668529475.0
2025-11-30,2024,United Bank for Commerce and Investment,miscellaneous_transfers,0.0
2025-11-30,2025,United Bank for Commerce and Investment,miscellaneous_transfers,0.0
2025-11-30,2024,United Bank for Commerce and Investment,personal_purposes,586780600.0
2025-11-30,2025,United Bank for Commerce and Investment,personal_purposes,505801000.0
2025-11-30,2024,United Bank for Commerce and Investment,merchants_cards,180500.0
2025-11-30,2025,United Bank for Commerce and Investment,merchants_cards,4665000.0
2025-11-30,2024,North African Bank,letters_of_credit,415482766.0
2025-11-30,2025,North African Bank,letters_of_credit,789083196.0
2025-11-30,2024,North African Bank,miscellaneous_transfers,29378345.0
2025-11-30,2025,North African Bank,miscellaneous_transfers,15674858.0
2025-11-30,2024,North African Bank,personal_purposes,249623900.0
2025-11-30,2025,North African Bank,personal_purposes,367127500.0
2025-11-30,2024,North African Bank,merchants_cards,981500.0
2025-11-30,2025,North African Bank,merchants_cards,3849500.0
2025-11-30,2024,Bank of Commerce and Development,letters_of_credit,354278813.0
2025-11-30,2025,Bank of Commerce and Development,letters_of_credit,567926313.0
2025-11-30,2024,Bank of Commerce and Development,miscellaneous_transfers,72659418.0
2025-11-30,2025,Bank of Commerce and Development,miscellaneous_transfers,57608977.0
2025-11-30,2024,Bank of Commerce and Development,personal_purposes,579009800.0
2025-11-30,2025,Bank of Commerce and Development,personal_purposes,490446000.0
2025-11-30,2024,Bank of Commerce and Development,merchants_cards,1100000.0
2025-11-30,2025,Bank of Commerce and Development,merchants_cards,1102000.0
2025-11-30,2024,Libyan Islamic Bank,letters_of_credit,787889701.0
2025-11-30,2025,Libyan Islamic Bank,letters_of_credit,830932748.0
2025-11-30,2024,Libyan Islamic Bank,miscellaneous_transfers,18852893.0
2025-11-30,2025,Libyan Islamic Bank,miscellaneous_transfers,3499702.0
2025-11-30,2024,Libyan Islamic Bank,personal_purposes,322438000.0
2025-11-30,2025,Libyan Islamic Bank,personal_purposes,265533468.0
2025-11-30,2024,Libyan Islamic Bank,merchants_cards,0.0
2025-11-30,2025,Libyan Islamic Bank,merchants_cards,6958400.0
2025-11-30,2024,Assaray Trade and Investment Bank,letters_of_credit,465299192.0
2025-11-30,2025,Assaray Trade and Investment Bank,letters_of_credit,988564608.0
2025-11-30,2024,Assaray Trade and Investment Bank,miscellaneous_transfers,9964513.0
2025-11-30,2025,Assaray Trade and Investment Bank,miscellaneous_transfers,22992328.0
2025-11-30,2024,Assaray Trade and Investment Bank,personal_purposes,81365300.0
2025-11-30,2025,Assaray Trade and Investment Bank,personal_purposes,64258300.0
2025-11-30,2024,Assaray Trade and Investment Bank,merchants_cards,11095560.0
2025-11-30,2025,Assaray Trade and Investment Bank,merchants_cards,3875500.0
2025-11-30,2024,Sahara Bank,letters_of_credit,448836727.0
2025-11-30,2025,Sahara Bank,letters_of_credit,676982765.0
2025-11-30,2024,Sahara Bank,miscellaneous_transfers,19283182.0
2025-11-30,2025,Sahara Bank,miscellaneous_transfers,41640511.0
2025-11-30,2024,Sahara Bank,personal_purposes,323127400.0
2025-11-30,2025,Sahara Bank,personal_purposes,293945800.0
2025-11-30,2024,Sahara Bank,merchants_cards,0.0
2025-11-30,2025,Sahara Bank,merchants_cards,600000.0
2025-11-30,2024,Andalus Bank,letters_of_credit,640410728.0
2025-11-30,2025,Andalus Bank,letters_of_credit,599043692.0
2025-11-30,2024,Andalus Bank,miscellaneous_transfers,14011719.0
2025-11-30,2025,Andalus Bank,miscellaneous_transfers,4240145.0
2025-11-30,2024,Andalus Bank,personal_purposes,100927996.0
2025-11-30,2025,Andalus Bank,personal_purposes,124068500.0
2025-11-30,2024,Andalus Bank,merchants_cards,0.0
2025-11-30,2025,Andalus Bank,merchants_cards,0.0
2025-11-30,2024,Yaqeen Bank,letters_of_credit,7127904.0
2025-11-30,2025,Yaqeen Bank,letters_of_credit,447777505.0
2025-11-30,2024,Yaqeen Bank,miscellaneous_transfers,616371.0
2025-11-30,2025,Yaqeen Bank,miscellaneous_transfers,21731484.0
2025-11-30,2024,Yaqeen Bank,personal_purposes,126589500.0
2025-11-30,2025,Yaqeen Bank,personal_purposes,237172375.0
2025-11-30,2024,Yaqeen Bank,merchants_cards,375000.0
2025-11-30,2025,Yaqeen Bank,merchants_cards,2448500.0
2025-11-30,2024,Libyan Foreign Bank,letters_of_credit,107076238.0
2025-11-30,2025,Libyan Foreign Bank,letters_of_credit,408669442.0
2025-11-30,2024,Libyan Foreign Bank,miscellaneous_transfers,64467252.0
2025-11-30,2025,Libyan Foreign Bank,miscellaneous_transfers,128498984.0
2025-11-30,2024,Libyan Foreign Bank,personal_purposes,601500.0
2025-11-30,2025,Libyan Foreign Bank,personal_purposes,0.0
2025-11-30,2024,Libyan Foreign Bank,merchants_cards,0.0
2025-11-30,2025,Libyan Foreign Bank,merchants_cards,0.0
2025-11-30,2024,First Gulf Libyan Bank,letters_of_credit,496767073.0
2025-11-30,2025,First Gulf Libyan Bank,letters_of_credit,469239848.0
2025-11-30,2024,First Gulf Libyan Bank,miscellaneous_transfers,28195608.0
2025-11-30,2025,First Gulf Libyan Bank,miscellaneous_transfers,9007030.0
2025-11-30,2024,First Gulf Libyan Bank,personal_purposes,1099400.0
2025-11-30,2025,First Gulf Libyan Bank,personal_purposes,583300.0
2025-11-30,2024,First Gulf Libyan Bank,merchants_cards,0.0
2025-11-30,2025,First Gulf Libyan Bank,merchants_cards,0.0
2025-11-30,2024,Tadhamon Bank,letters_of_credit,123064384.22
2025-11-30,2025,Tadhamon Bank,letters_of_credit,391216039.0
2025-11-30,2024,Tadhamon Bank,miscellaneous_transfers,2060800.0
2025-11-30,2025,Tadhamon Bank,miscellaneous_transfers,0.0
2025-11-30,2024,Tadhamon Bank,personal_purposes,28388500.0
2025-11-30,2025,Tadhamon Bank,personal_purposes,68068700.0
2025-11-30,2024,Tadhamon Bank,merchants_cards,0.0
2025-11-30,2025,Tadhamon Bank,merchants_cards,0.0
2025-11-30,2024,Mediterranean Bank,letters_of_credit,81245155.0
2025-11-30,2025,Mediterranean Bank,letters_of_credit,171973276.0
2025-11-30,2024,Mediterranean Bank,miscellaneous_transfers,812193.0
2025-11-30,2025,Mediterranean Bank,miscellaneous_transfers,5473566.0
2025-11-30,2024,Mediterranean Bank,personal_purposes,22394783.0
2025-11-30,2025,Mediterranean Bank,personal_purposes,187116400.0
2025-11-30,2024,Mediterranean Bank,merchants_cards,500000.0
2025-11-30,2025,Mediterranean Bank,merchants_cards,9360100.0
2025-11-30,2024,Alwaha Bank,letters_of_credit,52759573.0
2025-11-30,2025,Alwaha Bank,letters_of_credit,172988360.0
2025-11-30,2024,Alwaha Bank,miscellaneous_transfers,1977244.0
2025-11-30,2025,Alwaha Bank,miscellaneous_transfers,20565.0
2025-11-30,2024,Alwaha Bank,personal_purposes,95683400.0
2025-11-30,2025,Alwaha Bank,personal_purposes,88148000.0
2025-11-30,2024,Alwaha Bank,merchants_cards,0.0
2025-11-30,2025,Alwaha Bank,merchants_cards,0.0
2025-11-30,2024,National Union Bank,letters_of_credit,0.0
2025-11-30,2025,National Union Bank,letters_of_credit,211886704.0
2025-11-30,2024,National Union Bank,miscellaneous_transfers,0.0
2025-11-30,2025,National Union Bank,miscellaneous_transfers,0.0
2025-11-30,2024,National Union Bank,personal_purposes,108000.0
2025-11-30,2025,National Union Bank,personal_purposes,1319500.0
2025-11-30,2024,National Union Bank,merchants_cards,0.0
2025-11-30,2025,National Union Bank,merchants_cards,0.0
2025-11-30,2024,Arab Investment Islamic Bank,letters_of_credit,7931922.0
2025-11-30,2025,Arab Investment Islamic Bank,letters_of_credit,199050169.0
2025-11-30,2024,Arab Investment Islamic Bank,miscellaneous_transfers,723001.0
2025-11-30,2025,Arab Investment Islamic Bank,miscellaneous_transfers,3312325.0
2025-11-30,2024,Arab Investment Islamic Bank,personal_purposes,0.0
2025-11-30,2025,Arab Investment Islamic Bank,personal_purposes,148000.0
2025-11-30,2024,Arab Investment Islamic Bank,merchants_cards,0.0
2025-11-30,2025,Arab Investment Islamic Bank,merchants_cards,0.0
2025-11-30,2024,Alwafa Bank,letters_of_credit,16851106.0
2025-11-30,2025,Alwafa Bank,letters_of_credit,101316600.0
2025-11-30,2024,Alwafa Bank,miscellaneous_transfers,0.0
2025-11-30,2025,Alwafa Bank,miscellaneous_transfers,0.0
2025-11-30,2024,Alwafa Bank,personal_purposes,12303300.0
2025-11-30,2025,Alwafa Bank,personal_purposes,9103100.0
2025-11-30,2024,Alwafa Bank,merchants_cards,0.0
2025-11-30,2025,Alwafa Bank,merchants_cards,0.0
2025-11-30,2024,Islamic Finance Bank,letters_of_credit,0.0
2025-11-30,2025,Islamic Finance Bank,letters_of_credit,10493847.0
2025-11-30,2024,Islamic Finance Bank,miscellaneous_transfers,0.0
2025-11-30,2025,Islamic Finance Bank,miscellaneous_transfers,0.0
2025-11-30,2024,Islamic Finance Bank,personal_purposes,0.0
2025-11-30,2025,Islamic Finance Bank,personal_purposes,0.0
2025-11-30,2024,Islamic Finance Bank,merchants_cards,0.0
2025-11-30,2025,Islamic Finance Bank,merchants_cards,0.0
2025-09-30,2024,Aman Bank for Trade and Investment,letters_of_credit,653133705.0
2025-09-30,2025,Aman Bank for Trade and Investment,letters_of_credit,1016869948.0
2025-09-30,2024,Aman Bank for Trade and Investment,miscellaneous_transfers,1729438.0
2025-09-30,2025,Aman Bank for Trade and Investment,miscellaneous_transfers,5142577.0
2025-09-30,2024,Aman Bank for Trade and Investment,personal_purposes,1397864900.0
2025-09-30,2025,Aman Bank for Trade and Investment,personal_purposes,2195084200.0
2025-09-30,2024,Aman Bank for Trade and Investment,merchants_cards,17995500.0
2025-09-30,2025,Aman Bank for Trade and Investment,merchants_cards,37529000.0
2025-09-30,2024,National Commercial Bank,letters_of_credit,1413175775.82
2025-09-30,2025,National Commercial Bank,letters_of_credit,1312518302.0
2025-09-30,2024,National Commercial Bank,miscellaneous_transfers,2434137.0
2025-09-30,2025,National Commercial Bank,miscellaneous_transfers,958057.0
2025-09-30,2024,National Commercial Bank,personal_purposes,900683000.0
2025-09-30,2025,National Commercial Bank,personal_purposes,972732400.0
2025-09-30,2024,National Commercial Bank,merchants_cards,12150000.0
2025-09-30,2025,National Commercial Bank,merchants_cards,3100000.0
2025-09-30,2024,Jumhouria Bank,letters_of_credit,1008733993.0
2025-09-30,2025,Jumhouria Bank,letters_of_credit,1170677279.0
2025-09-30,2024,Jumhouria Bank,miscellaneous_transfers,5172282.0
2025-09-30,2025,Jumhouria Bank,miscellaneous_transfers,1202588.0
2025-09-30,2024,Jumhouria Bank,personal_purposes,588190400.0
2025-09-30,2025,Jumhouria Bank,personal_purposes,571226700.0
2025-09-30,2024,Jumhouria Bank,merchants_cards,0.0
2025-09-30,2025,Jumhouria Bank,merchants_cards,0.0
2025-09-30,2024,Wahda Bank,letters_of_credit,625248926.0
2025-09-30,2025,Wahda Bank,letters_of_credit,996425671.0
2025-09-30,2024,Wahda Bank,miscellaneous_transfers,446220.0
2025-09-30,2025,Wahda Bank,miscellaneous_transfers,119507533.0
2025-09-30,2024,Wahda Bank,personal_purposes,604303500.0
2025-09-30,2025,Wahda Bank,personal_purposes,494637900.0
2025-09-30,2024,Wahda Bank,merchants_cards,0.0
2025-09-30,2025,Wahda Bank,merchants_cards,0.0
2025-09-30,2024,United Bank for Commerce and Investment,letters_of_credit,458152820.0
2025-09-30,2025,United Bank for Commerce and Investment,letters_of_credit,561722626.0
2025-09-30,2024,United Bank for Commerce and Investment,miscellaneous_transfers,0.0
2025-09-30,2025,United Bank for Commerce and Investment,miscellaneous_transfers,0.0
2025-09-30,2024,United Bank for Commerce and Investment,personal_purposes,405906100.0
2025-09-30,2025,United Bank for Commerce and Investment,personal_purposes,494450300.0
2025-09-30,2024,United Bank for Commerce and Investment,merchants_cards,0.0
2025-09-30,2025,United Bank for Commerce and Investment,merchants_cards,3400000.0
2025-09-30,2024,Nuran Bank,letters_of_credit,1015715781.0
2025-09-30,2025,Nuran Bank,letters_of_credit,729753779.0
2025-09-30,2024,Nuran Bank,miscellaneous_transfers,19939773.0
2025-09-30,2025,Nuran Bank,miscellaneous_transfers,3341760.0
2025-09-30,2024,Nuran Bank,personal_purposes,223572500.0
2025-09-30,2025,Nuran Bank,personal_purposes,307873350.0
2025-09-30,2024,Nuran Bank,merchants_cards,7139500.0
2025-09-30,2025,Nuran Bank,merchants_cards,13692376.0
2025-09-30,2024,North African Bank,letters_of_credit,300437283.0
2025-09-30,2025,North African Bank,letters_of_credit,668675489.0
2025-09-30,2024,North African Bank,miscellaneous_transfers,24900573.0
2025-09-30,2025,North African Bank,miscellaneous_transfers,13241750.0
2025-09-30,2024,North African Bank,personal_purposes,212055200.0
2025-09-30,2025,North African Bank,personal_purposes,335390000.0
2025-09-30,2024,North African Bank,merchants_cards,440000.0
2025-09-30,2025,North African Bank,merchants_cards,2920000.0
2025-09-30,2024,Assaray Trade and Investment Bank,letters_of_credit,356523003.0
2025-09-30,2025,Assaray Trade and Investment Bank,letters_of_credit,828660237.0
2025-09-30,2024,Assaray Trade and Investment Bank,miscellaneous_transfers,58741.0
2025-09-30,2025,Assaray Trade and Investment Bank,miscellaneous_transfers,18570871.0
2025-09-30,2024,Assaray Trade and Investment Bank,personal_purposes,64207500.0
2025-09-30,2025,Assaray Trade and Investment Bank,personal_purposes,61101100.0
2025-09-30,2024,Assaray Trade and Investment Bank,merchants_cards,0.0
2025-09-30,2025,Assaray Trade and Investment Bank,merchants_cards,3585500.0
2025-09-30,2024,Libyan Islamic Bank,letters_of_credit,602747999.0
2025-09-30,2025,Libyan Islamic Bank,letters_of_credit,637575890.0
2025-09-30,2024,Libyan Islamic Bank,miscellaneous_transfers,14074685.0
2025-09-30,2025,Libyan Islamic Bank,miscellaneous_transfers,3289444.0
2025-09-30,2024,Libyan Islamic Bank,personal_purposes,255911000.0
2025-09-30,2025,Libyan Islamic Bank,personal_purposes,249757641.0
2025-09-30,2024,Libyan Islamic Bank,merchants_cards,0.0
2025-09-30,2025,Libyan Islamic Bank,merchants_cards,3184200.0
2025-09-30,2024,Bank of Commerce and Development,letters_of_credit,322932972.0
2025-09-30,2025,Bank of Commerce and Development,letters_of_credit,334724953.0
2025-09-30,2024,Bank of Commerce and Development,miscellaneous_transfers,60236077.0
2025-09-30,2025,Bank of Commerce and Development,miscellaneous_transfers,42736358.0
2025-09-30,2024,Bank of Commerce and Development,personal_purposes,375766300.0
2025-09-30,2025,Bank of Commerce and Development,personal_purposes,464179100.0
2025-09-30,2024,Bank of Commerce and Development,merchants_cards,500000.0
2025-09-30,2025,Bank of Commerce and Development,merchants_cards,658000.0
2025-09-30,2024,Sahara Bank,letters_of_credit,361780928.0
2025-09-30,2025,Sahara Bank,letters_of_credit,465379223.0
2025-09-30,2024,Sahara Bank,miscellaneous_transfers,12811476.0
2025-09-30,2025,Sahara Bank,miscellaneous_transfers,25367145.0
2025-09-30,2024,Sahara Bank,personal_purposes,289409000.0
2025-09-30,2025,Sahara Bank,personal_purposes,277371100.0
2025-09-30,2024,Sahara Bank,merchants_cards,0.0
2025-09-30,2025,Sahara Bank,merchants_cards,300000.0
2025-09-30,2024,Yaqeen Bank,letters_of_credit,-1836621.0
2025-09-30,2025,Yaqeen Bank,letters_of_credit,387366082.0
2025-09-30,2024,Yaqeen Bank,miscellaneous_transfers,0.0
2025-09-30,2025,Yaqeen Bank,miscellaneous_transfers,10968744.0
2025-09-30,2024,Yaqeen Bank,personal_purposes,68414600.0
2025-09-30,2025,Yaqeen Bank,personal_purposes,213594075.0
2025-09-30,2024,Yaqeen Bank,merchants_cards,200000.0
2025-09-30,2025,Yaqeen Bank,merchants_cards,1918500.0
2025-09-30,2024,Andalus Bank,letters_of_credit,501208415.0
2025-09-30,2025,Andalus Bank,letters_of_credit,482871340.0
2025-09-30,2024,Andalus Bank,miscellaneous_transfers,13901269.0
