period_end,rank,category,value_usd,sector,section_seq,source_section_label
2025-09-30,26,Hygienic materials,35943411.0,private,1,According to Goods or Services - Private Sector
2025-09-30,27,Various navigational services,32995475.0,private,1,According to Goods or Services - Private Sector
2025-09-30,28,Stationery,32847868.0,private,1,According to Goods or Services - Private Sector
2025-09-30,29,Iron and steel factory operating requirements,32190686.0,private,1,According to Goods or Services - Private Sector
2025-09-30,30,Medical,28535158.0,private,1,According to Goods or Services - Private Sector
2025-09-30,31,Fruits and Vegetables,17084084.0,private,1,According to Goods or Services - Private Sector
2025-09-30,32,Importing a Gold Commodity,15939281.0,private,1,According to Goods or Services - Private Sector
2025-09-30,33,Butter,10723754.0,private,1,According to Goods or Services - Private Sector
2025-09-30,34,Carpets and Textiles,7266729.0,private,1,According to Goods or Services - Private Sector
2025-09-30,35,Ghee,6232659.0,private,1,According to Goods or Services - Private Sector
2025-09-30,36,Veterinary Medicines,6185012.0,private,1,According to Goods or Services - Private Sector
2025-09-30,37,Salary transfers,4718566.0,private,1,According to Goods or Services - Private Sector
2025-09-30,38,Fish and Marines,4353310.0,private,1,According to Goods or Services - Private Sector
2025-09-30,39,Special requests for Libyan Wings Company,3690357.0,private,1,According to Goods or Services - Private Sector
2025-09-30,40,Libyan Express Transport Company,2714766.0,private,1,According to Goods or Services - Private Sector
2025-09-30,41,Insurance Companies Transfers,2625786.0,private,1,According to Goods or Services - Private Sector
2025-09-30,42,Other Goods,1634557.0,private,1,According to Goods or Services - Private Sector
2025-09-30,43,MedSky Airways Company requests,664251.0,private,1,According to Goods or Services - Private Sector
2025-09-30,44,Oya Airways Company,647618.0,private,1,According to Goods or Services - Private Sector
2025-09-30,45,Ghadames Airways Company,512911.0,private,1,According to Goods or Services - Private Sector
2025-09-30,46,General Electricity Company Supplies,380013.0,private,1,According to Goods or Services - Private Sector
2025-09-30,47,Training Courses Transfers,41135.0,private,1,According to Goods or Services - Private Sector
2025-09-30,48,Insurance Companies Requests,29600.0,private,1,According to Goods or Services - Private Sector
2025-09-30,49,Flight Tickets,23874.0,private,1,According to Goods or Services - Private Sector
2025-08-31,1,Production and Operation Supplies,2688108063.0,private,1,According to Goods or Services - Private Sector
2025-08-31,2,Miscellaneous Food Commodities,2371849737.0,private,1,According to Goods or Services - Private Sector
2025-08-31,3,Building Materials and Construction Supplies,957592888.0,private,1,According to Goods or Services - Private Sector
2025-08-31,4,Machinery and Equipment,714194608.0,private,1,According to Goods or Services - Private Sector
2025-08-31,5,"Transportation, tires, batteries and spare parts",664902325.0,private,1,According to Goods or Services - Private Sector
2025-08-31,6,Electronic Equipment,520717061.0,private,1,According to Goods or Services - Private Sector
2025-08-31,7,Feeds,481783053.0,private,1,According to Goods or Services - Private Sector
2025-08-31,8,Human Medicines,377792918.0,private,1,According to Goods or Services - Private Sector
2025-08-31,9,Live and frozen meat,315761574.0,private,1,According to Goods or Services - Private Sector
2025-08-31,10,Agricultural,264230073.0,private,1,According to Goods or Services - Private Sector
2025-08-31,11,Essential Commodity Production Requirements,224802704.0,private,1,According to Goods or Services - Private Sector
2025-08-31,12,Household and Household Electrical,223073607.0,private,1,According to Goods or Services - Private Sector
2025-08-31,13,Cleaning Materials,146851144.0,private,1,According to Goods or Services - Private Sector
2025-08-31,14,"Milk, diapers and baby food",119074833.0,private,1,According to Goods or Services - Private Sector
2025-08-31,15,Burniq Air requests,104268986.0,private,1,According to Goods or Services - Private Sector
2025-08-31,16,Airlines Transfers,87032484.0,private,1,According to Goods or Services - Private Sector
2025-08-31,17,Milk,77857271.0,private,1,According to Goods or Services - Private Sector
2025-08-31,18,ICT Services,67901822.0,private,1,According to Goods or Services - Private Sector
2025-08-31,19,Cleaning Materials,62192797.0,private,1,According to Goods or Services - Private Sector
2025-08-31,20,Clothing and Shoes,61946304.0,private,1,According to Goods or Services - Private Sector
2025-08-31,21,Tobacco of all kinds,58834218.0,private,1,According to Goods or Services - Private Sector
2025-08-31,22,Agricultural,53990240.0,private,1,According to Goods or Services - Private Sector
2025-08-31,23,Furniture,46118154.0,private,1,According to Goods or Services - Private Sector
2025-08-31,24,Cheeses,41522894.0,private,1,According to Goods or Services - Private Sector
2025-08-31,25,Miscellaneous,32508781.0,private,1,According to Goods or Services - Private Sector
2025-08-31,26,Iron and steel factory operating requirements,32190686.0,private,1,According to Goods or Services - Private Sector
2025-08-31,27,Stationery,30430528.0,private,1,According to Goods or Services - Private Sector
2025-08-31,28,Various navigational services,29822273.0,private,1,According to Goods or Services - Private Sector
2025-08-31,29,Hygienic materials,28570526.0,private,1,According to Goods or Services - Private Sector
2025-08-31,30,Medical,28535158.0,private,1,According to Goods or Services - Private Sector
2025-08-31,31,Fruits and Vegetables,17084084.0,private,1,According to Goods or Services - Private Sector
2025-08-31,32,Importing a Gold Commodity,15939281.0,private,1,According to Goods or Services - Private Sector
2025-08-31,33,Butter,10590354.0,private,1,According to Goods or Services - Private Sector
2025-08-31,34,Carpets and Textiles,6223699.0,private,1,According to Goods or Services - Private Sector
2025-08-31,35,Veterinary Medicines,6185012.0,private,1,According to Goods or Services - Private Sector
2025-08-31,36,Ghee,4070004.0,private,1,According to Goods or Services - Private Sector
2025-08-31,37,Fish and Marines,3895720.0,private,1,According to Goods or Services - Private Sector
2025-08-31,38,Special requests for Libyan Wings Company,3690357.0,private,1,According to Goods or Services - Private Sector
2025-08-31,39,Libyan Express Transport Company,2652760.0,private,1,According to Goods or Services - Private Sector
2025-08-31,40,Insurance Companies Transfers,2590669.0,private,1,According to Goods or Services - Private Sector
2025-08-31,41,Other Goods,1634557.0,private,1,According to Goods or Services - Private Sector
2025-08-31,42,MedSky Airways Company requests,664251.0,private,1,According to Goods or Services - Private Sector
2025-08-31,43,Oya Airways Company,647618.0,private,1,According to Goods or Services - Private Sector
2025-08-31,44,Ghadames Airways Company,468136.0,private,1,According to Goods or Services - Private Sector
2025-08-31,45,General Electricity Company Supplies,380013.0,private,1,According to Goods or Services - Private Sector
2025-08-31,46,Training Courses Transfers,41135.0,private,1,According to Goods or Services - Private Sector
2025-08-31,47,Insurance Companies Requests,29600.0,private,1,According to Goods or Services - Private Sector
2025-08-31,48,Flight Tickets,23874.0,private,1,According to Goods or Services - Private Sector
2025-08-31,1,Machinery and Equipment,195252436.0,public,1,According to Goods or Services - Public Sector
2025-08-31,2,Human Medicines,188009583.0,public,1,According to Goods or Services - Public Sector
2025-08-31,3,Libyan Iron and Steel Company Requirements,149281240.0,public,1,According to Goods or Services - Public Sector
2025-08-31,4,Production and Operation Requirements,135060769.0,public,1,According to Goods or Services - Public Sector
2025-08-31,5,Housing Projects Authority Requests,85808181.0,public,1,According to Goods or Services - Public Sector
2025-08-31,6,Furniture,37500000.0,public,1,According to Goods or Services - Public Sector
2025-08-31,7,"Transportation, Tires, Supplies and Spare Parts",25337091.0,public,1,According to Goods or Services - Public Sector
2025-08-31,8,Communications and IT Services,17721318.0,public,1,According to Goods or Services - Public Sector
2025-08-31,9,Aletihad Alarabee Contracting Company J.S.C,16095000.0,public,1,According to Goods or Services - Public Sector
2025-08-31,10,Almadar Aljadid Company,14092428.0,public,1,According to Goods or Services - Public Sector
2025-08-31,11,Airline Transfers,11172673.0,public,1,According to Goods or Services - Public Sector
2025-08-31,12,Social Security Fund,10000000.0,public,1,According to Goods or Services - Public Sector
2025-08-31,13,Libya Development and Reconstruction Fund,9603350.0,public,1,According to Goods or Services - Public Sector
2025-08-31,14,Al Ahlia Cement Company J.S.C,7326433.0,public,1,According to Goods or Services - Public Sector
2025-08-31,15,Insurance Company Transfers,6719382.0,public,1,According to Goods or Services - Public Sector
2025-08-31,16,Libyana Mobile Phone Company Requests,4941797.0,public,1,According to Goods or Services - Public Sector
2025-08-31,17,Libya Telecom and Technology Company,4327881.0,public,1,According to Goods or Services - Public Sector
2025-08-31,18,Feeds,3281519.0,public,1,According to Goods or Services - Public Sector
2025-08-31,19,Housing Projects Authority Requests,2735717.0,public,1,According to Goods or Services - Public Sector
2025-08-31,20,Essential Commodity Production Requirements,1105340.0,public,1,According to Goods or Services - Public Sector
2025-08-31,21,Electronic Devices,1082101.0,public,1,According to Goods or Services - Public Sector
2025-08-31,22,Port Operating Requirements,780130.0,public,1,According to Goods or Services - Public Sector
2025-08-31,23,Training Course Transfers,652978.0,public,1,According to Goods or Services - Public Sector
2025-08-31,24,Libyan Ports Company,639527.0,public,1,According to Goods or Services - Public Sector
2025-08-31,25,Goods for Public Services,515040.0,public,1,According to Goods or Services - Public Sector
2025-08-31,26,Port Operation and Maintenance Requirements,432240.0,public,1,According to Goods or Services - Public Sector
2025-08-31,27,Production and Operation Services,214600.0,public,1,According to Goods or Services - Public Sector
2025-08-31,28,Awqaf General Authority and Islamic Affairs,197910.0,public,1,According to Goods or Services - Public Sector
2025-08-31,29,Libyan Airlines Requirements,123434.0,public,1,According to Goods or Services - Public Sector
2025-08-31,30,Hatef Libya Company Operating Supplies,42999.0,public,1,According to Goods or Services - Public Sector
2025-08-31,31,Medical Treatment Transfers,42920.0,public,1,According to Goods or Services - Public Sector
2025-08-31,32,Miscellaneous,40500.0,public,1,According to Goods or Services - Public Sector
2025-08-31,33,Airports Authority,1649.0,public,1,According to Goods or Services - Public Sector
2025-12-31,1,Production and Operation Supplies,3582197174.0,unspecified,1,According to Goods or Services
2025-12-31,2,Miscellaneous Food Commodities,3546809035.0,unspecified,1,According to Goods or Services
2025-12-31,3,Building Materials and Construction Supplies,1560647860.0,unspecified,1,According to Goods or Services
2025-12-31,4,"Transportation, tires, batteries and spare parts",963408384.0,unspecified,1,According to Goods or Services
2025-12-31,5,Machinery and Equipment,934203721.0,unspecified,1,According to Goods or Services
2025-12-31,6,Electronic Equipment,835227654.0,unspecified,1,According to Goods or Services
2025-12-31,7,Feeds,651938294.0,unspecified,1,According to Goods or Services
2025-12-31,8,Human Medicines,581490043.0,unspecified,1,According to Goods or Services
2025-12-31,9,Agricultural,522545784.0,unspecified,1,According to Goods or Services
2025-12-31,10,Live and frozen meat,397438726.0,unspecified,1,According to Goods or Services
2025-12-31,11,Household and Household Electrical,330640418.0,unspecified,1,According to Goods or Services
2025-12-31,12,Essential Commodity Production Requirements,304868147.0,unspecified,1,According to Goods or Services
2025-12-31,13,Cleaning Materials,267488838.0,unspecified,1,According to Goods or Services
2025-12-31,14,"Milk, diapers and baby food",171393455.0,unspecified,1,According to Goods or Services
2025-12-31,15,Airlines Transfers,145813314.0,unspecified,1,According to Goods or Services
2025-12-31,16,Burniq Air requests,124078050.0,unspecified,1,According to Goods or Services
2025-12-31,17,Milk,115405919.0,unspecified,1,According to Goods or Services
2025-12-31,18,Clothing and Shoes,105423004.0,unspecified,1,According to Goods or Services
2025-12-31,19,ICT Services,104248560.0,unspecified,1,According to Goods or Services
2025-12-31,20,Agricultural,104065325.0,unspecified,1,According to Goods or Services
2025-12-31,21,Tobacco of all kinds,98256093.0,unspecified,1,According to Goods or Services
2025-12-31,22,Cleaning Materials,88203244.0,unspecified,1,According to Goods or Services
2025-12-31,23,Furniture,79072580.0,unspecified,1,According to Goods or Services
2025-12-31,24,Miscellaneous,72576571.0,unspecified,1,According to Goods or Services
2025-12-31,25,Cheeses,62897941.0,unspecified,1,According to Goods or Services
2025-12-31,26,Various navigational services,60699593.0,unspecified,1,According to Goods or Services
2025-12-31,27,Stationery,47617067.0,unspecified,1,According to Goods or Services
2025-12-31,28,Hygienic materials,44242264.0,unspecified,1,According to Goods or Services
2025-12-31,29,Iron and steel factory operating requirements,32720236.0,unspecified,1,According to Goods or Services
2025-12-31,30,Medical,32299459.0,unspecified,1,According to Goods or Services
2025-12-31,31,Fruits and Vegetables,25912832.0,unspecified,1,According to Goods or Services
2025-12-31,32,Importing a Gold Commodity,21927381.0,unspecified,1,According to Goods or Services
2025-12-31,33,Carpets and Textiles,13864551.0,unspecified,1,According to Goods or Services
2025-12-31,34,Butter,11920721.0,unspecified,1,According to Goods or Services
2025-12-31,35,Fish and Marines,10813132.0,unspecified,1,According to Goods or Services
2025-12-31,36,Veterinary Medicines,9227396.0,unspecified,1,According to Goods or Services
2025-12-31,37,Ghee,6411919.0,unspecified,1,According to Goods or Services
2025-12-31,38,Salary transfers,4718566.0,unspecified,1,According to Goods or Services
2025-12-31,39,Special requests for Libyan Wings Company,3690357.0,unspecified,1,According to Goods or Services
2025-12-31,40,Libyan Express Transport Company,3594488.0,unspecified,1,According to Goods or Services
2025-12-31,41,Insurance Companies Transfers,3102680.0,unspecified,1,According to Goods or Services
2025-12-31,42,Other Goods,1747075.0,unspecified,1,According to Goods or Services
2025-12-31,43,General Electricity Company Supplies,1437307.0,unspecified,1,According to Goods or Services
2025-12-31,44,Training Courses Transfers,991135.0,unspecified,1,According to Goods or Services
2025-12-31,45,MedSky Airways Company requests,664251.0,unspecified,1,According to Goods or Services
2025-12-31,46,Oya Airways Company,647618.0,unspecified,1,According to Goods or Services
2025-12-31,47,Ghadames Airways Company,618503.0,unspecified,1,According to Goods or Services
2025-12-31,48,Fabrics and Carpets,448000.0,unspecified,1,According to Goods or Services
2025-12-31,49,Costs of tourism services,250000.0,unspecified,1,According to Goods or Services
2025-12-31,50,Insurance Companies Requests,55939.0,unspecified,1,According to Goods or Services
2025-12-31,51,Production and Operating Services,45540.0,unspecified,1,According to Goods or Services
2025-12-31,52,Flight Tickets,23874.0,unspecified,1,According to Goods or Services
2025-07-31,1,Production and Operation Supplies,2284725092.0,private,1,According to Goods or Services - Private Sector
2025-07-31,2,Miscellaneous Food Commodities,2009074994.0,private,1,According to Goods or Services - Private Sector
2025-07-31,3,Building Materials and Construction Supplies,752420831.0,private,1,According to Goods or Services - Private Sector
2025-07-31,4,Machinery and Equipment,616046921.0,private,1,According to Goods or Services - Private Sector
2025-07-31,5,"Transportation, tires, batteries and spare parts",512302158.0,private,1,According to Goods or Services - Private Sector
2025-07-31,6,Feeds,433535022.0,private,1,According to Goods or Services - Private Sector
2025-07-31,7,Electronic Equipment,426270398.0,private,1,According to Goods or Services - Private Sector
2025-07-31,8,Human Medicines,318354354.0,private,1,According to Goods or Services - Private Sector
2025-07-31,9,Live and frozen meat,292857672.0,private,1,According to Goods or Services - Private Sector
2025-07-31,10,Agricultural,223910281.0,private,1,According to Goods or Services - Private Sector
2025-07-31,11,Household and Household Electrical,187919304.0,private,1,According to Goods or Services - Private Sector
2025-07-31,12,Essential Commodity Production Requirements,178618125.0,private,1,According to Goods or Services - Private Sector
2025-07-31,13,Cleaning Materials,118452952.0,private,1,According to Goods or Services - Private Sector
2025-07-31,14,Burniq Air requests,100685680.0,private,1,According to Goods or Services - Private Sector
2025-07-31,15,"Milk, diapers and baby food",97881949.0,private,1,According to Goods or Services - Private Sector
2025-07-31,16,Airlines Transfers,77862026.0,private,1,According to Goods or Services - Private Sector
2025-07-31,17,Cleaning Materials,60880312.0,private,1,According to Goods or Services - Private Sector
2025-07-31,18,ICT Services,59996133.0,private,1,According to Goods or Services - Private Sector
2025-07-31,19,Milk,58591810.0,private,1,According to Goods or Services - Private Sector
2025-07-31,20,Tobacco of all kinds,46954874.0,private,1,According to Goods or Services - Private Sector
2025-07-31,21,Agricultural,45454201.0,private,1,According to Goods or Services - Private Sector
2025-07-31,22,Clothing and Shoes,44350206.0,private,1,According to Goods or Services - Private Sector
2025-07-31,23,Cheeses,37236254.0,private,1,According to Goods or Services - Private Sector
2025-07-31,24,Furniture,34489532.0,private,1,According to Goods or Services - Private Sector
2025-07-31,25,Iron and steel factory operating requirements,32190686.0,private,1,According to Goods or Services - Private Sector
2025-07-31,26,Medical,28535158.0,private,1,According to Goods or Services - Private Sector
2025-07-31,27,Stationery,24898945.0,private,1,According to Goods or Services - Private Sector
2025-07-31,28,Miscellaneous,23768552.0,private,1,According to Goods or Services - Private Sector
2025-07-31,29,Hygienic materials,21590143.0,private,1,According to Goods or Services - Private Sector
2025-07-31,30,Various navigational services,19119460.0,private,1,According to Goods or Services - Private Sector
2025-07-31,31,Fruits and Vegetables,15270470.0,private,1,According to Goods or Services - Private Sector
2025-07-31,32,Butter,10590354.0,private,1,According to Goods or Services - Private Sector
2025-07-31,33,Importing a Gold Commodity,7969531.0,private,1,According to Goods or Services - Private Sector
2025-07-31,34,Veterinary Medicines,5027489.0,private,1,According to Goods or Services - Private Sector
2025-07-31,35,Carpets and Textiles,4192472.0,private,1,According to Goods or Services - Private Sector
2025-07-31,36,Ghee,4070004.0,private,1,According to Goods or Services - Private Sector
2025-07-31,37,Special requests for Libyan Wings Company,3690357.0,private,1,According to Goods or Services - Private Sector
2025-07-31,38,Fish and Marines,2921045.0,private,1,According to Goods or Services - Private Sector
2025-07-31,39,Libyan Air Transport Company,2652760.0,private,1,According to Goods or Services - Private Sector
2025-07-31,40,Insurance Companies Transfers,2256378.0,private,1,According to Goods or Services - Private Sector
2025-07-31,41,Other Goods,1334557.0,private,1,According to Goods or Services - Private Sector
2025-07-31,42,MedSky Airways Company requests,664251.0,private,1,According to Goods or Services - Private Sector
2025-07-31,43,Oya Airways Company,647618.0,private,1,According to Goods or Services - Private Sector
2025-07-31,44,General Electricity Company Supplies,170520.0,private,1,According to Goods or Services - Private Sector
2025-07-31,45,Ghadames Airways Company,124136.0,private,1,According to Goods or Services - Private Sector
2025-07-31,46,Training Courses Transfers,41135.0,private,1,According to Goods or Services - Private Sector
2025-07-31,47,Insurance Companies Requests,29600.0,private,1,According to Goods or Services - Private Sector
2025-07-31,48,Flight Tickets,23874.0,private,1,According to Goods or Services - Private Sector
2025-07-31,1,Machinery and Equipment,195252436.0,public,1,According to Goods or Services - Public Sector
2025-07-31,2,Human Medicines,188009583.0,public,1,According to Goods or Services - Public Sector
2025-07-31,3,Libyan Iron and Steel Company Requirements,147670537.0,public,1,According to Goods or Services - Public Sector
2025-07-31,4,Production and Operation Requirements,134887769.0,public,1,According to Goods or Services - Public Sector
2025-07-31,5,Housing Projects Authority Requests,85808181.0,public,1,According to Goods or Services - Public Sector
2025-07-31,6,Furniture,37500000.0,public,1,According to Goods or Services - Public Sector
2025-07-31,7,"Transportation, Tires, Supplies and Spare Parts",24566189.0,public,1,According to Goods or Services - Public Sector
2025-07-31,8,Communications and IT Services,16237067.0,public,1,According to Goods or Services - Public Sector
2025-07-31,9,Aletihad Alarabee Contracting Company J.S.C,16095000.0,public,1,According to Goods or Services - Public Sector
2025-07-31,10,Almadar Aljadid Company,14092428.0,public,1,According to Goods or Services - Public Sector
2025-07-31,11,Social Security Fund,10000000.0,public,1,According to Goods or Services - Public Sector
2025-07-31,12,Airline Transfers,9622485.0,public,1,According to Goods or Services - Public Sector
2025-07-31,13,Libya Development and Reconstruction Fund,9603350.0,public,1,According to Goods or Services - Public Sector
2025-07-31,14,Insurance Company Transfers,6606677.0,public,1,According to Goods or Services - Public Sector
2025-07-31,15,Libyana Mobile Phone Company Requests,4941797.0,public,1,According to Goods or Services - Public Sector
2025-07-31,16,Libya Telecom and Technology Company,4213481.0,public,1,According to Goods or Services - Public Sector
2025-07-31,17,Al Ahlia Cement Company J.S.C,3774705.0,public,1,According to Goods or Services - Public Sector
2025-07-31,18,Feeds,3281519.0,public,1,According to Goods or Services - Public Sector
2025-07-31,19,Housing Projects Authority Requests,2735717.0,public,1,According to Goods or Services - Public Sector
2025-07-31,20,Essential Commodity Production Requirements,1105340.0,public,1,According to Goods or Services - Public Sector
2025-07-31,21,Electronic Devices,768978.0,public,1,According to Goods or Services - Public Sector
2025-07-31,22,Port Operating Requirements,692765.0,public,1,According to Goods or Services - Public Sector
2025-07-31,23,Training Course Transfers,652978.0,public,1,According to Goods or Services - Public Sector
2025-07-31,24,Goods for Public Services,515040.0,public,1,According to Goods or Services - Public Sector
2025-07-31,25,Libyan Ports Company,432240.0,public,1,According to Goods or Services - Public Sector
2025-07-31,26,Port Operation and Maintenance Requirements,234257.0,public,1,According to Goods or Services - Public Sector
2025-07-31,27,Production and Operation Services,214600.0,public,1,According to Goods or Services - Public Sector
2025-07-31,28,Awqaf General Authority and Islamic Affairs,197910.0,public,1,According to Goods or Services - Public Sector
2025-07-31,29,Libyan Airlines Requirements,123434.0,public,1,According to Goods or Services - Public Sector
2025-07-31,30,Hatef Libya Company Operating Supplies,42999.0,public,1,According to Goods or Services - Public Sector
2025-07-31,31,Medical Treatment Transfers,42920.0,public,1,According to Goods or Services - Public Sector
2025-07-31,32,Miscellaneous,40500.0,public,1,According to Goods or Services - Public Sector
2025-07-31,33,Airports Authority,1649.0,public,1,According to Goods or Services - Public Sector
2025-10-31,1,Production and Operation Supplies,3176662340.0,private,1,According to Goods or Services - Private Sector
2025-10-31,2,Miscellaneous Food Commodities,2905625950.0,private,1,According to Goods or Services - Private Sector
2025-10-31,3,Building Materials and Construction Supplies,1273508274.0,private,1,According to Goods or Services - Private Sector
2025-10-31,4,Machinery and Equipment,833285753.0,private,1,According to Goods or Services - Private Sector
2025-10-31,5,"Transportation, tires, batteries and spare parts",792499249.0,private,1,According to Goods or Services - Private Sector
2025-10-31,6,Electronic Equipment,698024012.0,private,1,According to Goods or Services - Private Sector
2025-10-31,7,Feeds,567189500.0,private,1,According to Goods or Services - Private Sector
2025-10-31,8,Human Medicines,471158281.0,private,1,According to Goods or Services - Private Sector
2025-10-31,9,Agricultural,438331368.0,private,1,According to Goods or Services - Private Sector
2025-10-31,10,Live and frozen meat,346651726.0,private,1,According to Goods or Services - Private Sector
2025-10-31,11,Household and Household Electrical,285359662.0,private,1,According to Goods or Services - Private Sector
2025-10-31,12,Essential Commodity Production Requirements,276719478.0,private,1,According to Goods or Services - Private Sector
2025-10-31,13,Cleaning Materials,207030001.0,private,1,According to Goods or Services - Private Sector
2025-10-31,14,"Milk, diapers and baby food",143934281.0,private,1,According to Goods or Services - Private Sector
2025-10-31,15,Airlines Transfers,114830448.0,private,1,According to Goods or Services - Private Sector
2025-10-31,16,Burniq Air requests,112892070.0,private,1,According to Goods or Services - Private Sector
2025-10-31,17,Milk,98335497.0,private,1,According to Goods or Services - Private Sector
2025-10-31,18,ICT Services,97029422.0,private,1,According to Goods or Services - Private Sector
2025-10-31,19,Tobacco of all kinds,88649193.0,private,1,According to Goods or Services - Private Sector
2025-10-31,20,Agricultural,86962990.0,private,1,According to Goods or Services - Private Sector
2025-10-31,21,Clothing and Shoes,80645443.0,private,1,According to Goods or Services - Private Sector
2025-10-31,22,Cleaning Materials,74483422.0,private,1,According to Goods or Services - Private Sector
2025-10-31,23,Furniture,68047337.0,private,1,According to Goods or Services - Private Sector
2025-10-31,24,Miscellaneous,61497960.0,private,1,According to Goods or Services - Private Sector
2025-10-31,25,Cheeses,49501208.0,private,1,According to Goods or Services - Private Sector
2025-10-31,26,Various navigational services,43287342.0,private,1,According to Goods or Services - Private Sector
2025-10-31,27,Stationery,40028896.0,private,1,According to Goods or Services - Private Sector
2025-10-31,28,Hygienic materials,39803864.0,private,1,According to Goods or Services - Private Sector
2025-10-31,29,Iron and steel factory operating requirements,32720236.0,private,1,According to Goods or Services - Private Sector
2025-10-31,30,Medical,28950886.0,private,1,According to Goods or Services - Private Sector
2025-10-31,31,Fruits and Vegetables,17813405.0,private,1,According to Goods or Services - Private Sector
2025-10-31,32,Importing a Gold Commodity,15939281.0,private,1,According to Goods or Services - Private Sector
2025-10-31,33,Butter,11288969.0,private,1,According to Goods or Services - Private Sector
2025-10-31,34,Carpets and Textiles,8402250.0,private,1,According to Goods or Services - Private Sector
2025-10-31,35,Fish and Marines,8202238.0,private,1,According to Goods or Services - Private Sector
2025-10-31,36,Veterinary Medicines,7408335.0,private,1,According to Goods or Services - Private Sector
2025-10-31,37,Ghee,6411919.0,private,1,According to Goods or Services - Private Sector
2025-10-31,38,Salary transfers,4718566.0,private,1,According to Goods or Services - Private Sector
2025-10-31,39,Special requests for Libyan Wings Company,3690357.0,private,1,According to Goods or Services - Private Sector
2025-10-31,40,Libyan Express Transport Company,3594488.0,private,1,According to Goods or Services - Private Sector
2025-10-31,41,Insurance Companies Transfers,2680694.0,private,1,According to Goods or Services - Private Sector
2025-10-31,42,Other Goods,1679902.0,private,1,According to Goods or Services - Private Sector
2025-10-31,43,MedSky Airways Company requests,664251.0,private,1,According to Goods or Services - Private Sector
2025-10-31,44,Oya Airways Company,647618.0,private,1,According to Goods or Services - Private Sector
2025-10-31,45,Ghadames Airways Company,523169.0,private,1,According to Goods or Services - Private Sector
2025-10-31,46,General Electricity Company Supplies,510923.0,private,1,According to Goods or Services - Private Sector
2025-10-31,47,Costs of tourism services,150000.0,private,1,According to Goods or Services - Private Sector
2025-10-31,48,Production and Operating Services,45540.0,private,1,According to Goods or Services - Private Sector
2025-10-31,49,Training Courses Transfers,41135.0,private,1,According to Goods or Services - Private Sector
2025-10-31,50,Insurance Companies Requests,29600.0,private,1,According to Goods or Services - Private Sector
2025-10-31,51,Flight Tickets,23874.0,private,1,According to Goods or Services - Private Sector
