period_end,rank,category,value_usd,sector,section_seq,source_section_label
2025-11-30,6,Electronic Equipment,798490948.0,unspecified,1,According to Goods or Services
2025-11-30,7,Feeds,606768818.0,unspecified,1,According to Goods or Services
2025-11-30,8,Human Medicines,535440490.0,unspecified,1,According to Goods or Services
2025-11-30,9,Agricultural Machinery and Equipment,482914100.0,unspecified,1,According to Goods or Services
2025-11-30,10,Live and frozen meat,385441540.0,unspecified,1,According to Goods or Services
2025-11-30,11,Household and Household Electrical,315710675.0,unspecified,1,According to Goods or Services
2025-11-30,12,Essential Commodity Production Requirements,282911270.0,unspecified,1,According to Goods or Services
2025-11-30,13,Cleaning Materials,252488319.0,unspecified,1,According to Goods or Services
2025-11-30,14,"Milk, diapers and baby food",161963827.0,unspecified,1,According to Goods or Services
2025-11-30,15,Airlines Transfers,128383477.0,unspecified,1,According to Goods or Services
2025-11-30,16,Burniq Air requests,119678971.0,unspecified,1,According to Goods or Services
2025-11-30,17,Milk,105905101.0,unspecified,1,According to Goods or Services
2025-11-30,18,ICT Services,103102762.0,unspecified,1,According to Goods or Services
2025-11-30,19,Tobacco of all kinds,97536093.0,unspecified,1,According to Goods or Services
2025-11-30,20,Clothing and Shoes,96497276.0,unspecified,1,According to Goods or Services
2025-11-30,21,Agricultural and Fertilizers,93017163.0,unspecified,1,According to Goods or Services
2025-11-30,22,Cleaning Materials,85558956.0,unspecified,1,According to Goods or Services
2025-11-30,23,Furniture,75779746.0,unspecified,1,According to Goods or Services
2025-11-30,24,Miscellaneous,67972526.0,unspecified,1,According to Goods or Services
2025-11-30,25,Cheeses,58416477.0,unspecified,1,According to Goods or Services
2025-11-30,26,Various navigational services,58202406.0,unspecified,1,According to Goods or Services
2025-11-30,27,Stationery,44574221.0,unspecified,1,According to Goods or Services
2025-11-30,28,Hygienic materials,41092377.0,unspecified,1,According to Goods or Services
2025-11-30,29,Iron and steel factory operating requirements,32720236.0,unspecified,1,According to Goods or Services
2025-11-30,30,Medical,29406038.0,unspecified,1,According to Goods or Services
2025-11-30,31,Fruits and Vegetables,22672001.0,unspecified,1,According to Goods or Services
2025-11-30,32,Importing a Gold Commodity,19932381.0,unspecified,1,According to Goods or Services
2025-11-30,33,Butter,11288969.0,unspecified,1,According to Goods or Services
2025-11-30,34,Carpets and Textiles,10581161.0,unspecified,1,According to Goods or Services
2025-11-30,35,Fish and Marines,10576497.0,unspecified,1,According to Goods or Services
2025-11-30,36,Veterinary Medicines,8231076.0,unspecified,1,According to Goods or Services
2025-11-30,37,Ghee,6411919.0,unspecified,1,According to Goods or Services
2025-11-30,38,Salary transfers,4718566.0,unspecified,1,According to Goods or Services
2025-11-30,39,Special requests for Libyan Wings Company,3690357.0,unspecified,1,According to Goods or Services
2025-11-30,40,Libyan Express Transport Company,3594488.0,unspecified,1,According to Goods or Services
2025-11-30,41,Insurance Companies Transfers,2698191.0,unspecified,1,According to Goods or Services
2025-11-30,42,Other Goods,1704512.0,unspecified,1,According to Goods or Services
2025-11-30,43,General Electricity Company Supplies,1084058.0,unspecified,1,According to Goods or Services
2025-11-30,44,MedSky Airways Company requests,664251.0,unspecified,1,According to Goods or Services
2025-11-30,45,Oya Airways Company,647618.0,unspecified,1,According to Goods or Services
2025-11-30,46,Ghadames Airways Company,562574.0,unspecified,1,According to Goods or Services
2025-11-30,47,Costs of tourism services,250000.0,unspecified,1,According to Goods or Services
2025-11-30,48,Fabrics and Carpets,250000.0,unspecified,1,According to Goods or Services
2025-11-30,49,Production and Operating Services,45540.0,unspecified,1,According to Goods or Services
2025-11-30,50,Training Courses Transfers,41135.0,unspecified,1,According to Goods or Services
2025-11-30,51,Insurance Companies Requests,29600.0,unspecified,1,According to Goods or Services
2025-11-30,52,Flight Tickets,23874.0,unspecified,1,According to Goods or Services
2025-09-30,1,Production and Operation Supplies,2861859469.0,private,1,According to Goods or Services - Private Sector
2025-09-30,2,Miscellaneous Food Commodities,2534525381.0,private,1,According to Goods or Services - Private Sector
2025-09-30,3,Building Materials and Construction Supplies,1050870609.0,private,1,According to Goods or Services - Private Sector
2025-09-30,4,Machinery and Equipment,749355133.0,private,1,According to Goods or Services - Private Sector
2025-09-30,5,"Transportation, tires, batteries and spare parts",705022107.0,private,1,According to Goods or Services - Private Sector
2025-09-30,6,Electronic Equipment,574393158.0,private,1,According to Goods or Services - Private Sector
2025-09-30,7,Feeds,501123654.0,private,1,According to Goods or Services - Private Sector
2025-09-30,8,Human Medicines,401653255.0,private,1,According to Goods or Services - Private Sector
2025-09-30,9,Live and frozen meat,334527226.0,private,1,According to Goods or Services - Private Sector
2025-09-30,10,Agricultural,324987477.0,private,1,According to Goods or Services - Private Sector
2025-09-30,11,Household and Household Electrical,247731456.0,private,1,According to Goods or Services - Private Sector
2025-09-30,12,Essential Commodity Production Requirements,237645587.0,private,1,According to Goods or Services - Private Sector
2025-09-30,13,Cleaning Materials,161639208.0,private,1,According to Goods or Services - Private Sector
2025-09-30,14,"Milk, diapers and baby food",125107506.0,private,1,According to Goods or Services - Private Sector
2025-09-30,15,Burniq Air requests,108488555.0,private,1,According to Goods or Services - Private Sector
2025-09-30,16,Airlines Transfers,102956997.0,private,1,According to Goods or Services - Private Sector
2025-09-30,17,Milk,84880054.0,private,1,According to Goods or Services - Private Sector
2025-09-30,18,ICT Services,78799935.0,private,1,According to Goods or Services - Private Sector
2025-09-30,19,Tobacco of all kinds,68357958.0,private,1,According to Goods or Services - Private Sector
2025-09-30,20,Clothing and Shoes,66502993.0,private,1,According to Goods or Services - Private Sector
2025-09-30,21,Cleaning Materials,64886136.0,private,1,According to Goods or Services - Private Sector
2025-09-30,22,Agricultural,56844221.0,private,1,According to Goods or Services - Private Sector
2025-09-30,23,Furniture,49662125.0,private,1,According to Goods or Services - Private Sector
2025-09-30,24,Cheeses,46197516.0,private,1,According to Goods or Services - Private Sector
2025-09-30,25,Miscellaneous,37313561.0,private,1,According to Goods or Services - Private Sector
