record_ark,title,authors,publisher,publication_date,year,era,document_type,document_class,is_data_source,language,subjects,is_digitised,gallica_ark,gallica_url,catalogue_url,found_by,holding_institution
cb485585792,"Záuia Grebérbi (dalle levate al 100.000 del 1920) Istituto geografico militare ; Triangolatori Top.fo Sgrilli, Top.fo straord.rio Spagnoli ; Capo Sezione Maggiore Gianni ; Mappatori Capitano Scarfi Capitano Lavizzari ; Capo Sezione Primo Topografo Fiechter",Sgrilli (19..-19..). Cartographe; Spagnoli (19..-19..). Cartographe; Gianni (19..-19..). Cartographe; Scarfi (19..-19..). Cartographe,Istituto geografico militare,1924,1924,italian,document cartographique,map,0,ita,Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb485585792,Cyrénaïque;Libye;Cirenaica,Bibliothèque nationale de France
cb485585928,"Záuia Mirád Masaúd (dalle levate al 100.000 del 1920) Istituto geografico militare ; Triangolatori Top.fo Sgrilli, Sottoten.te Jembo ; Capo Sezione Maggiore Gianni ; Mappatori Capitano Lavizzari Top.fo straord.rio Premuda ; Capo Sezione Primo Topografo Fiechter",Sgrilli (19..-19..). Cartographe; Jembo (19..-19..). Cartographe; Gianni (19..-19..). Cartographe; Lavizzari (19..-19..). Cartographe,Istituto geografico militare,1924,1924,italian,document cartographique,map,0,ita,Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb485585928,Cyrénaïque;Libye;Cirenaica,Bibliothèque nationale de France
cb48558605s,Záuiet Driána (dalle levate al 100.000 del 1920) Istituto geografico militare ; Triangolatori Topografi Sgrilli e Spagnoli ; Capo Sezione Maggiore Gianni ; Mappatori Capitano Covacivich ; Capo Sezione Primo Topografo Fiechter,Sgrilli (19..-19..). Cartographe; Spagnoli (19..-19..). Cartographe; Gianni (19..-19..). Cartographe; Covacivich (19..-19..). Cartographe,Istituto geografico militare,1924,1924,italian,document cartographique,map,0,ita,Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb48558605s,Cyrénaïque;Libye;Cirenaica,Bibliothèque nationale de France
cb48558658c,"Záuiet Mára (dalle levate al 100.000 del 1920) Istituto geografico militare ; Triangolatori Top.fo Sgrilli, Top.fo straord.rio Spagnoli ; Capo Sezione Maggiore Gianni ; Mappatori Capitano Campo Capitano Covacivich Capitano Lavizzari ; Capo Sezione Primo Topog.fo Fiechter",Sgrilli (19..-19..). Cartographe; Spagnoli (19..-19..). Cartographe; Gianni (19..-19..). Cartographe; Campo (19..-19..). Cartographe,Istituto geografico militare,1924,1924,italian,document cartographique,map,0,ita,Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb48558658c,Cyrénaïque;Libye;Cirenaica,Bibliothèque nationale de France
cb48558616f,"Záuiet el-Béida (dalle levate al 100.000 del 1920) Istituto geografico militare ; Triangolatori Top.fo Piacenti, Top.fo straord.rio Spagnoli ; Capo Sezione Maggiore Gianni ; Mappatori Top.fo Principale Gina E. Topografo Macari Top.fo straord.rio Premuda Top.fo straord.rio Gina P. ; Capo Sezione Primo Topografo Fiechter","Piacenti (19..-19..). Cartographe; Spagnoli (19..-19..). Cartographe; Gianni (19..-19..). Cartographe; Gina, E. (19..-19..). Cartographe",Istituto geografico militare,1924,1924,italian,document cartographique,map,0,ita,Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb48558616f,Cyrénaïque;Libye;Cirenaica,Bibliothèque nationale de France
cb48558641n,"Záuiet el-Gasréin (dalle levate al 100.000 del 1920) Istituto geografico militare ; Triangolatori Top.fo Sgrilli, Sottoten.te Jembo, Top.fo straord.rio Spagnoli ; Capo Sezione Maggiore Gianni ; Mappatori Capitano Lavizzari Capitano Piacentini Top.fo straord.rio Gina P. ; Capo Sezione Primo Topog.fo Fiechter",Sgrilli (19..-19..). Cartographe; Jembo (19..-19..). Cartographe; Spagnoli (19..-19..). Cartographe; Gianni (19..-19..). Cartographe,Istituto geografico militare,1924,1924,italian,document cartographique,map,0,ita,Cyrénaïque,0,,,https://catalogue.bnf.fr/ark:/12148/cb48558641n,Cyrénaïque;Libye;Cirenaica,Bibliothèque nationale de France
cb460026818,"L'esplorazione Géografica della Libia. Rassegna storica e bibliografica, 112 p., 1 carte h.t. au 1/4.000.000e. - Governo della Cirenaica Ufficio studi. Rapporti e Monografie coloniali","Mori, Attilio (1863-1937). Auteur du texte",[s.n.] (Bengasi et Firenze),1924-1927,1924,italian,texte imprimé,book,0,ita,Libye -- Exploration géographique -- 1924-1927,0,,,https://catalogue.bnf.fr/ark:/12148/cb460026818,Libye;Libia;Cirenaica;Bengasi,Bibliothèque nationale de France
cb46008515n,"Nozioni di agricoltura libica, VI + 88 p., photogr. h.t. (Governo della Cirenaica Ufficio studi. Rapporti e monografie coloniali)","Scaetta, Helios (1894-1941). Auteur du texte",[s.n.] (Bengasi),1924-1927,1924,italian,texte imprimé,book,0,ita,,0,,,https://catalogue.bnf.fr/ark:/12148/cb46008515n,Cirenaica;Bengasi,Bibliothèque nationale de France
cb37370425r,"Catalogue de la collection de Luynes : monnaies grecques ([Reprod. en fac-sim.]) par Jean Babelon,... ; [Bibliothèque Nationale, Département des médailles et antiques]","Babelon, Jean (1889-1978). Auteur du texte",A. Forni (Sala Bolognese),1924-1936,1924,italian,texte imprimé,book,0,ita,"Luynes, Honoré d'Albert (1802-1867 ; duc de) -- Collections de monnaies; Monnaies grecques; Bibliothèque nationale de France. Département des monnaies, médailles et antiques",0,,,https://catalogue.bnf.fr/ark:/12148/cb37370425r,Cyrénaïque,Bibliothèque nationale de France
cb33326464h,"Convegno di archeologia romana, Tripoli I-V maggio MCMXXV",,tip.-lit. Scuola d'arti e mestieri (Tripoli),1925,1925,italian,texte imprimé,book,0,ita,,0,,,https://catalogue.bnf.fr/ark:/12148/cb33326464h,Libye,Bibliothèque nationale de France
cb32162371w,La Reconquête de la Tripolitaine vue du camp des rebelles... [Préface de Pierre Granchamp] / Pompeo Gherardi,"Gherardi, Pompeo. Auteur du texte",Publication du Comité Algérie-Tunisie-Maroc (Paris),1925,1925,italian,texte imprimé,book,0,fre,Tripolitaine,0,,,https://catalogue.bnf.fr/ark:/12148/cb32162371w,Tripolitaine;Tripolitania,Bibliothèque nationale de France
cb45991312n,"La Tripolitaine en paix. Impressions de voyage I. Le Congrès archéologique international (1e - 5 mai 1925). II. Dans le Sud Tripolitain avec le Prince Di Scalea, Ministre des colonies d'Italie et le Gouverneur Comte Volpi. Une colonie qui progresse. Appendice. L'exposition des missions au Vatican. Paris, Ed. Soc. Et. col. & marit., 1925","Fidel, Camille (1878-1955). Auteur du texte",,1925,1925,italian,texte imprimé,book,0,fre,Tripolitaine -- 1925,0,,,https://catalogue.bnf.fr/ark:/12148/cb45991312n,Tripolitaine,Bibliothèque nationale de France
cb45999144n,Le dune mobili délia Tripolitania ed i risultati ottenuti con l'opéra di rimboschimento,"Leone, Guiseppe. Auteur du texte",Tipografia del Senato (Roma),1925,1925,italian,texte imprimé,book,0,ita,,0,,,https://catalogue.bnf.fr/ark:/12148/cb45999144n,Tripolitania,Bibliothèque nationale de France
cb45990746t,Le zone climatische della Tripolitania,"Eredia, Filippo (1877-1948). Auteur du texte",,1925,1925,italian,texte imprimé,book,0,ger,Tripolitaine -- Climatologie -- 1925,0,,,https://catalogue.bnf.fr/ark:/12148/cb45990746t,Tripolitaine;Tripolitania,Bibliothèque nationale de France
cb452653312,Monument aux morts [italien] à Tripoli (CNews) : [photographie de presse] / [Agence Rol],Agence Rol. Agence photographique (commanditaire),,1925,1925,italian,image fixe,photograph,0,fre,Guerre mondiale (1914-1918) -- Monuments -- Tripoli (Libye); Tripoli (Libye),1,btv1b53149254f,https://gallica.bnf.fr/ark:/12148/btv1b53149254f,https://catalogue.bnf.fr/ark:/12148/cb452653312,Libye,Bibliothèque nationale de France
cb46004479n,"Passage des sables par le désert Libyque oriental. (Przeglad Géograficzny, Varsovie, Tome V, 1925, p. 93-110, 1 carte, 2 photogr., 1 fig.) [En polonais avec résumé en français]","Pawłowski, Stanisław (1882-1940). Auteur du texte",,1925,1925,italian,texte imprimé,book,0,fre,Libye (Désert de) -- 1925,0,,,https://catalogue.bnf.fr/ark:/12148/cb46004479n,Libye,Bibliothèque nationale de France
cb45400451v,"21/4/26, cavaliers tripolitains, place du Colisée : [photographie de presse] / [Agence Rol]",Agence Rol. Agence photographique (commanditaire),,1926,1926,italian,image fixe,photograph,0,fre,Dromadaire; Cavaliers -- Tripoli (Libye); Rome (Italie) -- Colosseo,1,btv1b531610533,https://gallica.bnf.fr/ark:/12148/btv1b531610533,https://catalogue.bnf.fr/ark:/12148/cb45400451v,Libye,Bibliothèque nationale de France
cb453615356,"30/1/26, comte Volpi [à d.] et baron Avezzana au quai d'Orsay : [photographie de presse] / [Agence Rol]",Agence Rol. Agence photographique (commanditaire),,1926,1926,italian,image fixe,photograph,0,fre,"Volpi di Misurata, Giuseppe (1877-1947) -- Portraits; Romano Avezzana, Camillo (1867-1949) -- Portraits; Paris (France) -- Hôtel du ministre des affaires étrangères",1,btv1b531579449,https://gallica.bnf.fr/ark:/12148/btv1b531579449,https://catalogue.bnf.fr/ark:/12148/cb453615356,Misurata,Bibliothèque nationale de France
cb45361698c,"Avezzana [à d.] et Volpi, [M. Briand à g.] : [photographie de presse] / [Agence Rol]",Agence Rol. Agence photographique (commanditaire),,1926,1926,italian,image fixe,photograph,0,fre,"Volpi di Misurata, Giuseppe (1877-1947) -- Portraits; Briand, Aristide (1862-1932) -- Portraits; Romano Avezzana, Camillo (1867-1949) -- Portraits; Paris (France) -- Hôtel du ministre des affaires étrangères",1,btv1b53157945r,https://gallica.bnf.fr/ark:/12148/btv1b53157945r,https://catalogue.bnf.fr/ark:/12148/cb45361698c,Misurata,Bibliothèque nationale de France
cb45346810g,"Comte Volpi, Italien (CNews) : [photographie de presse] / [Agence Rol]",Agence Rol. Agence photographique (commanditaire),,1926,1926,italian,image fixe,photograph,0,fre,"Volpi di Misurata, Giuseppe (1877-1947) -- Portraits",1,btv1b53156642x,https://gallica.bnf.fr/ark:/12148/btv1b53156642x,https://catalogue.bnf.fr/ark:/12148/cb45346810g,Misurata,Bibliothèque nationale de France
cb33590079s,La Rinascità della Tripolitania. Memorie e studi sui quattro anni di governo del Conte Giuseppe Volpi di Misurata. Quindici xilografie di Edoardo del Neri,,Mondadori (Milano),1926,1926,italian,texte imprimé,book,0,ita,,0,,,https://catalogue.bnf.fr/ark:/12148/cb33590079s,Tripolitania;Misurata,Bibliothèque nationale de France
cb46012294q,"La rinascita della tripolitania. Mémoire e studi sui quattro anni de governo del Conte Guiseppe Volpi di Misurata. Milano, Mondedori, 1926","Volpi di Misurata, Giuseppe (1877-1947). Auteur du texte",,1926,1926,italian,texte imprimé,book,0,ita,Tripolitaine (Renaissance de la) -- 1926,0,,,https://catalogue.bnf.fr/ark:/12148/cb46012294q,Tripolitaine;Tripolitania;Misurata,Bibliothèque nationale de France
cb309427365,Les Italiens en Cyrénaïque et le Sénoussisme / Paul-Henri Michel,"Michel, Paul-Henri (1894-1964). Auteur du texte",A. Costes (Paris),1926,1926,italian,texte imprimé,book,0,fre,,0,,,https://catalogue.bnf.fr/ark:/12148/cb309427365,Cyrénaïque,Bibliothèque nationale de France
cb46001782n,Les roches cristallines et Volcaniques du Centre du désert de Libye,"Menchikoff, Nicolas (1900-1992). Auteur du texte",[s.n.] (),1926,1926,italian,texte imprimé,book,0,fre,,0,,,https://catalogue.bnf.fr/ark:/12148/cb46001782n,Libye,Bibliothèque nationale de France
cb460017819,"Observations géologiques faites au cours de l'expédition de S. A. S. le Prince Kemal-el-Dine Hussein dans le désert de Libye (1925-1926) S.l.n.d. [Paris, 1926]","Menchikoff, Nicolas (1900-1992). Auteur du texte",,1926,1926,italian,texte imprimé,book,0,fre,,0,,,https://catalogue.bnf.fr/ark:/12148/cb460017819,Libye,Bibliothèque nationale de France
cb31208790h,"Algérie, Tunisie, Tripolitaine, Malte / publié sous la direction de Marcel Monmarché... ; [Édition rédigée par MM. P. Ricard et al...]","Ricard, Prosper (1874-1952). Auteur du texte",Hachette (Paris),1927,1927,italian,texte imprimé,book,0,fre,Algérie (1830-1962); France -- Colonies,0,,,https://catalogue.bnf.fr/ark:/12148/cb31208790h,Tripolitaine,Bibliothèque nationale de France
