entity_id,name,schema,is_person,is_organisation,libya_link,libya_link_evidence,collection,is_target,countries,country_is_libya_only,topics,office_topics,is_pep,is_relative_or_associate,is_diplomat,is_judge,is_oligarch,is_sanctioned,is_sanction_linked,is_counter_sanctioned,is_export_controlled,is_person_of_interest,is_head_of_state_or_government,is_criminal_designation,gov_branch,is_libyan_official,offices_held,office_names,birth_date,death_date,birth_place,address_text,position_text,aliases,shabiya_ar,shabiya_en,shabiya_pcode,place_source,place_matched_on,place_matched_level,place_matched_script,datasets,first_seen,last_seen,source_urls,degree,component,component_size,betweenness
NK-TinkkQtAdcc5orgs3zc7qN,Mohammadreza Ali Akbari,Person,1,0,tie_via_multicountry_hub,UnknownLink:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,,0,crime.terror;export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,1,,0,0,,1967-10-31,,,,,"AKBARI, Ali; Mohammad Reza Abbas AliAkbari; Mohammadreza Ali-Akbari; ALI-AKBARI, Mohammadreza; ""AKBARI, Ali; ALIAKBARI, Mohammad Reza Abbas",,,,,,,,us_ofac_sdn;sa_pcct_terrorism_list;tw_shtc;us_trade_csl,2023-04-20,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=27271,1,0,217,0.0
NK-TyDcXQ2tXNCuADMfhjnwSj,Mehr Bank,Company,0,1,tie_via_multicountry_hub,UnknownLink:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,ir,0,poi;crime.terror;export.control;sanction,,0,0,0,0,0,1,0,0,1,1,0,1,,0,0,,,,,"Tehran, 204 Taleghani Ave., Iran; Tehran, 204, Before the Mofatteh Crossroad, Taleghani Ave.; Tehran, Taleghani St., No.204, Before the intersection of Mofateh, across from the former U.S. embassy",,MEHR FINANCE AND CREDIT INSTITUTE; Mehr Finance and Credit Institution; Mehr Iran Credit Union Bank; MEHR INTEREST-FREE BANK; Bank-E Gharzolhasaneh Mehr Iran; Mehr FCI; Gharzolhasaneh Mehr Iran Bank; Mehr Interest-Free Bank,,,,,,,,us_ofac_sdn;fr_tresor_gels_avoir;tw_shtc;us_trade_csl;ch_seco_sanctions;eu_fsf;us_fincen_special_measures;au_dfat_sanctions;be_fod_sanctions;mc_fund_freezes;sa_pcct_terrorism_list;ca_dfatd_sema_sanctions,2022-04-27,2026-09-12,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=1839 https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022R1010 https://sanctionssearch.ofac.treas.gov/Details.aspx?id=13143,1,0,217,0.0
NK-U2Mdh5BoyW3V8ZcVERdom2,Mohammed Boucharaya FARKASH,Person,1,0,country_tagged,country,sanctions,1,ly,1,sanction,,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,,1949-07-01,,"Al Bayda : LIBYE; Al Bayda; Al Bayda, Libya;
Al-Bayda, Libya; Al-Bayda",Libya,ancien chef du renseignement au Bureau de la sécurité extérieure en association étroite avec le régime; Former Director of intelligence in External Security Office,,الجبل الأخضر,Jabal al Akhdar,LY0106,birth_place,al bayda,romanisation,latin,fr_tresor_gels_avoir;mc_fund_freezes;eu_fsf;ch_seco_sanctions;au_dfat_sanctions;eu_travel_bans;be_fod_sanctions,2022-04-27,2026-09-12,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=1510 http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R0044&rid=1,0,34,1,0.0
NK-UJ6VjXqPL3Amtn8hgRZZX9,Capitana Seas Limited,Organization,0,1,tie_via_multicountry_hub,UnknownLink:Q310406,sanctions,1,,0,sanction,,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,fr_tresor_gels_avoir;mc_fund_freezes;gb_fcdo_sanctions;eu_fsf;ch_seco_sanctions;be_fod_sanctions,2023-04-20,2026-09-12,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=1996 http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R0044&rid=1,1,1,14,0.0
NK-UREq2TewkT69yVkcyP5t2M,Maftah Mohamed ELMABRUK,Person,1,0,country_tagged,country,sanctions,1,gb;ly,0,export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,,1950-05-01,,Libya,undetermined,,"EL MOBRUK, Maftah; AL-FATHALI, Al-Mabruk; ELMABRUK, Mustah; Muftah EL MABRUK; EL MABRUK, Muftah; AL MABROOK, Muftah; Al-Mabruk AL-FATHALI; Muftah AL MABROOK",,,,,,,,us_ofac_sdn;tw_shtc;us_trade_csl,2023-04-20,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=11173,0,35,1,0.0
NK-UWnvVbyGgBSund99h6UCBb,Nur Al-Din AL-DIBISKI,Person,1,0,country_tagged,country,sanctions,1,ly,1,crime.terror;export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,1,,0,0,,1963,,"Tripoli, Libya; Tripoli; Tripoli, Libyan Arab Jamahiriya; Tripoli, LIBYA; Libya; Tripoli : LIBYE","Bab Ben Ghasheer, Tripoli; Bab Ben Ghasheer, Tripoli, Libya; Bab Ben Ghasheer, Tripoli Libyan Arab Jamahiriya",,"NAIM, Abu; アブー・ナイム; Abu Naim; AL-WARUD, Abu; RAJAB, Abdallah; AL-DABASKI, Salim Nur al-Din; Abdullah RAGAB; Abu Al-Ward",طرابلس,Tripoli,LY0211,birth_place,tripoli,shabiya,latin,tw_shtc;jp_mof_sanctions;eu_fsf;au_dfat_sanctions;tr_fcib;gb_fcdo_sanctions;un_sc_sanctions;ar_repet;qa_nctc_sanctions;ua_sfms_blacklist;fr_tresor_gels_avoir;us_ofac_sdn,2022-04-27,2026-09-12,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:015:0001:0019:EN:PDF https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=2746 https://sanctionssearch.ofac.treas.gov/Details.aspx?id=10327,0,36,1,0.0
NK-UdowvUWUzRAZMVTvxHhFvu,Masoud Jalili,Person,1,0,tie_via_multicountry_hub,Ownership:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,ir,0,export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,,1987-12-08,,"Tehran, Iran","Number 3, Kagzar Alley, Shahid Hedayeti Avenue, Shahid Soleimani Expressway Tehran 1675646611 Iran; Tehran, Number 3, Kagzar Alley, Shahid Hedayeti Avenue, Shahid Soleimani Expressway, 1675646611",,,,,,,,,,us_ofac_sdn;tw_shtc;us_trade_csl,2024-09-27,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=50546,1,0,217,0.0
NK-Ue3LEDP3YKz4hDcTm8Waok,Design and Manufacturing of Aircraft Engines (DAMA),Organization,0,1,tie_via_multicountry_hub,UnknownLink:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,ir,0,export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,,,,,"Shishesh Mina Street, Karaj Special Road, Tehran, Iran; Shishesh Mina Street, Karaj Special Road Tehran IR; Km 16 Karaj Special Road, Téhéran",,TEM Co.; طراحی و ساخت موتور هواپیما; Societatea de proiectare și fabricare de motoare de aeronave; Design and Manufacture of Aircraft Engines; Turbine Engineering Manufacturing (TEM); Turbine Engineering Manufacturing Industries; Iranian Turbine Manufacturing Industries; TEM,,,,,,,,eu_journal_sanctions;tw_shtc;eu_fsf;ua_nsdc_sanctions;au_dfat_sanctions;ca_dfatd_sema_sanctions;gb_fcdo_sanctions;fr_tresor_gels_avoir;us_ofac_sdn;eu_sanctions_map;us_trade_csl;ch_seco_sanctions,2023-02-01,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=39039 https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022R2430 https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=5116,1,0,217,0.0
NK-UfP2C77hPsyfcn2HDMTzP2,Abd-al-Shafi al-JUWAIFI,Person,1,0,country_tagged,citizenship,peps,1,ly,1,role.pep,gov.executive;gov.national,1,0,0,0,0,0,0,0,0,0,0,0,executive;national,1,2,Minister of Local Government; Minister of Sports,,,,,Minister of Local Government; Minister of Sports,,,,,,,,,us_cia_world_leaders;ann_pep_positions,2024-05-02,2026-09-12,https://www.cia.gov/resources/world-leaders/foreign-governments/libya,0,37,1,0.0
NK-Ufn4fdY4HcVzqzbc3a4vB7,Muhammad Qasim Al-Bazzal,Person,1,0,tie_via_multicountry_hub,UnknownLink:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,lb,0,crime.terror;export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,1,,0,0,,1984-08-26,,"Baalbek; Ba'albakk, Lebanon",,,"Mohamad Bazzal; BAZZAL, Mohamad",,,,,,,,us_ofac_sdn;sa_pcct_terrorism_list;tw_shtc;us_trade_csl,2023-04-20,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=26122,1,0,217,0.0
NK-V2c2Qpw4Q5do6VwTP2ssm4,Mohamed Mohamed Farrara Lashtar,Person,1,0,country_tagged,country,sanctions,1,ly;ni,0,sanction,,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,,1959-05-17,,,"Residencial Las Colinas, Calle de los Cerros, Casa 330, Managua",,Mohammed Mohammed Ferrara Lashtar; Mohamed Mohamed Ferrara Lashtar,,,,,,,,us_ofac_sdn;ca_dfatd_sema_sanctions;us_trade_csl,2023-04-20,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=33331,0,38,1,0.0
NK-V3yjEXHcfBpDnTzDoeR7Wb,Nourddin Milood M Musbah,Person,1,0,country_tagged,country,sanctions,1,cy;ly;mt,0,export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,,1974-09-02,,,"Cyprus; Ben Ashoor Tripoli Libya; Ben Ashoor, Tripoli",,"MOHAMED, Nour Addin Meloud; Nour Addin Meloud Mohamed",طرابلس,Tripoli,LY0211,address,tripoli,shabiya,latin,us_ofac_sdn;tw_shtc;us_trade_csl,2023-04-20,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=28299,1,11,2,0.0
NK-VNERCZAZrpg5RvphApUB5B,Parviz ABSALAN,Person,1,0,tie_via_multicountry_hub,Representation:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,ir,0,export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,,1964-08-11,,"Zabol, Sistan and Baluchistan Province",Zahedan; Zahedan Iran,"Deputy Head of the IRGC in Sistan and Baluchestan province; Général; Grade: général.
Fonction: chef adjoint du Corps des gardiens de la révolution islamique (IRGC) dans la province du Sistan-Baloutchistan.; IRGC Deputy Commander Sistan and Baluchistan (Salman Corps); Deputy Commander of IRGC Salman Corps of Sistan and Baluchistan Province; Chef adjoint du Corps des gardiens de la révolution islamique (IRGC) dans la province du Sistan- Baloutchistan",پرویز آبسالان; ABSALAN Parviz,,,,,,,,us_ofac_sdn;fr_tresor_gels_avoir;tw_shtc;eu_fsf;ua_nsdc_sanctions;us_trade_csl;eu_travel_bans;be_fod_sanctions;ca_dfatd_sema_sanctions;mc_fund_freezes;gb_fcdo_sanctions,2023-04-20,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=42537 https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022R2231 https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=5079,1,0,217,0.0
NK-VhbRTuH7dVnatXe7y4wSf6,Muhammad Qahtan al-Sa'idi,Person,1,0,tie_via_multicountry_hub,UnknownLink:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,iq,0,export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,,1996-06-07,,,"Jisr Diyala, Karrada District, Baghdad; Jisr Diyala, Karrada District Baghdad Baghdad Governorate Iraq",,"Muhammad Qahtan; Muhammad Qahtan Hasan Muhammad al-Shimawi; QAHTAN, Muhammad; QAHTAN HASAN MUHAMMAD AL-SHIMAWI, Muhammad",,,,,,,,us_ofac_sdn;tw_shtc;us_trade_csl,2025-10-09,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=55930,1,0,217,0.0
NK-Vi66NTp7uG6HQ2VzftJdU8,Rayan Roshd Afzar Company,Organization,0,1,tie_via_multicountry_hub,UnknownLink:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,ir,0,export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,,,,,"Tehran, No. 16, Barazandeh St., North Sohrevardi St., Seyed Khandan; Tehran, North Unit, Third Floor, Plaque 2, South Yasman Street, Fourth Yas Street, Railway Town, Central District; No. 16, Barazandeh St., North Sohrevardi St., Seyed Khandan Tehran Iran",,Ariotek; Rayan Roshd Company; آریوتک,,,,,,,,us_ofac_sdn;jp_meti_eul;us_trade_csl;tw_shtc,2023-04-20,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=22688,1,0,217,0.0
NK-VpyDLB6jumX44BTJTgVWeq,Konstantinos Stavridis,Person,1,0,tie_via_multicountry_hub,UnknownLink:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,ae;gr,0,crime.terror;export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,1,,0,0,,1949-03-18,,"Elliniko, Greece; Alenico",United Arab Emirates,,,,,,,,,,us_ofac_sdn;sa_pcct_terrorism_list;tw_shtc;us_trade_csl,2023-04-20,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=34956,1,0,217,0.0
NK-VuD5VVuNSrztqDupPa6jxF,MERAI ABDEFATTAH KHALIL ZOGHBI,Person,1,0,country_tagged,country,sanctions,1,ly;ma,0,crime.terror;export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,1,,0,0,,1968-01-14,,"Morocco; Bendasi; - Bengasi, Libya
- Maroko
- Bendasi, Libya
- Libya; Bendasi, LIBYA; Bengazi; Bengasi : LIBYE
Bendasi : LIBYE
MAROC
LIBYE; Bengasi; Bengasi, Libya; Libya; Bengasi, LIBYA; Bendasi, Libya",,Member of Libyan Islamic Fighting Group,Meri Albdelfattah Zgbye; ラーツグ・ベン・イラ; Larzg Ben ILA; Merai Zoghbai; F'raji di Singapore; Larzg Ben Ila; Mohamed Lebachir; مرعي عبدفتاح خليل زغبي,بنغازي,Benghazi,LY0103,birth_place,bengasi,romanisation,latin,tw_shtc;jp_mof_sanctions;eu_fsf;au_dfat_sanctions;tr_fcib;gb_fcdo_sanctions;un_sc_sanctions;ar_repet;qa_nctc_sanctions;ua_sfms_blacklist;fr_tresor_gels_avoir;ch_seco_sanctions,2022-04-27,2026-09-12,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=3161 https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32023R1139,0,39,1,0.0
NK-W4xcJCwtH4hmWaezbVkZiv,Azadegan Transportation Company,Organization,0,1,tie_via_multicountry_hub,Ownership:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,ir,0,export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,,,,,"Tehran, Kilometer 9 Jadeh Makhsos, Esteghlal Town, Obeydi Blvd, Jalal Amadegah St, Shahid Hasheminejad; Kilometer 9 Jadeh Makhsos, Esteghlal Town, Obeydi Blvd, Jalal Amadegah St, Shahid Hasheminejad Tehran Iran",,,,,,,,,,us_ofac_sdn;tw_shtc;us_trade_csl,2024-09-10,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=49030,1,0,217,0.0
NK-WBxPAsNkFUZEniYXbPCdHe,Libyan Investment Authority,Organization,0,1,country_tagged,country,sanctions,1,ly,1,export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,,,,,"1 Fateh Tower Office, No 99 22nd Floor, Borgaida Street Tripoli Libya 1103; 1 Fateh Tower Office, No 99, 22nd Floor, Borgaida Street, Tripoli, Libya; 1 Fateh Tower Office, No 99 22nd Floor, Borgaida Street, Tripoli, 1103",,Libijsko Tijelo za Ulaganja; Libyan Foreign Investment Company (LFIC); Libyan Foreign Investment Company; Líbiai Beruházási Hatóság; Libyjská investiční agentura; LFIC; Lībijas ieguldījumu iestāde; Compania Libiană pentru Investiții Străine,طرابلس,Tripoli,LY0211,address,tripoli,shabiya,latin,fr_tresor_gels_avoir;tw_shtc;jp_mof_sanctions;eu_fsf;ch_seco_sanctions;au_dfat_sanctions;be_fod_sanctions;za_fic_sanctions;mc_fund_freezes;gb_fcdo_sanctions;ua_sfms_blacklist;un_sc_sanctions,2022-04-27,2026-09-12,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=1975 http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32017R0489&from=EN,2,7,3,1.0
NK-X5iawSa5BbFxZuaTrSfTBr,Chiranjeev Kumar Singh,Person,1,0,tie_via_multicountry_hub,UnknownLink:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,ae;in,0,crime.terror;export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,1,,0,0,,1979-03-01,,Muzaffarpur,Muzaffarpur -; United Arab Emirates; Muzaffarpur India,,"SINGH, Cheeranjeev Kumar; Chiranjeev Kumar; Cheeranjeev Kumar Singh; Singh",,,,,,,,us_ofac_sdn;sa_pcct_terrorism_list;tw_shtc;us_trade_csl,2023-04-20,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=34959,1,0,217,0.0
NK-XWSyx9LtLfH8pe3JToRtnX,FEBRUARY 14 COALITION,Organization,0,1,tie_via_multicountry_hub,UnknownLink:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,,0,crime.terror;sanction,,0,0,0,0,0,1,0,0,0,0,0,1,,0,0,,,,,,,,,,,,,,,ae_local_terrorists;sa_pcct_terrorism_list,2023-04-20,2026-09-12,,1,0,217,0.0
NK-XfbWhq925ZvtHj3TZbBsTb,Shahroudi Ali Saeedi,Person,1,0,tie_via_multicountry_hub,UnknownLink:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,ir,0,sanction,,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,,1950,,"Shahrud, Semnan, Iran",,"Representative of the Guide for the Pasdaran since 1995; Chef du bureau idéologique et politique du guide suprême en sa qualité de commandant en chef; Formerly served in the Intelligence Units of the IRGC; Head of the Political and Ideological Office of the Supreme Leader; Ancien représentant du Guide suprême chez les Pasdaran (1995-2020); Currently heads the Supreme Leader’s own Ideational-Political Office; Since March 2017, head of the ideological and political bureau of the Supreme Leader in his role as Commander-in-chief.; Chef du bureau idéologique politique du Guide suprême; Depuis mars 2017, chef du bureau idéologique et politique du guide suprême en sa qualité de commandant en chef. Auparavant représentant du guide suprême auprès de l’IRGC.; Chef du bureau idéologique politique du Guide suprême,
Ancien représentant du Guide suprême chez les Pasdaran (1995-2020); Head of the Supreme Leader's political ideology bureau. Former representative  of the Supreme Leader for the Pasdaran (1995-2020)  after spending his whole career within the institution of the military, and specifically in the Pasdaran intelligence service.; Representative of the Guide for the Pasdaran",Saeedi Hojjat-al-Eslam Ali; Hojatoleslam Ali Saidi; Shahroudi Ali Saeedi; Saeedi; Hojjat al Eslam Ali Saidi; سعیدی; Saidi Hojjat-al-Eslam Ali; Hojatoleslam Ali Saidi Shahroudi,,,,,,,,fr_tresor_gels_avoir;eu_fsf;ua_nsdc_sanctions;ch_seco_sanctions;au_dfat_sanctions;eu_travel_bans;be_fod_sanctions;ca_dfatd_sema_sanctions;mc_fund_freezes;gb_fcdo_sanctions,2023-04-20,2026-09-12,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=1154 https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2021.125.01.0001.01.ENG&toc=OJ%3AL%3A2021%3A125%3ATOC https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=1378,1,0,217,0.0
NK-XpDDrntRGAwjLRJTWWgkt8,NAJMEDDIN A. ELYAZGI,LegalEntity,0,1,country_tagged,country,sanctions,1,ly,1,export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,,,,,"OKBA AIR BASE, TRIPOLI; OKBA AIR BASE, TRIPOLI, LY,",,,طرابلس,Tripoli,LY0211,address,tripoli,shabiya,latin,us_bis_denied;us_trade_csl,2023-04-20,2026-09-12,,0,40,1,0.0
NK-Xz9VbxXJDbFXEihkmbvkdu,MANOJ SABHARWAL OM PRAKASH,Person,1,0,tie_via_multicountry_hub,UnknownLink:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,in,0,crime.terror;sanction,,0,0,0,0,0,1,0,0,0,0,0,1,,0,0,,1960-12-01,,الهند,"Dubai, United Arab Emirates",,,,,,,,,,ae_local_terrorists;sa_pcct_terrorism_list,2024-04-03,2026-09-12,,1,0,217,0.0
NK-XzP9kE42ivvoJsRFtqCQeM,Behineh Trading Co.,Company,0,1,tie_via_multicountry_hub,UnknownLink:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,ir,0,sanction.counter;export.control;sanction,,0,0,0,0,0,1,0,1,1,0,0,0,,0,0,,,,,"Iran; Tehran, Iran; Tehran, Tavakoli Building, Opposite of 15th Alley, Emam-Jomeh Street, Iran (Islamic Republic of)",,"Behineh Trading; Torhova kompaniia ""Bekhine""; مؤسسة بهينه التجارية; La Compañía Comercial Behineh",,,,,,,,eu_journal_sanctions;tw_shtc;jp_mof_sanctions;eu_fsf;ua_nsdc_sanctions;au_dfat_sanctions;ca_dfatd_sema_sanctions;tr_fcib;gb_fcdo_sanctions;un_sc_sanctions;qa_nctc_sanctions;fr_tresor_gels_avoir,2023-04-20,2026-09-12,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=1781 https://sanctionssearch.ofac.treas.gov/Details.aspx?id=13110 https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025R1982,1,0,217,0.0
NK-Y855M94WoKyKvDUgpVns48,Zedxion Exchange Ltd,Organization,0,1,tie_via_multicountry_hub,UnknownLink:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,gb,0,crime.terror;export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,1,,0,0,,,,,"Shelton Street 71–75, London, Cardiff; 71-75 Shelton Street, London WC2H 9JQ; 71-75 Shelton Street London WC2H 9JQ United Kingdom",,Zedxion Limited,,,,,,,,us_ofac_sdn;il_mod_terrorists;us_trade_csl;tw_shtc,2026-01-30,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=56867,1,0,217,0.0
NK-YEhcUD3CJYjzLmJDVRfWif,Abd-al-Hamid DUBAYBAH,Person,1,0,country_tagged,citizenship,peps,1,ly,1,role.pep,gov.executive;gov.head;gov.national,1,0,0,0,0,0,0,0,0,0,1,0,executive;head;national,1,2,Minister of Defence; Prime Minister,,,,,Prime Minister; Minister of Defense,,,,,,,,,us_cia_world_leaders;ann_pep_positions,2023-04-20,2026-09-12,https://www.cia.gov/resources/world-leaders/foreign-governments/libya,0,41,1,0.0
NK-YJW5UGsLLLku4QBSc9JL3t,Mus'ab Mustafa Abu al Qassim Omar,Person,1,0,country_tagged,country,sanctions,1,ly,1,export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,,1983-01-19,,"Sabratha, LIBYA; Sabratha : LIBYE; Sabratha; サブラタ（Sabratha）、リビア; Libya; Sabratha, Libya",Sabratha Libya; Sabratha,国境を超えた密売ネットワークの指導者; Leader of a transnational trafficking network; （Leader of a transnational trafficking network）,"Mus'ab Abu Qarin; ABU-AL QASSIM OMAR Musab Boukrin; مصعب مصطفى ابو القاسم عمر مصطفى ابو القاسم عمر; Mus’ab Abu Qarin; Musab Abu Qarin; ABU-QURAYN, Mus'ab; ムスアブ・アブカリン; Mus'ab Abu-Qurayn",النقاط الخمس,Nuqat al Khams,LY0215,birth_place,sabratha,romanisation,latin,fr_tresor_gels_avoir;us_ofac_sdn;tw_shtc;jp_mof_sanctions;eu_fsf;ch_seco_sanctions;us_trade_csl;au_dfat_sanctions;eu_travel_bans;be_fod_sanctions;za_fic_sanctions;mc_fund_freezes,2022-04-27,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=24310 https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=1346 https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32018R1285&from=EN,0,42,1,0.0
NK-YSJstkRDhJjGHko6FdVx9Z,Meghdad Amini,Person,1,0,tie_via_multicountry_hub,UnknownLink:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,ir,0,crime.terror;export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,1,,0,0,,1982-05-06,,"ايران; Tehran; Tehran, Iran",,,,,,,,,,,us_ofac_sdn;sa_pcct_terrorism_list;tw_shtc;us_trade_csl;ae_local_terrorists;qa_nctc_sanctions,2023-04-20,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=24533,1,0,217,0.0
NK-YWUBXpeFiTsiroWa7UqRUf,Central Bank of Libya,Organization,0,1,country_tagged,country,sanctions,0,ly,1,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,us_fincen_special_measures;gb_fcdo_sanctions,2026-01-08,2026-09-12,https://www.fincen.gov/system/files/shared/waisgate3.pdf,2,5,4,2.0
NK-YmhPApkeRGfmAuZ7Phxouz,Ghorban Mohammad VALIZADEH,Person,1,0,tie_via_multicountry_hub,Representation:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,ir,0,export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,,1974-09-23,,,Tehran; Iran; Tehran Iran,Islamic Revolutionary Guard Corps Commander for Tehran Province,"VALIZADEH SHARAK, Ghorban Mohammad; Ghorban Mohammad VALIZADEH Sharak; VALIZADEH SHARAK Ghorban Mohammad",,,,,,,,us_ofac_sdn;au_dfat_sanctions;us_trade_csl;tw_shtc,2026-01-30,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=56894,1,0,217,0.0
NK-Yta4Agzv6ygaagPZmzGs89,Hamidreza Moghadam Far,Person,1,0,tie_via_multicountry_hub,Representation:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,ir,0,export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,,1962-03-31,,"Tehran, Iran",Iran,,"Hamidreza Moghaddam; Hamid Reza Moghadam Far; MOGHADDAM, Hamidreza; حمید رضا مقدم; MOGHADAM FAR, Hamid Reza",,,,,,,,us_ofac_sdn;tw_shtc;us_trade_csl,2023-09-15,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=44928,1,0,217,0.0
NK-YvhBuayvMgWVWL4yN9prCr,Cognitive Design Production Center,Organization,0,1,tie_via_multicountry_hub,Ownership:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,ir,0,export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,,,,,Tehran; Tehran Iran,,,,,,,,,,us_ofac_sdn;tw_shtc;us_trade_csl,2024-12-31,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=51399,1,0,217,0.0
