entity_id,name,schema,is_person,is_organisation,libya_link,libya_link_evidence,collection,is_target,countries,country_is_libya_only,topics,office_topics,is_pep,is_relative_or_associate,is_diplomat,is_judge,is_oligarch,is_sanctioned,is_sanction_linked,is_counter_sanctioned,is_export_controlled,is_person_of_interest,is_head_of_state_or_government,is_criminal_designation,gov_branch,is_libyan_official,offices_held,office_names,birth_date,death_date,birth_place,address_text,position_text,aliases,shabiya_ar,shabiya_en,shabiya_pcode,place_source,place_matched_on,place_matched_level,place_matched_script,datasets,first_seen,last_seen,source_urls,degree,component,component_size,betweenness
NK-3bomqyXWFAntu5nbrRVKTH,Fani Oil Trading FZE,Organization,0,1,tie_via_multicountry_hub,UnknownLink:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,ae,0,sanction;export.control;crime.terror,,0,0,0,0,0,1,0,0,1,0,0,1,,0,0,,,,,"Fujairah, United Arab Emirates; P1-ELOB Office No. E-32G-03 United Arab Emirates; P1-ELOB Office No. E-32G-03",,,,,,,,,,us_ofac_sdn;sa_pcct_terrorism_list;tw_shtc;us_trade_csl,2023-04-20,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=34957,1,0,217,0.0
NK-3podLWzo9udm7yDeN2Qu8g,THE MUSLIM BROTHERHOOD,Organization,0,1,tie_to_libya,UnknownLink:NK-7sL7HP9VHGYc6xwpvKQnvF,sanctions,1,eg,0,crime.terror;export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,1,,0,0,,,,,Egypt,,,,,,,,,,us_ofac_sdn;sa_pcct_terrorism_list;tw_shtc;us_trade_csl;ae_local_terrorists,2023-04-20,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=56483,4,3,5,6.0
NK-3ydrtJ4Mutkok8jnjnca4Y,JJO General Trading Gida Sanayi Ve Ticaret Anonim Sirketi,Organization,0,1,tie_via_multicountry_hub,UnknownLink:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,tr,0,crime.terror;export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,1,,0,0,,,,,"12/340 Yesilkoy Mahallesi, Ataturk Caddesi, Bakirkoy Istanbul 34149 Turkey; Istanbul, Turkey; 12/340 Yesilkoy Mahallesi, Ataturk Caddesi, Bakirkoy, 34149 Istanbul",,,,,,,,,,us_ofac_sdn;sa_pcct_terrorism_list;tw_shtc;us_trade_csl,2023-04-20,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=34978,1,0,217,0.0
NK-43MRjWTRbdiZ6G9XVaTEux,ADOON GENERAL TRADING L.L.C,Organization,0,1,tie_via_multicountry_hub,UnknownLink:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,ae,0,crime.terror;export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,1,,0,0,,,,,"Office Number 506, B Block, Centurion Star Tower, Opp. Deira City Center, Port Saeed, P.O. Box 64827, Deira Dubai United Arab Emirates; Dubai, United Arab Emirates; Al Ras Area Dubai United Arab Emirates",,,,,,,,,,us_ofac_sdn;sa_pcct_terrorism_list;tw_shtc;us_trade_csl,2023-04-20,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=32152,1,0,217,0.0
NK-446LyQXDAU8WtWgWVfjB8r,Ansar Exchange,Company,0,1,tie_via_multicountry_hub,UnknownLink:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,ir,0,poi;crime.terror;export.control;sanction,,0,0,0,0,0,1,0,0,1,1,0,1,,0,0,,,,,"Tehran, No. 41, Joibar Street, Fatemi Square; No. 41, Joibar Street, Fatemi Square Tehran Iran; Tehran, Iran",,Sarafi Ansar Company; Sarafi Ansar,,,,,,,,us_ofac_sdn;sa_pcct_terrorism_list;tw_shtc;us_trade_csl;us_fincen_special_measures,2023-04-20,2026-09-12,https://www.fincen.gov/system/files/shared/2019-23697.pdf https://sanctionssearch.ofac.treas.gov/Details.aspx?id=26530,1,0,217,0.0
NK-47US9RAkrjCr9J4y9dcPJm,Nematollah BAGHERI,Person,1,0,tie_via_multicountry_hub,Representation:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,ir,0,export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,,1975-06-10,,"Andika, Iran",Lorestan; Lorestan Iran,IRGC Commander of Lorestan Province,,,,,,,,,us_ofac_sdn;tw_shtc;us_trade_csl,2026-01-15,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=56781,1,0,217,0.0
NK-4DvANGSCjWr9epFnGs23yg,CAPTAIN ELYAZGI,LegalEntity,0,1,country_tagged,country,sanctions,1,ly,1,export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,,,,,"OKBA AIR BASE, TRIPOLI; OKBA AIR BASE, TRIPOLI, LY,",,,طرابلس,Tripoli,LY0211,address,tripoli,shabiya,latin,us_bis_denied;us_trade_csl,2023-04-20,2026-09-12,,0,16,1,0.0
NK-4YKsbTe29VbRCQu6NqziRL,Iran Tractor Manufacturing Company,Organization,0,1,tie_via_multicountry_hub,UnknownLink:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,ir,0,crime.terror;export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,1,,0,0,,,,,"Sephabod Gharani Avenue, Km 9/5 Karaj Special Road, Corner of Yazar Zarin Street, Opposite Shahab Khodro, Office of The Tractor Engineering Tehran Iran; Tehran, Sephabod Gharani Avenue, Km 9/5 Karaj Special Road, Corner of Yazar Zarin Street, Opposite Shahab Khodro, Office of The Tractor Engineering; Tehran, Iran",,Iran Tractor Manufacturing,,,,,,,,us_ofac_sdn;ca_dfatd_sema_sanctions;tw_shtc;sa_pcct_terrorism_list;us_trade_csl,2023-04-20,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=25041,1,0,217,0.0
NK-4ZURfkkRkubWm2FfdVqq3F,Al-Ta'ir Company,Organization,0,1,tie_via_multicountry_hub,Ownership:NK-Le5JHd24EkxFTP8kQ32u29,sanctions,1,sy,0,sanction,,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,,,,,Damascus,,,,,,,,,,us_ofac_sdn;us_trade_csl,2024-03-26,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=48304,1,6,3,0.0
NK-4fdMAyDCXMVQXwXs8vjPu2,Agila Saleh Essa,Person,1,0,country_tagged,country,sanctions,1,ly,1,export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,,1942-06-01,,"Elgubba, Libya",,President and Speaker of the Libyan House of Representatives,"ISSA, Aguila Saleh; QUYDIR, Aqilah Salih; Ageela Salah Issa Gwaider; Agila Saleh Issa Gwaider; Aqilah Saleh; Aguila Saleh Issa; Aqilah Salih Quydir; GWAIDER, Agila Saleh Issa",درنة,Derna,LY0101,birth_place,elgubba,romanisation,latin,us_ofac_sdn;tw_shtc;us_trade_csl,2023-04-20,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=19849,0,17,1,0.0
NK-4houE2UxgP2YYDWHtWDiXY,"AL-SALLABI, ALI MOHAMMED MOHAMMED",Person,1,0,country_tagged,nationality,sanctions,1,ly,1,sanction;crime.terror,,0,0,0,0,0,1,0,0,0,0,0,1,,0,0,,1976-01-01,,ليبيا,,,,,,,,,,,ae_local_terrorists;sa_pcct_terrorism_list,2023-09-14,2026-09-12,,1,3,5,0.0
NK-4kPo2XaBuLygKK9XmKK5b6,COLONEL ELYAZGI,LegalEntity,0,1,country_tagged,country,sanctions,1,ly,1,export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,,,,,"OKBA AIR BASE, TRIPOLI; OKBA AIR BASE, TRIPOLI, LY,",,,طرابلس,Tripoli,LY0211,address,tripoli,shabiya,latin,us_bis_denied;us_trade_csl,2023-04-20,2026-09-12,,0,18,1,0.0
NK-4mtWBti7Fkrh4ZC6pun7wu,Basij Resistance Force,Organization,0,1,tie_via_multicountry_hub,Ownership:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,ir;sy,0,poi;crime.terror;export.control;sanction,,0,0,0,0,0,1,0,0,1,1,0,1,,0,0,,,,,"Iran; Tehran, Iran; Tehran",,SAZMAN-E MOGHAVEMAT-E BASIJ; Sazman Basij Melli; Força de Resistência Basij; BASEEJ; National Resistance Mobilization; Nirooye Moghavemate Basij; سازمان بسیج مستضعفین; Vahed-e Basij-e Mostazafeen,,,,,,,,us_ofac_sdn;fr_tresor_gels_avoir;tw_shtc;eu_fsf;ua_nsdc_sanctions;us_trade_csl;us_fincen_special_measures;au_dfat_sanctions;be_fod_sanctions;mc_fund_freezes;ca_dfatd_sema_sanctions;sa_pcct_terrorism_list,2022-12-30,2026-09-12,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=5020 https://www.fincen.gov/system/files/shared/2019-23697.pdf https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022R1955,1,0,217,0.0
NK-5422BfjR88C7geP5RBRBwb,Mohamed al Kani,Person,1,0,country_tagged,country,sanctions,1,ly,1,sanction,,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,,1979-05-03,,Libya,,,Muhammad Omar Al-Kani; Mohamed Khalifa Abderrahim Shaqaqi Al-Kani; Mohammed al-Kani,,,,,,,,us_ofac_sdn;gb_fcdo_sanctions;us_trade_csl,2023-04-20,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=29119,1,10,2,0.0
NK-5PJzeksBUtpVFoJHPNXeGj,IRGC-Air Force Al-Ghadir Missile Command,Company,0,1,tie_via_multicountry_hub,Ownership:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,ir,0,export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,,,,,"Tehran; Tehran Iran; Tehran, Iran",,"IRGC-Air Force Missile Command; Islamic Revolutionary Guard Corps Missile Command; IRGC Air Force Missile Command; Commandement des missiles Al Ghadir des forces aériennes de l'IRGC; IRGC Missile Command; Comando missilistico dell'aeronautica dell'IRGC Al-Ghadir; Forțele Aeriene ale IRGG, unitatea de comandă a rachetelor Al-Ghadir; Islamo revoliucijos gvardijos oro pajėgų Al-Ghadir raketų vadavietė",,,,,,,,us_ofac_sdn;fr_tresor_gels_avoir;tw_shtc;eu_fsf;us_trade_csl;ch_seco_sanctions;au_dfat_sanctions;be_fod_sanctions;mc_fund_freezes;ca_dfatd_sema_sanctions;gb_fcdo_sanctions;jp_meti_eul,2023-04-20,2026-09-12,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202402074 https://sanctionssearch.ofac.treas.gov/Details.aspx?id=12056 https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=1831,1,0,217,0.0
NK-5axEznLYfbP2LHS4RYpZ7m,Abdelbakir Mohamad Fakhiri,Person,1,0,country_tagged,nationality,sanctions,1,ly,1,sanction,,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,,1963-05-04,,,,"Minister for Education, Higher Education and Research in Colonel Qadhafi’s Government",Abdelkabir FAKHIRI; Abdelkabir Mohamad FAKHIRI,,,,,,,,fr_tresor_gels_avoir;eu_fsf;ch_seco_sanctions;au_dfat_sanctions;eu_travel_bans;be_fod_sanctions;mc_fund_freezes;gb_fcdo_sanctions,2022-04-27,2026-09-12,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=1632 http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R0044&rid=1,0,19,1,0.0
NK-66mRzDZBMMufdvKCXYD3Fw,Jami' 'Ali Muhammad,Person,1,0,tie_via_multicountry_hub,UnknownLink:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,om;so,0,crime.terror;export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,1,,0,0,,1980-01-01,,,"Dubai, United Arab Emirates; Oman",,"Jama Ali Mohammed; MOHAMMED, Jama Ali",,,,,,,,us_ofac_sdn;sa_pcct_terrorism_list;tw_shtc;us_trade_csl,2023-04-20,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=32174,1,0,217,0.0
NK-6DDzKQ58m43rkyGfX2rWmC,"AS'AD, HANI ABD-AL-MAJID MUHAMMAD",Person,1,0,tie_via_multicountry_hub,UnknownLink:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,tr;ye,0,sanction;export.control;crime.terror,,0,0,0,0,0,1,0,0,1,0,0,1,,0,0,,1977-04-16,,Yemen,"Turkey; Sana'a, Yemen",,"Hani Abdulmajeed Mohammed Asad; ASAD, Hani Abdulmajeed Mohammed; Hani al-'Absi; AL-'ABSI, Hani",,,,,,,,us_ofac_sdn;sa_pcct_terrorism_list;tw_shtc;us_trade_csl,2023-04-20,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=32175,1,0,217,0.0
NK-6PGnZUqZn6cNddiWuuVccb,Ali al-ABID,Person,1,0,country_tagged,citizenship,peps,1,ly,1,role.pep,gov.executive;gov.national,1,0,0,0,0,0,0,0,0,0,0,0,executive;national,1,1,Minister of Labor & Rehabilitation,,,,,Minister of Labor & Rehabilitation,,,,,,,,,us_cia_world_leaders;ann_pep_positions,2024-05-02,2026-09-12,https://www.cia.gov/resources/world-leaders/foreign-governments/libya,0,20,1,0.0
NK-6ck5qrDN99NgizrM6v46He,Mustafa Bazvand,Person,1,0,tie_via_multicountry_hub,Representation:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,ir,0,export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,,1988-09-21,,"Rumeshkan, Lorestan Province, Iran",Iran,,"BAZVAND, Mostafa; Mostafa Bazvand",,,,,,,,us_ofac_sdn;tw_shtc;us_trade_csl,2024-09-18,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=50672,1,0,217,0.0
NK-6dfFozPvWWsmPx2MUMseez,Technotar Engineering Company,Organization,0,1,tie_via_multicountry_hub,UnknownLink:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,ir,0,crime.terror;export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,1,,0,0,,,,,"Tehran, Number 10, Seventh Fath Street, 65 Metri Fath Highway; Tehran, Iran; Number 10, Seventh Fath Street, 65 Metri Fath Highway Tehran Iran",,,,,,,,,,us_ofac_sdn;sa_pcct_terrorism_list;tw_shtc;us_trade_csl,2023-04-20,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=25039,1,0,217,0.0
NK-6m4kWcVXGzAzayrS3chbSG,"ASHTARI, MAHMOOD",Person,1,0,tie_via_multicountry_hub,UnknownLink:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,ir,0,crime.terror;export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,1,,0,0,,,,"Tehran; Tehran, Iran",,,"ASHTARI, Mahmoud; ASHTARI, Mahmud; ASHTARI, Mahmood; Mahmood Ashtari; Mahmoud Ashtari",,,,,,,,us_ofac_sdn;sa_pcct_terrorism_list;tw_shtc;us_trade_csl,2023-04-20,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=27287,1,0,217,0.0
NK-7sL7HP9VHGYc6xwpvKQnvF,"JABER, SALEM JABER OMAR ALI SULTAN FATHALLAH",Person,1,0,country_tagged,nationality,sanctions,1,ly,1,crime.terror;sanction,,0,0,0,0,0,1,0,0,0,0,0,1,,0,0,,,,,,,,,,,,,,,ae_local_terrorists;sa_pcct_terrorism_list,2023-09-14,2026-09-12,,1,3,5,0.0
NK-7tsdHQGLZFFjhnvnF6qY5b,Samad Fathi Salami,Person,1,0,tie_via_multicountry_hub,Directorship:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,ir,0,sanction,,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,,1980-06-22,,,,,Samad Fathisalmi,,,,,,,,us_ofac_sdn;us_trade_csl,2026-05-11,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=57569,1,0,217,0.0
NK-8TDFS7XnbcGfworfijpQ8D,SAMAN TEJARAT BARMAN TRADINGCOMPANY,Organization,0,1,tie_via_multicountry_hub,UnknownLink:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,ir,0,export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,,,,,"Isfahan City, Number 226, South Unit, Floor 1, Abdul Razzaq Street, Mikhak Alley, Naqsh-e Jahan, Central District, Isfahan County, Isfahan Province, 8147846492; Number 226, South Unit, Floor 1, Abdul Razzaq Street, Mikhak Alley, Naqsh-e Jahan, Central District, Isfahan County Isfahan City Isfahan Province 8147846492 Iran",,,,,,,,,,us_ofac_sdn;jp_meti_eul;us_trade_csl;tw_shtc,2025-04-29,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=54022,1,0,217,0.0
NK-8hQB6Buv4QnQHMusiSNDfi,Ali Malek Shahkoui,Person,1,0,tie_via_multicountry_hub,Representation:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,ir,0,export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,,1987-08-09,,"Gorgan, Iran",Iran,,"Ali Jomeh Malak Shahkouei; Ali Malek Shahku'i; SHAHKOUEI, Ali Jomeh Malak; SHAHKU'I, Ali Malek",,,,,,,,us_ofac_sdn;tw_shtc;us_trade_csl,2024-09-18,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=50673,1,0,217,0.0
NK-9Jw3VJsfPatkvDQbrQWC7n,Parsian Bank,Organization,0,1,tie_via_multicountry_hub,UnknownLink:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,ir,0,crime.terror;export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,1,,0,0,,,,,"Tehran, No. 4, Zarafshan Street, Shahid Farahzadi Boulevard, Sharak Ghods; No. 4, Zarafshan Street, Shahid Farahzadi Boulevard, Sharak Ghods Tehran Iran; Tehran, Iran",,,,,,,,,,us_ofac_sdn;sa_pcct_terrorism_list;tw_shtc;us_trade_csl,2023-04-20,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=25066,1,0,217,0.0
NK-9p5RUMkReDHzt8mhSLRBeE,Ja Hyong KU,Person,1,0,country_tagged,country,sanctions,1,kp;ly,0,sanction.counter;export.control;sanction,,0,0,0,0,0,1,0,1,1,0,0,0,,0,0,,1957-09-08,,,Libya. Gender: male; Libya,Foreign Trade Bank of the Democratic People's Republic of Korea chief representative in Libya; Ku Ja Hyong is a Foreign Trade Bank chief representative in Libya; Foreign Trade Bank chief representative in Libya; Foreign Trade Bank chief representative in Libya.; フォーリン・トレード・バンクのリビアにおける首席代表者,"Ku Cha-hyong; Ku Cha-hyo'ng; ク・チャヒョン; Cha-hyo'ng Ku; KU, Cha-hyo'ng",,,,,,,,tw_shtc;jp_mof_sanctions;eu_fsf;au_dfat_sanctions;tr_fcib;gb_fcdo_sanctions;un_sc_sanctions;qa_nctc_sanctions;fr_tresor_gels_avoir;us_ofac_sdn;us_trade_csl;ch_seco_sanctions,2022-04-27,2026-09-12,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32018R0012&from=EN https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=2525 https://sanctionssearch.ofac.treas.gov/Details.aspx?id=23017,0,21,1,0.0
NK-ABigoeCwt6BgNKAcYVy3Yd,Atlas Exchange,Organization,0,1,tie_via_multicountry_hub,UnknownLink:NK-ipVrFZf7o3drYzB3jPB6tu,sanctions,1,ir,0,crime.terror;export.control;sanction,,0,0,0,0,0,1,0,0,1,0,0,1,,0,0,,,,,"Kish Island, Iran; , Ferdosi Street Kish Island Iran; Kish Island, No. 77, Commercial Center Market (Bazar Markazi Tejari), Ferdosi Street",,Tazamoni Vakili and Partners; Atlas Currency Exchange; Vakili Joint Partnership,,,,,,,,us_ofac_sdn;sa_pcct_terrorism_list;tw_shtc;us_trade_csl,2023-04-20,2026-09-12,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=26536,1,0,217,0.0
