address_id,full,city,region,country,latitude,longitude,shabiya_ar,shabiya_en,shabiya_pcode,matched_level,matched_script,matched_on
addr-371b97ba063d93a6b66ee81732c39e325062a0ea,"22, Rue Henri-Mussard, 1208 Geneva",Geneva,,ch,,,,,,,,
addr-3837549742a480e090842f4de3fe2ef25f0ed0aa,"Teheran, IRAN (ISLAMIC REPUBLIC OF)",Teheran,,ir,,,,,,,,
addr-3844a7167348de7a3e624a93275ddc6bfffd0083,"Bushehr, Bagh Zahra Mehrgan 9 P 211",Bushehr,,ir,,,,,,,,
addr-3aa48096d390b102893fcc025b697e933d86d9da,Qeshm Island,Qeshm Island,,ir,,,,,,,,
addr-3ab78c19acf3ed64fcc4b91531c381c07f6263cc,ザーウィヤ（Zawiyah）､リビア,,,,,,الزاوية,Zawiya,LY0213,romanisation,latin,zawiyah
addr-3b563c868a6e3128e7c7f9d1e1c8c6a0be078718,アフガニスタン Afghanistan （２０１４年６月時点）,,,,,,,,,,,
addr-3bd18304e4bb0fe1576e9e7aa5867f069b2abcb6,Kermanshah,Kermanshah,,ir,,,,,,,,
addr-3c073092b6e0a9fefe41ffbbd4216315e87026e1,Tehran,Tehran,,ir,,,,,,,,
addr-3c126eefc05a915cd4748a17bd32d4055e26a36d,"Karaj Makhsoos Road, Amir Sarlashgar Shahid Hossein Lashgari, Shishe Mina Boulevard, Number 0, Ground Floor",,,,,,,,,,,
addr-3c9655a2114cfba1715764e938556bff9c78a8fa,"Isfahan, P.O. Box 83145-311, 28 km Isfahan - Tehran Freeway, Shahin Shahr",Isfahan,,ir,,,,,,,,
addr-3e095f5fc18c911e43982ce2b902298641632eb9,Tehran,Tehran,,ir,,,,,,,,
addr-3e1d8525f0bf1919c678e16791d7d408d3f17f3d,Tehran,Tehran,,ir,,,,,,,,
addr-403e50e85f8d908b4ffc98b1088bee59739ec0f6,"Esfahan, Mobarakeh Steel Company, Sa'adat Abad St., Azadi SQ., Esfahan",Esfahan,,ir,,,,,,,,
addr-42b354e4c976533a69f193845aa15f53114cd618,"18 Mediterranean Street, Ariana, Tunisia",,,,,,,,,,,
addr-42edef2fc97c240c28994aa31f1f5031763f9d09,"Mobarakeh, P.O. Box 161-84815, Esfahan, 11131-84881",Mobarakeh,,ir,,,,,,,,
addr-432344479261a3dabeda39e8337db6f8a55c09bd,Tehran,Tehran,,ir,,,,,,,,
addr-466242bda58e33c039dae26cc96081e6b207d396,Tehran,Tehran,,ir,,,,,,,,
addr-4673a40694f1ac67ebf8391dc18a5d6937150f27,"Flat 1019B, 10/F, Liven House No. 61-63 King Yip Street, Hong Kong",Hong Kong,,cn,,,,,,,,
addr-46b4c77e8c41090ef3e2f6fb53ac9ad38cde9d78,"Tehran, No. 187, Ostad Mottahari St.",Tehran,,ir,,,,,,,,
addr-4768d345637f4609f6191890b4c70fa15086fcf3,"Atakent Mh. 221 Sk. Rota Office Sit. A Blk No 3/1/17, Kucukcekmece, Istanbul",,,tr,,,,,,,,
addr-48000aace1aab2f644aa9ff407487be88ba24ca7,"Mazzah, Damascus, SYRIAN ARAB REPUBLIC","Mazzah, Damascus",,sy,,,,,,,,
addr-4875ac213052595019b361ed0f3928a2c7bf46e2,"Tehran, Sheikh Fazlollah Highway, Teimuri Blvd, before Sharif University Metro Station, Yas Building, Number 116, Fifth Floor, Unit 17",Tehran,,ir,,,,,,,,
addr-490c53562923178720eee10b4faf501dbc885f63,"Office No E-23G-21, P1-ELOB, Hamriya Free Zone, Sharjah",Sharjah,,ae,,,,,,,,
addr-4953cfc3ed8b0a3226f7059f44f090c0c32438b7,"Zanjan, Sixth Bahrevari Street, Zinc Special Town, 5 km of Bijar Road, 453515357",Zanjan,,ir,,,,,,,,
addr-4a3108da0bbedb00633811ce24669a967b747fdc,"Tehran, Number 1, Shahrood Alley, Ferdowsi Square, 115999346717",Tehran,,ir,,,,,,,,
addr-4cc95f4ed8c9ea75a8be4f3e632648c9bacaa495,レバノン共和国（拘留中）,,,,,,,,,,,
addr-4dea5cb19e16d435a9bc62f08665988d2b29c2e7,"Al-Zubairi Street, Swaid's Building, Sanaa, Sana'a City",Sana'a City,,ye,,,,,,,,
addr-4f4434e6a637adc55cc9247b5b5b565005d75297,"PO Box 39, Muttrah, Muscat",Muttrah,,om,,,,,,,,
addr-51af793e1168ffe1762494f70bfea85724fafbbd,P1-ELOB Office No. E-32G-03,,,ae,,,,,,,,
addr-54b366f7a251b14382e1aa6ac0a587a4f195c999,"50th Street, Hodeidah",Hodeidah,,ye,,,,,,,,
addr-56e27a6b8d0bca4af136cc39df502fe718e3334f,"15 Grognet Street, Mosta, MST 3613",Mosta,,mt,,,,,,,,
addr-57154a7177c7f47643469d3b79a57470e0c5aff8,"Taiz Street, Sana'a",Sana'a,,ye,,,,,,,,
addr-5acbdfcb410e604b59a74883137e9860d69a1d0e,Kermanshah,Kermanshah,,ir,,,,,,,,
addr-5c3b007520efbda72a2b4323c1b58c4d818caac7,"Tehran, 204, Before the Mofatteh Crossroad, Taleghani Ave.",Tehran,,ir,,,,,,,,
addr-5d5635a6dab09b0a10352f7ce3e1a71ff5fa96bc,"Tehran, No. 48, 14th Alley, Ahmad Qassir Street, Argentina Square",Tehran,,ir,,,,,,,,
addr-5e7d93cca35cf92a4f3f98965daedf3791380857,"Tehran, Near by Mofateh Street, No. 187, Ostad Mothari Street, 1587998411",Tehran,,ir,,,,,,,,
addr-5fd926a2e73d9f1bf024b0d03492b1fcb19b5e6d,Tehran,Tehran,,ir,,,,,,,,
addr-600ad645412b1b5fe6aa1a1adb55ff61aa00d25a,"16765/3476, Tehran, IRAN (ISLAMIC REPUBLIC OF)",Tehran,,ir,,,,,,,,
addr-601bff991086112bb188e1c0dad2b2703921e1c3,"Tehran, No. 204, Taleghani Street",Tehran,,ir,,,,,,,,
addr-60ce62b4d823ef5785f87366a8f264d0138990e9,"Swaid Building, Al Zubeiry Street, in front of IBY, Sanaa",Sanaa,,ye,,,,,,,,
addr-630c9a43e69fa2cb09e3134a1044dfb6dbef4b52,"North 60th Street, Sana'a",Sana'a,,ye,,,,,,,,
addr-644da8cbc33b249a07b572fcfc7252166b04ac05,"Tehran, No. 25, Valiasr St., Azadi Sq.",Tehran,,ir,,,,,,,,
addr-67402f7a3491dc5cb4eef14cda9e35edbe948060,Dubai,Dubai,,ae,,,,,,,,
addr-695474a08c05b34b720213a43a67ab045038378e,"South 60th Street, Sana'a",Sana'a,,ye,,,,,,,,
addr-6baf9b60ef1938986388800ec4430153ffb54315,"Tavakoli Building, Opposite of 15th Alley, Emam-Jomeh Street, Tehran, Iran (Islamic Republic of)",,,,,,,,,,,
addr-6bdd2cafcc2622a150fdd72d2e4823d18a1e592b,Syrian Arab Republic,,,sy,,,,,,,,
addr-6c656e3df033a500b283932411603414f14f5f8f,"Suite 6, 96 Maalek Ashtar Street Andisheh Blvd. Kish Island, 7941777844",,,ir,,,,,,,,
addr-6f54b5b0bd337da811b331139f94a88fc4d26f61,"Tehran, Sephabod Gharani Avenue, Km 9/5 Karaj Special Road, Corner of Yazar Zarin Street, Opposite Shahab Khodro, Office of The Tractor Engineering",Tehran,,ir,,,,,,,,
addr-6f5f921a64ed9c9adb8e23606836aad2b76b1e33,Libya (Believed status/location: deceased),,,,,,,,,,,
addr-6fa20d22fb0f8ec6c851141847bbcd3baa7f9880,"Tehran, Sa'adat Abad, Farhang Boulevard, East 18th Street, No. 47, 1997857976",Tehran,,ir,,,,,,,,
addr-7109e490efaae8a41f1970703948dbaf74945a72,"Al Jadriya District, Baghdad",Baghdad,,iq,,,,,,,,
addr-716da6e3a1c26cb6dd92aade43a88009d6a0b191,"Room 1101, Building 3, No. 130, Jiushui East Road, Licang District, 266000 Shandong",Qingdao,,cn,,,,,,,,
addr-718cba2981da9e687ee5a19033a67205393c1364,"Tehran, No. 5/1, Niroo Alley, Padegan-e-Valiasr Street, Sepah Square",Tehran,,ir,,,,,,,,
addr-7330e0c6af145863a5420f56ee80d5b39d7fcc4d,"Queen Arwa Street, Aden",Aden,,ye,,,,,,,,
addr-757dbabaf6565ac0d842605b2835b7ec0b9c67f0,"Shelton Street 71–75, London, Cardiff",London; Cardiff,,,,,,,,,,
addr-75d4ff7f87c2d338caa4827937612e764c66e878,(Support network in Tunisia),,,,,,,,,,,
addr-76f59779ce3c220b2d64f587a19474909988854d,"Office No. 506, B Floor, Centurion Star Tower, Deira, Dubai",Dubai,,ae,,,,,,,,
addr-77d71b7d9f44c65ef1c84ee50306da61bf050df6,"Tehran, North Khaje Nasir Street [Ansar Building], IRAN (ISLAMIC REPUBLIC OF)",Tehran,,ir,,,,,,,,
addr-7a1509fe5cd26dc8e6be164b98321bd5c269c85c,"Tehran, Niayes Highway, Seoul Street, IRAN (ISLAMIC REPUBLIC OF)",Tehran,,ir,,,,,,,,
addr-7a541d8aebf0b81ee1d14b18653c6feecf3fa911,"Tehran, No. 4, Zarafshan Street, Shahid Farahzadi Boulevard, Sharak Ghods",Tehran,,ir,,,,,,,,
addr-7d01f86371cb7b54ee447000a76089e1f6de9b06,"P.O. Box 19575-657, Tehran, IRAN (ISLAMIC REPUBLIC OF)",Tehran,,ir,,,,,,,,
addr-7fa75cc607729850514f2ecda266e70b42c934a1,"Tehran, No. 221, Phase 4, North Falamak-Zarafshan Intersection, Shahrak-E-Ghods, 14678",Tehran,,ir,,,,,,,,
addr-7fffd2ae36423337a31d9300c8dce09d231a80eb,"Main Street, Al-Mukalla",Al-Mukalla,,ye,,,,,,,,
addr-8058ea41139474b2131673269aeefd2a7ffdc518,"PO Box 105, 1045, Majuro",Majuro,,mh,,,,,,,,
addr-819f02ed6832ec8a930f896084469cea09eba380,Sultanate of Oman (Believed status/location: Sultanate of Oman),,,,,,,,,,,
addr-821198914afb8e7253b45959db94084aac1dd7da,Muzaffarpur -,Muzaffarpur,,in,,,,,,,,
addr-83a547253c92851332e12826c6653edc1efbf5a9,"Ali Gulacti Center Apt, No: 6-302 Mimar Kemalettin Mahallesi, Koca Ragippasa Caddesi, Fatih, 34130 Istanbul",Istanbul,,tr,,,,,,,,
addr-856d2df8ce525e39e3f19de3a10dbc0e8f73e26f,"Tehran, Second Floor, No. 13, Street 8th, Ghaem Magham Farahari Ave., 1586868513",Tehran,,ir,,,,,,,,
addr-863bf67f404c1047e0f73ab9bf223a5de7da1422,パキスタンの連邦直轄部族地域（Federally Administered Tribal Areas）にあるWaziristanにいると報告されている。,,,,,,,,,,,
addr-869a0ab488f657581dff223883cbcc2a6078000f,"L1-29, PO Box 9632, Sharjah",,,ae,,,,,,,,
addr-86b456680a8285b4e96512f1b744d73bcf8b3ea0,"Tehran, 18th District, 5 Kilometers of Fatah Highway, Nord Blvd",Tehran,,ir,,,,,,,,
addr-87dec26f3bd0109cd2ba3820757a7525c7c01422,"Tehran, Number 24 Barzandeh St., North Sohrevardi Ave.",Tehran,,ir,,,,,,,,
addr-88833845bbfa11c70bc17f34e7d9d4972d82fe00,"Tehran, No. 15, Zarir Alley, Turkmenistan Street, Motahhari Avenue, 1565613115",Tehran,,ir,,,,,,,,
addr-88b222a8507d5de51f563c9565a80842f99fb3ee,Beijing,Beijing,,cn,,,,,,,,
addr-8ae98f3b6f7a5109ba6ec13818702f3cf690380f,"PO Box 114246, Dubai",Dubai,,ae,,,,,,,,
addr-8b125bad1182a0bbaf756df5d3460429c73b0ef7,"Mehran Military Base, Ilam Province",,,ir,,,,,,,,
addr-8bbe7138dd4574ea8cadca808e97c80c29811427,"PO Box 83145 311, 28 km Esfahan – Tehran Freeway, Shahin Shahr, Esfahan, Iran",,,,,,,,,,,
addr-8c17ac2fd9dffe17e886ab49767cceac5bdeaf93,"Tekstilkent Street, Shelton Street, Istanbul, London",Istanbul; London,,,,,,,,,,
addr-8d11cc71fd529976053a7dd26138346ecf556ba8,"Centurion Star Tower, B-Block, Office 506, Port Saeed, Dubai",Dubai,,ae,,,,,,,,
addr-8d30b26dad0308897cd44af437f37e58908effbf,"(Operates in Derna and Jebel Akhdar, Libya)",,,,,,درنة,Derna,LY0101,shabiya,latin,derna
addr-8e2ab54bbf7a580399cc8ab153c5ed4f21357451,Hong Kong,Hong Kong,,cn,,,,,,,,
addr-8ec283bd51695d937f5e0238fd6d234e17a568b4,"Apartmani Houses M Mu'allim, Ilam, 6931168911",,,ir,,,,,,,,
addr-90bd0e6c699d09ee64aeafd7f1af55c9e87e2ea4,"Tehran, Mobarakeh Steel Company, No. 2, Gol Azin Alley, Kouhestan St., Ketah SQ., Sa'adat Abad",Tehran,,ir,,,,,,,,
addr-90f0b81243b72d4bae44a0fe2d591ff62ae339d3,South Africa,,,za,,,,,,,,
addr-93078cc6791f14187a2e6848bc237e503b57d780,"Farmanieh, Ziba Alley, Shahid Dr. Mohammad Javad Bahonar, Number 216, Sepanir Building, Ground Floor, Tehran, Iran",,,,,,,,,,,
addr-93d6e1ba8a229033e672d0aa8f1546b2e0a6a2cc,"Tehran, Number 10, Seventh Fath Street, 65 Metri Fath Highway",Tehran,,ir,,,,,,,,
addr-9473321bee80dd71fa197725b8735670b74ad82c,"204-A Wing, Sai Chamber 11, Cbd Belapur, Navi Mumbai - 400614",Navi Mumbai,,in,,,,,,,,
addr-9629964a72e346a2f5fe5756ff2d79ae66e29f10,"11th Street, Port Saeed, Deira, Dubai",Dubai,,ae,,,,,,,,
addr-9768301f29ea7ad095c4714aba9876635e5b2a5f,"P.O. Box 7382, Fujairah",,,ae,,,,,,,,
addr-981adadba90eb3334b758e96f0fec41d4d816b57,"Kermanshah, IRAN (ISLAMIC REPUBLIC OF)",Kermanshah,Kermanshah,ir,,,,,,,,
addr-99307d4da48c4a63c14c69a250554b986ece867e,"Tehran, No. 238, Ostad Motahari Avenue, District 6, Tehran Province, 1588864571",Tehran,,ir,,,,,,,,
addr-9aacd86703156849a02669d2750bb3ed1d7c613e,"Tehran, Niayes Highway, Seoul Street",Tehran,,ir,,,,,,,,
addr-9bdb8d404e2618cfce08d3b3d400c1433c634849,"Tehran, IRAN (ISLAMIC REPUBLIC OF)",Tehran,,ir,,,,,,,,
addr-9bf604075008b88a5e52144788e4ef390460589c,Khuzestan,,,ir,,,,,,,,
addr-9ccfd9fa50a5b5fb2600d63e3c06e8bc47511847,"Burlington Tower, 802, Business Bay, Bur Dubai, Dubai",Dubai,,ae,,,,,,,,
addr-9d800222389629b40b2a81ffb8a23717cedf6816,Sultanate of Oman,,,om,,,,,,,,
addr-9eed77e3959f808cd460f7bc4c9e30d8610cfbdd,Istanbul,Istanbul,,tr,,,,,,,,
addr-a0836736459225d4179c1d32719536a4097336e6,"Kermanshah, Iran",,,,,,,,,,,
addr-a0998a489ca2549fd0fad1243163e6da5f99f74f,"Maysaloon Street, Al Muhandiseen Building Floor No. 12, Damascus",Damascus,,sy,,,,,,,,
addr-a27f53851a460a39953bfb5136b246a0370be7d3,Sistan and Baluchistan,,,ir,,,,,,,,
addr-a2a3134733e89cede02392783ca3570a9b70fced,"Tehran, Between Miremad Street and Mofateh Street, Motahari Avenue, 15888-6457",Tehran,,ir,,,,,,,,
addr-a2d890d8147a2b07624f22fd54d308501f016b31,リビアのデルナ及びアフダル山地にて活動中,,,,,,,,,,,
addr-a2f575125c68b6883de64019e2915ee81d5d98b2,"Airport, Meraj Street, Parvaz Street, Number 0, Terminal 6 Building, Ground Floor, Tehran, Iran",,,,,,,,,,,
addr-a2f664a84496eca721ada4bccfd5663faff29643,"Tehran, Postal address: Shishesh Mina Street, Karaj Special Road, IRAN (ISLAMIC REPUBLIC OF)",Tehran,,ir,,,,,,,,
addr-a33d719fba2dfc9a2fa260790f69972429d0e9a1,Fars,,,ir,,,,,,,,
addr-a33edc3c421f91311a5e673d7dc987c8669fff8d,"Tehran, No. 750, 10th Floor, Bahar Tower, Bahar Street, 1561636847",Tehran,,ir,,,,,,,,
addr-a42b07dc1c6ffc90b0e2561095328a713423d9da,エジプト、リビア及びマリにて活動,,,,,,,,,,,
addr-a56db9ca25574f9487a4cc8654c3e3048e907e44,Iran,,,ir,,,,,,,,
addr-a6b452cd470b0ff1815e9c67755efc30fb48dc6b,Tehran,Tehran,,ir,,,,,,,,
addr-a7341c5b25d0afe64da3d18f3bff56098180c927,"22 Mensjia Street, San Gwann, SGN 1608",San Gwann,,mt,,,,,,,,
addr-a7a690172f8bcd12bdf77f307cb95c79935097b2,"Tehran, No. 4 Corner of Shad St., Mollasadra Ave., Vanak Square",Tehran,,ir,,,,,,,,
addr-a7f801df5c3d70cdf32b43d62e47e48fe015c331,"Tehran, 187 Mothari Avenue, Iran",Tehran,,ir,,,,,,,,
addr-a99381d199da70b6846d0443dfce30313fbac8fc,West Azerbaijan,,,ir,,,,,,,,
addr-aa0afc7b71a0aced1b4aae25e6b7a0c68fae98f5,Lorestan,,,ir,,,,,,,,
addr-aae6e69b78ce459fc2d65bece9c11c0c4cc10853,Tehran,Tehran,,ir,,,,,,,,
addr-ab9e1b1facfac49d37025612164dc051bb4535b6,"Al Qurm, Muscat",Muscat,,om,,,,,,,,
addr-ad9050efd13e2e61686ff7bea98e91d153c9c98c,"Waziristan, Federally Administered Tribal Areas",,,pk,,,,,,,,
addr-afb35819515b4eb2306809471d6da635332b5653,"B1 Block, Flat 623, PO Box 21158, Ajman",Ajman,,ae,,,,,,,,
addr-b0bf03a15abc42d65017dc8b06d56f9229731229,"Hamedan, No 36, Shaqayeq St, Qahreman St, E'temadieh Street",Hamedan,,ir,,,,,,,,
addr-b1016ceee43c93843951a2d585020006c1bd4142,"Tehran, 187 Motahhari Ave, 1587998411",Tehran,,ir,,,,,,,,
addr-b21ceadb90cd3420c10ce0b4c1e0aaac6cedecf0,"Tehran, No. 182, Shahid Tohidi St, 4th Golsetan, Pasdaran Ave, 1666943",Tehran,,ir,,,,,,,,
addr-b2e58948d3c96fe6724a5e10ad35d5f850027ddd,"Qazvin, 10th Hekmat Ave., North Ebn-e Sina St., Alborz Industrial City, 343151456",Qazvin,,ir,,,,,,,,
addr-b2ea87de0f1a875079b3f7d53a2335fa05057ea3,Tehran,Tehran,,ir,,,,,,,,
addr-b3de4350b029d198ecbcf93665be9c0725b9da3f,リビア（推定される状況・居住地：リビアのジンタン（Zintan）で移動の自由を制限されている。）,,,,,,الجبل الغربي,Jabal al Gharbi,LY0216,romanisation,latin,zintan
addr-b56986865d8d04da3da91281033be4499c9c2f3b,"Office 903, Arenja Chambers-II, Sector 15, CBD Belapur, Navi Mumbai - 400614, Maharashtra",Navi Mumbai,,in,,,,,,,,
addr-b5ebbe4724e8a21da2bd3772f468e020570e4369,Zahedan,Zahedan,,ir,,,,,,,,
addr-b6b248ee99e6e11d5d5f09825dd8edf024f99224,"Tehran, No. 48, 14th Street, Ahmad Ghasir Avenue, Argentina Square",Tehran,,ir,,,,,,,,
addr-b79fb9ed04eb5cfbc236eab52fbd7a0d1de4fee3,Johannesburg,,,za,,,,,,,,
addr-b8b3e3692add32e7d403e013f632b8877d97f837,Al-Qalamun,Al-Qalamun,,sy,,,,,,,,
addr-b9bbf46b01358f594c916675688e8788c650e4ab,"Trust Company Complex, Ajeltake Road, Majuro, Ajeltake Island",Majuro,,mh,,,,,,,,
addr-bab70e3626f611f07f3b3b1954b36a8ce017b8e7,"Shokuhieh Industrial Town, Qom, No. 1106, 11 Hemmat Corner, Hemmat Square, Hemmat Boulevard, 3718116354, Iran",Shokuhieh Industrial Town,Qom Province,ir,,,,,,,,
addr-bc42cb4f9c115564c3464b4ee1a75f02676f5665,"South Libya, Libya",,,,,,,,,,,
addr-bc9a9394529da0adbc8aaf8119cc47d966816bd1,"Sana'a Street, Al-Hudaydah",Al-Hudaydah,,ye,,,,,,,,
addr-bd070e20f44acb9b8bccc3ea1511d22f92c0eb5e,"Jamal Street, Taiz",Taiz,,ye,,,,,,,,
addr-bde084fc1aa50ff8495a5ba4af2b81a51fcd9934,"Tehran, Number 10, Seventh Fath Highway, 65 Metri Fath Highway",Tehran,,ir,,,,,,,,
addr-beab83f05db2d2da93ec8a45c3ebc559a23fd06f,"Tehran, North Unit, Third Floor, Plaque 2, South Yasman Street, Fourth Yas Street, Railway Town, Central District",Tehran,,ir,,,,,,,,
addr-bf5bddcfeb6eba2434fc6f9406b78bdfdf896346,"Unit 806, Huafeng Building, No. 6006 Shennan Avenue, Futian District, Guangdong",Shenzhen,,cn,,,,,,,,
addr-bfa03baa829250930d6afc7d9e9fd0eb65811833,"P.O. Box Box 14155-5568, Teheran, No27 Ahahamat Ave, Vallie Asr Square, Iran",Teheran,,ir,,,,,,,,
addr-bfd05257d52f60748a643541c9c55770324d64bf,"Tehran, P.O. Box 16765-3476",Tehran,,ir,,,,,,,,
addr-c1947f07dc24f2bb981c9421b485e5fb0609aec2,Egypt,,,eg,,,,,,,,
addr-c20855980f733e22561101e259e76bf7cb0eb5d9,"Tehran, No. 13, 8th Street, Ghaem Maghame Farahani Ave.",Tehran,,ir,,,,,,,,
addr-c22d8e60f6a1e791c21ac243f91d8b98d5d8b0dc,"1859 Mahdieh Hoveyzeh, Ilam",,,ir,,,,,,,,
addr-c26a42ea35257cf2766df538cf64c587eaf72467,"Qom, No. 1106, 11 Hemmat Corner, Hemmat Square, Hemmat Boulevard, Shokuhieh Industrial Town, Qom Province, 3718116354",Qom,,ir,,,,,,,,
addr-c3cc1b01c9b2dde195543af9d14f1938d7ab7b9f,"Isfahan City, Number 226, South Unit, Floor 1, Abdul Razzaq Street, Mikhak Alley, Naqsh-e Jahan, Central District, Isfahan County, Isfahan Province, 8147846492",Isfahan City,,ir,,,,,,,,
addr-c5adfa0cd56e6663465818b90f418b344aaaaa21,"Qom, Basement Floor 1, No. 51, 51 Sadoughi Alley, Shahid Sadoughi Boulevard, Zanbilabad District, 3716945864",Qom,,ir,,,,,,,,
addr-c5cd079cf2f7b072f9f9366e7cfd5f8982eaa660,Tehran,Tehran,,ir,,,,,,,,
addr-c6e834bdb403c220d3452724866e11cc2d286a58,Kurdistan,,,ir,,,,,,,,
addr-c8051ecb1888590d11f7f3b0a116eec2474e9264,"71-75 Shelton Street, London WC2H 9JQ",London,,gb,,,,,,,,
addr-c8130bf77098cb2a3e97776e51a8a72ed0cead8c,Tehran,Tehran,,ir,,,,,,,,
addr-c8830f7c9b51f4b1348b8651f15e5fe3a316c1f3,Kish Island,Kish Island,,ir,,,,,,,,
addr-cc2576f81b0358f716fb56fc4ed621cbd6ec8b5a,"Office No 101-05, Port Said, Dubai",Dubai,,ae,,,,,,,,
addr-ccd3d9e084efdae58e4a273bd8d3b90a28730ab4,"Tehran, Taleghani St., No.204, Before the intersection of Mofateh, across from the former U.S. embassy",Tehran,,ir,,,,,,,,
addr-cda1eabbe0bed564844a655a2178a856a542e5ee,"Hour al-Enz al-Mammzar Center, Second Floor, Office 12, Dubai",Dubai,,ae,,,,,,,,
addr-cec40bf064b9cf87d64f8a695b1c3769e456193d,シリア・アラブ共和国,,,sy,,,,,,,,
addr-d0dd56b0f47f2c861de8c98b04a12970966ec845,"Tehran, 187 Mothari Avenue, IRAN (ISLAMIC REPUBLIC OF)",Tehran,,ir,,,,,,,,
addr-d1dc3b5b05b39b90ed779b734fff9552028bba6d,"Tehran, No. 279, 13th Km of Karaj Makhsoos Rd., 13999-39711",Tehran,,ir,,,,,,,,
addr-d209e6aace8bf093eb695433696d3d2a449ff591,"Kermanshah, Number 0, Floor 2, Golrizan Boulevard, Fajr Alley, District 22 Bahman, 6714699785",Kermanshah,,ir,,,,,,,,
addr-d2c40248585d99b761775767f1ed36475a52ec85,Sanandaj,Sanandaj,,ir,,,,,,,,
addr-d2c76e24167eda2b140e4db286e1170c6d302936,"Tahrir Street, Hodeidah",Hodeidah,,ye,,,,,,,,
addr-d318bb730fbaf680e22b17d63bb6a223e2bfdeb9,"22 Freedom Street, Famagusta",Famagusta,,cy,,,,,,,,
addr-d38f8088d033c3bb111a558dcaaff35e364f006f,"Tehran, Mehrabad International Airport, Next to Terminal No. 6",Tehran,,ir,,,,,,,,
addr-d3ba3552574f37c0b31f3142a1bc6ea342447fd2,Libya (2017年7月時点で居住している可能性のある場所),,,,,,,,,,,
addr-d497912ff7003e6b5678d03131a508b2d35857b4,"EGS Bloklari, No: 12-340 Yesilkoy Mahallesi, Ataturk Caddesi, Bakirkoy, 34149 Istanbul",Istanbul,,tr,,,,,,,,
addr-d49ea6fab770195de1aa8f554cd25504883d7ee6,"Office OFF2-RF, Parcel 353-1869, Al Safa First, Bur Dubai, Dubai",Dubai,,ae,,,,,,,,
addr-d5ad84994c22b65a639639d2e7815682fd57ebd6,"196, Pantech Business Hub, 28, Pandan Loop, Singapore",Singapore,,sg,,,,,,,,
addr-d629d5a3a7023a3f8a011720533816f8cc7ddfa0,Hong Kong,Hong Kong,,cn,,,,,,,,
addr-d65ae9d3d705648490c214e5dbeaefcd24067de8,"Tehran, Kilometer 9 Jadeh Makhsos, Esteghlal Town, Obeydi Blvd, Jalal Amadegah St, Shahid Hasheminejad",Tehran,,ir,,,,,,,,
addr-d72ac896c8a39e79550ab0c7afd78eea84faa056,Baghdad Governorate,,,iq,,,,,,,,
addr-d83d896731d963ae40c4f700cc129f809726934e,Gilan Province,,,ir,,,,,,,,
addr-d9681405e3dc3f18e5599fbc6abc53da323fa713,"Tehran, Building No. 539, North Pasdaran Street, 19575-497",Tehran,,ir,,,,,,,,
addr-d9a26d93381a8d6bf57c45723f6e2555d156d2c4,"Mazzah, Damascus",Damascus,,sy,,,,,,,,
addr-db1ed6065b8b91730770392be2aa12a6a3f58f2a,Isfahan,,,ir,,,,,,,,
addr-db80110dc5044eb3fcf5dbe15ff82756ed84a1e8,"Tehran, No. 13, 8th Street, Ghaem Magham Farahani Ave",Tehran,,ir,,,,,,,,
addr-db8572415e278419a101f4c73228115df4846948,Tehran,Tehran,,ir,,,,,,,,
addr-dc50eb4acabed057f1a496367ad7e847a3dc6231,Dubai,Dubai,,ae,,,,,,,,
addr-dd1ba1d4b848c88089845a4b8419f68166a77fcf,"Tehran, No. 16, Barazandeh St., North Sohrevardi St., Seyed Khandan",Tehran,,ir,,,,,,,,
addr-dd4ecee68befeb77a18e6ae00af86316610b9e23,Tehran,Tehran,,ir,,,,,,,,
addr-dd95a6cca71ccb704ed257cb0aeb6424f8347114,"P.O. Box P.O. Box 8140, Teheran, No. 107 Sepahbod Gharany Ave, Iran",Teheran,,ir,,,,,,,,
addr-de2e4eedf5b1047f027d9600e1628c577d9c6530,"Office Number 506, B Block, Centurion Star Tower, Opp. Deira City Center, Port Saeed, P.O. Box 64827, Deira, Dubai",Dubai,,ae,,,,,,,,
addr-debc7f9cd964727cb0bbaab1f42f5ebb116d3ac7,"Tehran, Number 37, Ahour Alley, Shariati St.",Tehran,,ir,,,,,,,,
addr-dfa5e3bb13574778c66b31ba5e020665498d3c27,"Tehran, No-82, 2nd Floor, Soltani St., Nelson Mandela Blvd, 19677-13855",Tehran,,ir,,,,,,,,
addr-e0e3bd3f6943e5faeca218cb759fc5e8f3a90f26,"Tehran, P.O. Box 16765-34",Tehran,,ir,,,,,,,,
addr-e1ac1d978fdcd98a29a2ef44cc04739b27b96670,"Damavand Tehran Highway, Iran",,Tehran Province,ir,,,,,,,,
addr-e2766751912a085fcdd4754493a091702a30a513,"Zanjan, No. 12, St. Bilal Habashi, Khorramshahr Ave., 4516773541",Zanjan,,ir,,,,,,,,
addr-e48c1341c73603e6161a07501ea92777091f32fe,"Tehran, No. 2 Iravan St. - Tishfoon St. - Khaje Abdol ah Ansari St. - Shariati St.",Tehran,,ir,,,,,,,,
addr-e50db676e7feac2960068d1fc77fd90144b66d83,リビアのベンガジにて活動中,,,,,,,,,,,
