issue_id,issue_number,issue_year,issue_date,page,decision_kind,issuing_body,decision_number,decision_year,subject,act_ar,act_en,is_appointment,signed_gregorian,signed_hijri,issued_at,issued_at_shabiya_ar,issued_at_shabiya_en,issued_at_shabiya_pcode,office_scope,office_shabiya_ar,office_shabiya_en,office_shabiya_pcode,office_place_matched_on,publishing_authority,source_document,source_sha256,printed_in_issues
29398,10,,2023-08-07,37,قانون,,20,2023,تعديل القانون رقم (8) لسنة 2013م يف شأن إنشاء املفوضية الوطنية العليا,,,0,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد العاشر من الجريدة الرسمية لمجلس النواب الليبي _ أغسطس 2023 م,b51755dd30a74b7c7c0bb50cd17ee8017c2d48fecde87c9f0a84dfee81df3810,1
29398,10,,2023-08-07,39,قانون,,21,2023,تنظيم التعليم التقني، والفني، واملهني,,,0,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد العاشر من الجريدة الرسمية لمجلس النواب الليبي _ أغسطس 2023 م,b51755dd30a74b7c7c0bb50cd17ee8017c2d48fecde87c9f0a84dfee81df3810,1
29398,10,,2023-08-07,59,قانون,,22,2023,تعديل بعض أحكام قانون نظام القضاء,,,0,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد العاشر من الجريدة الرسمية لمجلس النواب الليبي _ أغسطس 2023 م,b51755dd30a74b7c7c0bb50cd17ee8017c2d48fecde87c9f0a84dfee81df3810,1
29398,10,,2023-08-07,61,قرار,جملس النواب,13,2023,اعتماد انتخاب النائب الثاني لرئيس جملس النواب,,,0,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد العاشر من الجريدة الرسمية لمجلس النواب الليبي _ أغسطس 2023 م,b51755dd30a74b7c7c0bb50cd17ee8017c2d48fecde87c9f0a84dfee81df3810,1
29398,10,,2023-08-07,62,قرار,جملس النواب,15,2023,عدم املساس بالثروات السيادية,,,0,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد العاشر من الجريدة الرسمية لمجلس النواب الليبي _ أغسطس 2023 م,b51755dd30a74b7c7c0bb50cd17ee8017c2d48fecde87c9f0a84dfee81df3810,1
29398,10,,2023-08-07,63,قرار,جملس النواب,20,2023,تكليف رئيس للمجلس األعلى للقضاء,تكليف,assignment,1,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد العاشر من الجريدة الرسمية لمجلس النواب الليبي _ أغسطس 2023 م,b51755dd30a74b7c7c0bb50cd17ee8017c2d48fecde87c9f0a84dfee81df3810,1
30625,12,,2023-10-03,3,قانون,,01,2023,,,,0,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد الثاني عشر من الجريدة الرسمية الصادرة من مجلس النواب الليبي,cea6f2ca09639bb76db1e922f00b52fe5afaebacfff9157a1163b992168a3b5b,2
30625,12,,2023-10-03,6,قانون,,15,2023,إنشاء هيئة اعتماد املؤسسات الصحية، ومراقبتها,,,0,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد الثاني عشر من الجريدة الرسمية الصادرة من مجلس النواب الليبي,cea6f2ca09639bb76db1e922f00b52fe5afaebacfff9157a1163b992168a3b5b,2
30625,12,,2023-10-03,16,قانون,جملس النواب,23,2023,الرياضة,,,0,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد الثاني عشر من الجريدة الرسمية الصادرة من مجلس النواب الليبي,cea6f2ca09639bb76db1e922f00b52fe5afaebacfff9157a1163b992168a3b5b,2
30625,12,,2023-10-03,58,قانون,,24,2023,مكافحة توطني األجانب يف ليبيا,,,0,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد الثاني عشر من الجريدة الرسمية الصادرة من مجلس النواب الليبي,cea6f2ca09639bb76db1e922f00b52fe5afaebacfff9157a1163b992168a3b5b,2
30626,13,,2023-10-03,3,قرار,مكتب رئاسة جملس النواب,29,2023,,,,0,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد الثالث عشر من الجريدة الرسمية الصادرة من مجلس النواب الليبي,99830b392e85da7d2bdd4470950a94d7461f73df216d194a229b991fd4bf20fc,1
30694,14,,2023-11-01,3,قانون,,27,2023,انتخاب جملس األمة,,,0,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد الرابع عشر من الجريدة الرسمية,67498ee7361a0deba8bde2056b65831bbd1dc53cd039070264e670408ce839da,3
30694,14,,2023-11-01,23,قانون,,28,2023,,,,0,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد الرابع عشر من الجريدة الرسمية,67498ee7361a0deba8bde2056b65831bbd1dc53cd039070264e670408ce839da,3
30872,15,,2023-11-19,1,قانون,,18,2023,,,,0,,,,,,,national,,,,,House of Representatives,العدد الخامس عشر من الجريدة الرسمية,f8a4edb4a4aa32dd361cea63b8fb644efc11c6e00dd119c25eb4fcd5d9707dfc,4
31014,16,,2023-12-05,2,قانون,,30,2023,,,,0,,,,,,,national,,,,,House of Representatives,العدد السادس عشر من الجريدة الرسمية,c6c763b13aabaa065a09a1ae72ce3c629d59e515c0db75d559dfc27856ac892b,2
31014,16,,2023-12-05,2,قانون,,1,2005,,,,0,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد السادس عشر من الجريدة الرسمية,c6c763b13aabaa065a09a1ae72ce3c629d59e515c0db75d559dfc27856ac892b,4
31014,16,,2023-12-05,4,قانون,,31,2023,إنشاء اهليئة العليا للحج والعمرة,,,0,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد السادس عشر من الجريدة الرسمية,c6c763b13aabaa065a09a1ae72ce3c629d59e515c0db75d559dfc27856ac892b,2
31422,18,,2023-12-31,1,قانون,,34,2023,,,,0,,,,,,,national,,,,,House of Representatives,العدد الثامن عشر من الجريدة الرسمية,f95fe9778360ecff7d4331efd98b4a4a040c7b705ca3a57ec0e064344e07f552,2
31422,18,,2023-12-31,3,قانون,,32,2023,تعديل بعض أحكام قانون نظام القضاء,,,0,,,,,,,national,,,,,House of Representatives,العدد الثامن عشر من الجريدة الرسمية,f95fe9778360ecff7d4331efd98b4a4a040c7b705ca3a57ec0e064344e07f552,1
31422,18,,2023-12-31,4,قانون,,11,2021,,,,0,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد الثامن عشر من الجريدة الرسمية,f95fe9778360ecff7d4331efd98b4a4a040c7b705ca3a57ec0e064344e07f552,1
31422,18,,2023-12-31,9,قانون,,20,2023,,,,0,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد الثامن عشر من الجريدة الرسمية,f95fe9778360ecff7d4331efd98b4a4a040c7b705ca3a57ec0e064344e07f552,1
31423,17,,2023-12-31,3,قانون,,29,2023,,,,0,,,,,,,national,,,,,House of Representatives,العدد السابع عشر من الجريدة الرسمية,5b4cb4d052ff2aa767cbbf0e66ed380b9869ef07151bc8d041c2472c8e283fa3,1
34103,1,2,2024-05-13,1,,,,,الئحة املأذونني الشرعيني,,,0,,,,,,,national,,,,,House of Representatives,العدد الأول من الجريدة الرسمية - السنة الثانية,d1e10a29f9caefc30bb2d91cd9e4700e0e9392eeceb1e361a46a73603b2f374b,1
34103,1,2,2024-05-13,2,قانون,,2,2023,,,,0,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد الأول من الجريدة الرسمية - السنة الثانية,d1e10a29f9caefc30bb2d91cd9e4700e0e9392eeceb1e361a46a73603b2f374b,1
34103,1,2,2024-05-13,4,قانون,,33,2023,إضافة بعض األحكام للقانون رقم (62) لسنة 1957م,,,0,,,,,,,national,,,,,House of Representatives,العدد الأول من الجريدة الرسمية - السنة الثانية,d1e10a29f9caefc30bb2d91cd9e4700e0e9392eeceb1e361a46a73603b2f374b,1
34103,1,2,2024-05-13,4,,,,,مقاطعة (إسرائيل),,,0,2024-01-01,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد الأول من الجريدة الرسمية - السنة الثانية,d1e10a29f9caefc30bb2d91cd9e4700e0e9392eeceb1e361a46a73603b2f374b,1
34103,1,2,2024-05-13,7,قرار,جملس النواب,2,2024,,,,0,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد الأول من الجريدة الرسمية - السنة الثانية,d1e10a29f9caefc30bb2d91cd9e4700e0e9392eeceb1e361a46a73603b2f374b,1
34103,1,2,2024-05-13,8,قرار,وزير العدل باحلكومة الليبية,60,2023,الئحة املأذونني الشرعيني,,,0,,,,,,,national,,,,,House of Representatives,العدد الأول من الجريدة الرسمية - السنة الثانية,d1e10a29f9caefc30bb2d91cd9e4700e0e9392eeceb1e361a46a73603b2f374b,1
34115,2,2,2024-05-23,1,قانون,,5,2024,تكليف مبهام,تكليف,assignment,1,,,,,,,national,,,,,House of Representatives,العدد الثاني من الجريدة الرسمية - السنة الثانية,3b09854438fcb27a1717ffb32bbae4cb1ed2c6b7ac7868ff2ca6c460a945e015,1
34115,2,2,2024-05-23,3,قانون,,9,2023,,,,0,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد الثاني من الجريدة الرسمية - السنة الثانية,3b09854438fcb27a1717ffb32bbae4cb1ed2c6b7ac7868ff2ca6c460a945e015,1
34115,2,2,2024-05-23,5,قانون,,1,2024,إنشاء صندوق التنمية، وإعادة إعمار ليبيا,,,0,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد الثاني من الجريدة الرسمية - السنة الثانية,3b09854438fcb27a1717ffb32bbae4cb1ed2c6b7ac7868ff2ca6c460a945e015,1
34115,2,2,2024-05-23,10,قانون,,5,2024,تعديل بعض أحكام قانون إنشاء اهليئة الوطنية ملكافحة الفساد رقم (11),,,0,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد الثاني من الجريدة الرسمية - السنة الثانية,3b09854438fcb27a1717ffb32bbae4cb1ed2c6b7ac7868ff2ca6c460a945e015,1
34115,2,2,2024-05-23,13,قانون,,6,2024,جتريم السحر، والشعوذة، والكهانة، وما يف حكمها,,,0,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد الثاني من الجريدة الرسمية - السنة الثانية,3b09854438fcb27a1717ffb32bbae4cb1ed2c6b7ac7868ff2ca6c460a945e015,1
34115,2,2,2024-05-23,17,قرار,جملس النواب,17,2023,تكليف رئيس هليئة الرقابة اإلدارية,تكليف,assignment,1,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد الثاني من الجريدة الرسمية - السنة الثانية,3b09854438fcb27a1717ffb32bbae4cb1ed2c6b7ac7868ff2ca6c460a945e015,1
34115,2,2,2024-05-23,18,قرار,جملس النواب,5,2024,اعتماد الالئحة التنفيذية للقانون رقم (11) لسنة 2014م,,,0,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد الثاني من الجريدة الرسمية - السنة الثانية,3b09854438fcb27a1717ffb32bbae4cb1ed2c6b7ac7868ff2ca6c460a945e015,1
34119,3,2,2024-06-05,1,قانون,,4,2014,,,,0,,,,,,,national,,,,,House of Representatives,العدد الثالث من الجريدة الرسمية - السنة الثانية,80bf02b79f2e18ac54fd8911f1275e8e3fb90848c2abbbc4c641836de1e1d4d7,2
34143,4,2,2024-07-04,1,,,,,تعديل، وإضافة بعض األحكام لقراره رقم (29) لسنة,,,0,,,,,,,national,,,,,House of Representatives,العدد الرابع من الجريدة الرسمية - السنة الثانية,80b6086e0ef598c4c111569d888716e89150415339a0588a610d32dc0f63ab75,1
34143,4,2,2024-07-04,1,,,,,اعتماد الالئحة التنفيذية جمللس األمن القومي,,,0,,,,,,,national,,,,,House of Representatives,العدد الرابع من الجريدة الرسمية - السنة الثانية,80b6086e0ef598c4c111569d888716e89150415339a0588a610d32dc0f63ab75,1
34143,4,2,2024-07-04,3,,,,,تعديل، وإضافة بعض األحكام لقراره رقم (29) لسنة 2023م,,,0,,,,,,,national,,,,,House of Representatives,العدد الرابع من الجريدة الرسمية - السنة الثانية,80b6086e0ef598c4c111569d888716e89150415339a0588a610d32dc0f63ab75,1
34143,4,2,2024-07-04,3,,,,,اعتماد الالئحة التنفيذية للقانون رقم (3) لسنة 2023م,,,0,,,,,,,national,,,,,House of Representatives,العدد الرابع من الجريدة الرسمية - السنة الثانية,80b6086e0ef598c4c111569d888716e89150415339a0588a610d32dc0f63ab75,1
34143,4,2,2024-07-04,3,,,,,النقابات، واالحتادات، والروابط املهنية,,,0,,,,,,,national,,,,,House of Representatives,العدد الرابع من الجريدة الرسمية - السنة الثانية,80b6086e0ef598c4c111569d888716e89150415339a0588a610d32dc0f63ab75,1
34143,4,2,2024-07-04,32,قرار,جملس املفوضية الوطنية العيا لالنتخابات,10,2024,اعتماد الالئحة التنظيمية النتخاب النقابات، واالحتادات، والروابط املهنية,,,0,2023-09-26,,,,,,national,,,,,House of Representatives,العدد الرابع من الجريدة الرسمية - السنة الثانية,80b6086e0ef598c4c111569d888716e89150415339a0588a610d32dc0f63ab75,1
34396,5,2,2024-08-01,2,قانون,,07,2024,,,,0,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد الخامس - السنة الثانية من الجريدة الرسمية,1b9c24b668b53afd72ebefe2e2c20f78623df6b2a7ac77277aec61837fc5b137,1
34396,5,2,2024-08-01,3,قانون,,8,2024,املعاملة املالية ألعضاء اهليئات القضائية,,,0,2024-07-10,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد الخامس - السنة الثانية من الجريدة الرسمية,1b9c24b668b53afd72ebefe2e2c20f78623df6b2a7ac77277aec61837fc5b137,1
34402,6,2,2024-08-04,2,قانون,,8,2013,,,,0,,,,,,,national,,,,,House of Representatives,العدد السادس - السنة الثانية من الجريدة الرسمية,8b10f0833d6d02673f2a59022b64951f90e42e0189151d7548ae94ab7639e34a,1
34762,7,2,2024-09-03,1,قانون,,4,2024,,,,0,,,,,,,national,,,,,House of Representatives,العدد السابع - السنة الثانية من الجريدة الرسمية,d66e40645abba3d6e734c134843fab817ef2a4f1159942b0ad20d70da2ff9166,1
34762,7,2,2024-09-03,1,قانون,,11,2024,,,,0,,,,,,,national,,,,,House of Representatives,العدد السابع - السنة الثانية من الجريدة الرسمية,d66e40645abba3d6e734c134843fab817ef2a4f1159942b0ad20d70da2ff9166,2
34762,7,2,2024-09-03,1,قرار,مكتب رئاسة جملس النواب,13,2024,تسمية وكيل ديوان احملاسبة,تسمية,naming,1,,,,,,,national,,,,,House of Representatives,العدد السابع - السنة الثانية من الجريدة الرسمية,d66e40645abba3d6e734c134843fab817ef2a4f1159942b0ad20d70da2ff9166,2
34762,7,2,2024-09-03,2,قانون,,4,2024,تعديل أحكام القانون رقم (06) لسنة 2015م بشأن العفو العام,,,0,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد السابع - السنة الثانية من الجريدة الرسمية,d66e40645abba3d6e734c134843fab817ef2a4f1159942b0ad20d70da2ff9166,1
35333,8,2,2024-10-03,1,,,,,سحب قرار، وتقرير حكم,,,0,,,,,,,national,,,,,House of Representatives,العدد الثامن - السنة الثانية من الجريدة الرسمية,049a62179f79ccafe57806a6cffc045befb31ec1d0bcc6e33423b7d859d9d7e2,1
35333,8,2,2024-10-03,2,قرار,جملس النواب,8,2024,اإلفراج عن نائب حمتجز,,,0,2024-09-08,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد الثامن - السنة الثانية من الجريدة الرسمية,049a62179f79ccafe57806a6cffc045befb31ec1d0bcc6e33423b7d859d9d7e2,1
36135,9,2,2024-11-24,3,قانون,,10,2024,,,,0,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد التاسع - السنة الثانية من الجريدة الرسمية,0cf1ea3773dbae54daaf33a9f4f0151f1286917541571aca66e774490ad1ab35,1
36135,9,2,2024-11-24,4,قرار,جملس النواب,09,2024,,,,0,2024-09-19,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد التاسع - السنة الثانية من الجريدة الرسمية,0cf1ea3773dbae54daaf33a9f4f0151f1286917541571aca66e774490ad1ab35,1
36135,9,2,2024-11-24,5,قرار,رئيس جملس النواب,57,2024,تسمية رئيس جملس إدارة املنطقة االقتصادية اخلاصة وادي احلرير,تسمية,naming,1,2024-08-20,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد التاسع - السنة الثانية من الجريدة الرسمية,0cf1ea3773dbae54daaf33a9f4f0151f1286917541571aca66e774490ad1ab35,1
36135,9,2,2024-11-24,6,قرار,رئيس جملس النواب,73,2024,تشكيل جلنة الصداقة الربملانية الليبية املغربية,تشكيل,committee_formation,1,2024-10-13,,بنغازي,بنغازي,Benghazi,LY0103,bilateral,,,,,House of Representatives,العدد التاسع - السنة الثانية من الجريدة الرسمية,0cf1ea3773dbae54daaf33a9f4f0151f1286917541571aca66e774490ad1ab35,1
36135,9,2,2024-11-24,7,قرار,جملس الوزراء,22,2024,إنشاء صندوق التأمني الصحي العام,,,0,2024-03-31,,,,,,national,,,,,House of Representatives,العدد التاسع - السنة الثانية من الجريدة الرسمية,0cf1ea3773dbae54daaf33a9f4f0151f1286917541571aca66e774490ad1ab35,1
36135,9,2,2024-11-24,9,قرار,رئيس جملس الوزراء,156,2024,,,,0,2024-12-01,,,,,,national,,,,,House of Representatives,العدد التاسع - السنة الثانية من الجريدة الرسمية,0cf1ea3773dbae54daaf33a9f4f0151f1286917541571aca66e774490ad1ab35,1
36296,10,2,2024-12-05,2,قانون,,9,2024,,,,0,,,,,,,national,,,,,House of Representatives,العدد العاشر - السنة الثانية من الجريدة الرسمية,b896ee2568b20a874c10920cd592edbf25c603d197935bd4669287bebde459dc,1
36296,10,2,2024-12-05,5,قرار,رئيس مجلس النواب,15,2024,,,,0,,,,,,,national,,,,,House of Representatives,العدد العاشر - السنة الثانية من الجريدة الرسمية,b896ee2568b20a874c10920cd592edbf25c603d197935bd4669287bebde459dc,1
38378,1,3,2025-04-28,3,قانون,,1,2025,تعديل القانون رقم (7) لسنة 2010م بشأن ضرائب الدخل,,,0,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد الأول - السنة الثالثة من الجريدة الرسمية,70814b3b6c5a824e18c219cd144d26cb94807faadba438289c96e908d2d9f0c1,1
38378,1,3,2025-04-28,4,قرار,جملس النواب,11,2024,تكليف مبهام,تكليف,assignment,1,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد الأول - السنة الثالثة من الجريدة الرسمية,70814b3b6c5a824e18c219cd144d26cb94807faadba438289c96e908d2d9f0c1,1
38378,1,3,2025-04-28,5,قرار,جملس النواب,12,2024,تعديل القرار رقم (2) لسنة 2024م,,,0,,,,,,,national,,,,,House of Representatives,العدد الأول - السنة الثالثة من الجريدة الرسمية,70814b3b6c5a824e18c219cd144d26cb94807faadba438289c96e908d2d9f0c1,1
38378,1,3,2025-04-28,5,,,,,ختصيص مبلغ مايل,,,0,,,,,,,national,,,,,House of Representatives,العدد الأول - السنة الثالثة من الجريدة الرسمية,70814b3b6c5a824e18c219cd144d26cb94807faadba438289c96e908d2d9f0c1,1
38378,1,3,2025-04-28,5,,,,,تخصيص مبلغ مايل للمنطقة الغربية,,,0,,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد الأول - السنة الثالثة من الجريدة الرسمية,70814b3b6c5a824e18c219cd144d26cb94807faadba438289c96e908d2d9f0c1,1
38378,1,3,2025-04-28,6,قرار,رئيس جملس النواب,88,2024,تشكيل جلنة إشراف على أعمال صندوق التأمني الصحي,تشكيل,committee_formation,1,2024-11-21,,بنغازي,بنغازي,Benghazi,LY0103,national,,,,,House of Representatives,العدد الأول - السنة الثالثة من الجريدة الرسمية,70814b3b6c5a824e18c219cd144d26cb94807faadba438289c96e908d2d9f0c1,1
38378,1,3,2025-04-28,7,قرار,رئيس جملس النواب,100,2024,تشكيل جلنة الصداقة الربملانية الليبية اإليطالية,تشكيل,committee_formation,1,,,بنغازي,بنغازي,Benghazi,LY0103,bilateral,,,,,House of Representatives,العدد الأول - السنة الثالثة من الجريدة الرسمية,70814b3b6c5a824e18c219cd144d26cb94807faadba438289c96e908d2d9f0c1,1
38378,1,3,2025-04-28,8,قرار,جملس املفوضية,1,2025,تعديل بعض أحكام الالئحة التنفيذية,,,0,,,طرابلس,طرابلس,Tripoli,LY0211,national,,,,,House of Representatives,العدد الأول - السنة الثالثة من الجريدة الرسمية,70814b3b6c5a824e18c219cd144d26cb94807faadba438289c96e908d2d9f0c1,1
38378,1,3,2025-04-28,11,قرار,جملس إدارة مصرف ليبيا املركزي,5,2024,سحب اإلصدارين األول، والثاني من فئة اخلمسني دينارا,,,0,2024-11-10,,,,,,national,,,,,House of Representatives,العدد الأول - السنة الثالثة من الجريدة الرسمية,70814b3b6c5a824e18c219cd144d26cb94807faadba438289c96e908d2d9f0c1,1
38378,1,3,2025-04-28,12,قرار,جملس تأديب حمرري العقود,01,2023,,,,0,2025-04-07,,,,,,national,,,,,House of Representatives,العدد الأول - السنة الثالثة من الجريدة الرسمية,70814b3b6c5a824e18c219cd144d26cb94807faadba438289c96e908d2d9f0c1,1
40532,,,2025-09-11,3,,,,,تنظيم وتحديد صلاحيات واختصاصات المستويات القيادية للجيش الليبي,,,0,,,,,,,national,,,,,House of Representatives,العدد الرابع من الجريدة الرسمية – السنة الثالثة,f305c2780e9b48d0089d249c69386eaf0f57f1d76da3d9fe6d65e09d2bc0882d,1
40771,,,2025-09-22,3,,,,,تعيين رئيس، ووكيلين للهيئة العليا للحج والعمرة,تعيين,appointment,1,2025-03-23,,,,,,national,,,,,House of Representatives,العدد السادس من الجريدة الرسمية – السنة الثالثة,551b66d78d603cc3b99a792164c799bd61320de6ae58b2992b0e818479c02ff8,1
42314,7,3,2025-12-22,3,قانون,,6,2025,,,,0,,,,,,,national,,,,,House of Representatives,العدد السابع من الجريدة الرسمية - السنة الثالثة,f3a9211d56f5bd917d74e670d6299430afded4535c75bf3c6a5f76fdc276441d,2
